"x","y","Epi-mesenchymal cells","Vascular endothelial cells","Immature myocardial cells","Endocardial cells","Erythrocytes","Cardiomyocytes","Mural cells","TMSB4X high cells","Fibroblast cells","Epi-epithelial cells","Valve cells","Macrophages"
8748,10719,0.0387966160433338,0.19949051567502,0.306635183848801,0.0992860026295008,0.0455606163160731,0.124833794041135,0.0293617874344317,0.0307239407027607,0.0267946375785505,0.00889773013967188,0.0730639173760756,0.0165552582146463
15409,16010,0.051648241071144,0.0986955529105169,0.259378133287155,0.0509257466949774,0.057217944204779,0.180884435943841,0.0185853663044971,0.0293506712646003,0.052480072907814,0.052020753025395,0.125174356335135,0.0236387260501451
15536,9982,0.0321870927208492,0.199017782452659,0.330622931343491,0.0629806616482477,0.0759835529539867,0.112962894982644,0.0241264434651439,0.031274497778841,0.0229746410184125,0.019172363531951,0.0621503611244628,0.0265467769793117
8339,14337,0.0379352553955545,0.0950079727138901,0.288959809610499,0.133305296188948,0.0521388016053421,0.149356422495606,0.0187518770724237,0.0176756195626801,0.0322896936165816,0.0429378106783144,0.095517733764296,0.0361237072958637
11785,5409,0.0369702032767601,0.318370438590014,0.168759768493302,0.0928440771360585,0.023310345985927,0.144484130630581,0.0376808403964582,0.0532943221272047,0.0163340117964733,0.0125951352969753,0.079131481727583,0.0162252445426631
11787,6374,0.0648781452158915,0.165942279601036,0.160576993190023,0.0991456225796464,0.0544155137531041,0.0797985376986248,0.062563214862642,0.0636960310686923,0.0935283576130218,0.0312946107116308,0.0870474105942396,0.0371132831114475
10144,16021,0.0545801740856513,0.110647455836445,0.227021606355178,0.177473224359077,0.016367269366724,0.162946166829044,0.0565522282846345,0.0405383524990229,0.0537934115274697,0.0138347616715016,0.0530931967325638,0.033152152452689
12072,10230,0.0641174214758767,0.124325530727804,0.271164803326073,0.07691864764395,0.0445369689214164,0.144185402140727,0.0343633437980078,0.0273766773820408,0.040899878001939,0.0277010100690273,0.0859113150634827,0.058499001449655
13319,9987,0.0664143513943518,0.150129221155267,0.250633259822584,0.151081412799794,0.0700348410069252,0.0751968196398659,0.0387267048403868,0.0238124431287371,0.0298122893549231,0.022953927171703,0.0792864471478683,0.0419182825375932
13735,10227,0.0599814306329807,0.144237601912647,0.223091467126736,0.0856898520573122,0.016987559918861,0.132346839353322,0.0468812153283814,0.0138189487062335,0.0510456328064805,0.045614580118899,0.14498197942395,0.0353228926141972
15116,7813,0.0191504984546587,0.219253179879313,0.285623149442244,0.0609262531201181,0.0198384088446196,0.115453337197381,0.0259537317258488,0.0394624810164261,0.0678810845297216,0.0256501467636559,0.090160498935567,0.0306472300904468
12776,15774,0.0615581035382627,0.095607778131383,0.241477335332585,0.0897354107353163,0.0407892452079826,0.143681602453873,0.0231214915687559,0.0735687782682702,0.0590858126318623,0.0502932924405568,0.0852780806920562,0.0358030689990961
12219,14329,0.0387708650676975,0.0130132458553392,0.00870426165363069,0.0401193605494877,0.0108375908136311,0.0313282673238689,0.0511907085265002,0.0192848229367653,0.107127927287854,0.134673948732933,0.53306203007345,0.0118869711788427
