"x","y","Mural cells","TMSB4X high cells","Fibroblast cells","Valve cells","Vascular endothelial cells","Cardiomyocytes","Epi-epithelial cells","Endocardial cells","Erythrocytes","Immature myocardial cells","Epi-mesenchymal cells","Macrophages"
12219,14329,0.00458355958909124,0.067694579003458,0.0266730746812867,0.545059636886811,0.0034107618785858,0.0421899038048503,0.121035568918444,0.0295568829054639,0.0158022086121804,0.0214019365730357,0.1156673643133,0.00692452283349364
17482,13354,0.0298910397675572,0.00133652470311742,0.0942350218122978,0.0325987724375591,0.089698318270424,0.191012712041446,0.0794366191756092,0.089884047956662,0.0853457195522239,0.17765118571905,0.109836799758421,0.0190732388056328
12780,17703,0.000555815740923989,0.0807761166247408,0.0113443415462491,0.00743076374013575,0.000611394517915572,0.0115060148819382,0.779513857174734,0.0116827069931316,0.0266194471064912,0.00945130565787357,0.0256684297048113,0.034839806311055
12079,13606,0.035211032149962,0.00120265660598654,0.103547096816374,0.0486138903282981,0.0817627765621486,0.119656595878764,0.0239415436867027,0.315189903554884,0.0818399774529811,0.0484689339620809,0.0913784103149009,0.0491871826869176
12765,9988,0.00726214891161867,0.00511405833345859,0.0140377155054195,0.010669880527177,0.105734066149076,0.309187665289468,0.0065627815117328,0.271139870762741,0.0877823354163967,0.11394052455309,0.0482387237197039,0.0203302293201173
13884,15290,0.013737632524949,0.0109775641940146,0.128983629279683,0.0408735537338962,0.0766232829439988,0.169665107672134,0.0328177116329996,0.165332476446504,0.103310237068973,0.0824376199036588,0.139719036467412,0.0355221481317764
9297,8307,0.0150641733652519,0.0277791066154786,0.0425318392188426,0.0190549254264505,0.101815738869107,0.159287148113399,0.0337571736453274,0.248696212011804,0.0513572992447733,0.115588390302289,0.104801439637969,0.0802665535493085
17755,10942,0.012567621986952,0.00723136434388372,0.037143967461107,0.00618646429551622,0.0726044407077524,0.208482596018088,0.00985216587283547,0.354832835220135,0.0771680716743305,0.162075546550387,0.0440921076479529,0.00776281822105917
14700,8055,0.036101763782262,0.00368511862169826,0.0538041005017583,0.0189043853262555,0.158795633622415,0.175416500434973,0.0275006632709381,0.268066704669614,0.050247969189667,0.159239473581925,0.0223598883787277,0.0258777986197665
7910,7346,0.0307955500841118,0.00600445358732137,0.0299692606307162,0.00814411544833153,0.0916272634895033,0.152665578386346,0.0433173841714739,0.360567943096953,0.101028574366921,0.0971464313444039,0.0590006451546328,0.0197328002392853
9021,8790,0.0218510159050569,0.00249717207097131,0.0436602791374015,0.0121256633665167,0.0755351119944926,0.24016120498413,0.0167534550746373,0.331177359367725,0.0636833358909624,0.092439079022904,0.0650731638491234,0.0350431593360794
15393,7813,0.0135802406053655,0.0161684849972454,0.0686127149498257,0.0191207970742908,0.0993437232306474,0.099500347160337,0.00920673961526015,0.404814817529532,0.0983063295404403,0.074504403603389,0.0805770424683884,0.0162643592252786
13868,7575,0.02433123889386,0.00584187617589572,0.0537705513105333,0.0132263599791521,0.0292583018044696,0.147665542005034,0.0348097076532409,0.432588607430494,0.0353061564002434,0.12356076332555,0.0816650063565413,0.0179758886649854
15401,12152,0.011889813745031,0.0118889683341526,0.0813451570862651,0.0943646520980532,0.0291838456495998,0.141936180905484,0.243634506509135,0.0864147874452404,0.0987552094142249,0.088620116837688,0.0767128259091615,0.0352539360659644
9154,6138,0.0255293510942216,0.00449747747088332,0.0177460279898771,0.0143832593216898,0.140775414293691,0.11634432686094,0.00767530010384373,0.460527121468986,0.0141425719415678,0.124716561205346,0.0547689372202084,0.0188936510287451
16649,12391,0.0578633235577117,0.00666759233780647,0.0735429547539957,0.0223785203543299,0.0999533015733624,0.0956242796080323,0.0249195126317295,0.333018441565511,0.0652768765786248,0.131452748495181,0.0427115945195246,0.0465908540241906
9314,16504,0.0647913265202262,0.00702132106140511,0.0618382265486697,0.0189503242570325,0.0465336625285604,0.126550821275107,0.0373073268531515,0.301254160270388,0.0505799332655797,0.0926534969386507,0.125884391475386,0.0666350090058442
17064,12149,0.0184456905279488,0.00312830477204932,0.0515101880008373,0.0171758532056819,0.125510224595759,0.195748419826164,0.0212778626385031,0.431990607791419,0.00507646868248757,0.0888144104044961,0.0132631325559087,0.0280588369987455
13743,14085,0.0534514048221757,0.0233159690020857,0.0716880194605588,0.19298788852371,0.0554129617620205,0.128398603693689,0.0671949816247287,0.115711733428418,0.0303475161825041,0.0481857255971586,0.106650158722827,0.106655037180124
14438,15289,0.031585861173025,0.0117020084427499,0.0683135603292529,0.0287152739956101,0.0220971884293009,0.175164470043405,0.0932701252687609,0.252456479442855,0.0537530838972863,0.114739336568087,0.13550031013624,0.0127023022734276
7923,14096,0.017914549786429,0.00958898359878867,0.0769521010487246,0.0110834051531886,0.0593011969479405,0.0944661852167849,0.270347745782104,0.218835499457672,0.0300267958229532,0.0580929417067595,0.0999209871961098,0.0534696082825448
9032,14094,0.0508318783492656,0.00577428208559277,0.0417702017178815,0.00537798292451364,0.0964211551835939,0.184029770418874,0.0159005922097855,0.379442502618524,0.0534794359760343,0.092836800763248,0.0496702020476393,0.0244651957050473
14572,13119,0.0233746794912493,0.0513903029779957,0.0228069455461184,0.698091527378005,0.00473411085925007,0.0163860220644737,0.0795689848507416,0.035455459119069,0.016157903783379,0.0116315952479323,0.0228484877035201,0.0175539809782656
10558,15296,0.0133630986275231,0.0155510142240463,0.135272129748394,0.0641822722166468,0.11785795380002,0.171732999907088,0.0500609941812664,0.27106104470062,0.0404874030557185,0.0585417734086029,0.0240406007727261,0.0378487153573485
17759,13353,0.0360399417606395,0.00227399012211801,0.117721714796764,0.0112999647581687,0.110405606209232,0.219386025848953,0.0235947983508636,0.0892645163503282,0.106676453859496,0.0968680188682381,0.136102750991139,0.0503662180840602
16640,8051,0.0776867492323694,0.0385725790757609,0.0694908022215737,0.0519855811401573,0.0583319273427437,0.168222519338216,0.0307058006709412,0.266149543975018,0.026195262445587,0.114549673599563,0.0560481047671458,0.0420614561909231
16238,14562,0.00821984429560535,0.024070226478504,0.0336510570833175,0.0156178301057595,0.123996277254235,0.108972672222064,0.0338338783324416,0.360837441357678,0.089303145579071,0.080371407285669,0.0299742720998431,0.0911519479058116
13598,10951,0.13289458411086,0.119845179783163,0.0878288284836714,0.0393631214472686,0.0780823179330416,0.063890212905093,0.0777907495756615,0.130138772990077,0.0435835942841194,0.0858782857333834,0.120665160731077,0.0200391920225836
18449,11664,0.0256653974755024,0.0183169759406283,0.085982966905689,0.0491697709637594,0.024162913891289,0.101077739456353,0.224181337613832,0.221189938893815,0.0491297702097921,0.0545246580861002,0.0688031870697969,0.0777953434934419
14166,17700,0.0294132088614953,0.148645750840239,0.0832722943520748,0.166706370185846,0.0580669390109961,0.11313281124519,0.0451768628651484,0.0811981005092745,0.08576705132944,0.0282497408544121,0.0562171962568027,0.104153673689081
15396,9259,0.0372341844364285,0.00400108662733293,0.0768314760354313,0.0277013689543202,0.0808307670300887,0.108300832460789,0.0148004280806062,0.367126891430108,0.0607211831931551,0.0785255943024764,0.037591243641632,0.106334943807631
13462,12156,0.0296209446068952,0.00846105395414916,0.0583812985294641,0.0229338267873707,0.107075246161957,0.177191406224332,0.0159234370371847,0.284888416692012,0.0966616853392484,0.0896636360400162,0.0947830525188711,0.0144159961084995
9156,7102,0.0433570882616262,0.01057583039238,0.0417441424630756,0.0158827770234884,0.0540020641275482,0.154157184024213,0.0211637875353887,0.455835060019112,0.0218810576414673,0.0750676052923281,0.0358957493252335,0.0704376538941387
15530,7089,0.0669231596540865,0.0060538623220464,0.0551841809981235,0.00909822325262685,0.0555547460622475,0.233729760948004,0.0681145951468698,0.239051938341518,0.0372798048266477,0.119473481882919,0.0906673391258651,0.0188689074390447
16639,7569,0.053617556084906,0.0493776377833322,0.0560116245419441,0.0290672785729506,0.0734978613233748,0.103903018206072,0.121490268684747,0.205529319296013,0.0609206721773499,0.110168397355234,0.0732804991847014,0.0631358667893755
10820,7581,0.0307641643216654,0.00365663652779923,0.0737933142145112,0.0162164339534788,0.119629634711501,0.15507437423512,0.0271001146843513,0.370300258111086,0.0121619179139179,0.0879083800611189,0.047149839066903,0.0562449321985468
16082,6124,0.0134168760391359,0.0460853322846765,0.04181513686652,0.030689777328801,0.0834372096208627,0.136948677523023,0.299219768964226,0.125731755137411,0.0376805164776684,0.0731613033373968,0.0516927100050116,0.0601209364152675
9580,11200,0.0123014897327553,0.002099927374124,0.0246868084228637,0.00849936912046123,0.0999297465490685,0.133933034111155,0.00391410302111064,0.364003592513669,0.0950801678838301,0.183521969029338,0.0442081843625093,0.0278216078791147
11806,15535,0.041360451153232,0.0278467734759195,0.0688285539334059,0.0688181084419806,0.0541810730642661,0.13869361754471,0.134995928110677,0.159087008838452,0.0758192592554579,0.0830036661526586,0.072820024520183,0.0745455355090573
11387,13848,0.0238046083999055,0.104166466992347,0.0220410132092409,0.552685424103339,0.0168720546931945,0.0197209461911605,0.00823476504645911,0.0874194819805182,0.0601245292030018,0.0138379414236933,0.05828462292922,0.0328081458279198
15253,7090,0.0658877029116011,0.00791477390177452,0.0495252857676998,0.01140748227402,0.0323665723121766,0.28895017952687,0.0226346101477408,0.321037891411466,0.0414391582855189,0.0578107917691641,0.073473432188348,0.0275521195036204
10701,17466,0.00607010140717179,0.00458966644327657,0.164358612612786,0.0692139489876725,0.0323915837419059,0.265870960947447,0.0366206212282925,0.237784271293258,0.0202045631199829,0.0612368761763975,0.0854151731772725,0.0162436208645366
13195,17461,0.0340995791265299,0.00237469690820456,0.127930321193232,0.051550758737166,0.124535147950618,0.173436677036598,0.0464413807720835,0.213152979925484,0.0375555673526315,0.0555425924791451,0.0868173200948796,0.0465629784234273
11386,13366,0.0145222176354539,0.203048515841852,0.0380708104768604,0.316983385671325,0.0208754183295893,0.0177869503666462,0.11633878800388,0.115892117667262,0.00287418609433218,0.0170620629554233,0.0775538397534235,0.0589917072039518
14155,12396,0.0615682533211539,0.0410802352331593,0.05402041513729,0.0405499604629483,0.107556367879167,0.255059732232959,0.0210953544356538,0.181492673047415,0.040943429517618,0.110350451375058,0.0771979278479077,0.00908519950967082
15248,4679,0.00363390695752402,0.0104772364187533,0.0174058999640753,0.0465023208723262,0.0572957583081563,0.137364951115094,0.2534475207739,0.277534725504575,0.0303376278159477,0.0696686941749799,0.0441199692140195,0.0522113888806484
11921,4203,0.0676831414518368,0.00329646864302286,0.0580842192827006,0.0097067528169905,0.0409345194255011,0.205683932190788,0.0289362315615224,0.382191099831142,0.0235256076131587,0.091233287201428,0.0834584914142855,0.00526624856762302
16104,16732,0.0249442603700716,0.024232228562404,0.121399892327859,0.0256860076470639,0.0734279482469797,0.0740516877119168,0.188568383777719,0.177239588950921,0.10552091997813,0.0523132915360354,0.11008841141679,0.0225273794741085
14019,13602,0.0334201087167806,0.0118184040392995,0.0205644868397642,0.0163979809994118,0.0883292876980407,0.251616894247179,0.0117649993388213,0.305011557009179,0.0329941389026369,0.0840511383849123,0.113802560651617,0.0302284431723575
14293,12155,0.0300115604246889,0.19574326945364,0.0148240312504478,0.310877947162425,0.0476587036700122,0.0189309561334208,0.00698941866891281,0.102343876835267,0.0477894640916793,0.0272773590629705,0.154857921606941,0.0426954916395954
12624,9265,0.023638423983922,0.0116423904375357,0.0207485033369437,0.0102224301239375,0.0707426354410215,0.196135102827252,0.00699906917519778,0.367252877013461,0.0451446445412997,0.084422398811801,0.131053997527487,0.0319975267801412
13048,13363,0.0256828867465697,0.00586457101155529,0.0786600886297025,0.0297121627183807,0.0788897885583459,0.241848187717715,0.0246015719670322,0.276023627993167,0.0285012090351773,0.0931230630205261,0.103683341468791,0.0134095011330369
7774,8551,0.0327237239675377,0.00531636083760523,0.0850606570125434,0.0192150967348749,0.108631146509644,0.102003311814452,0.0451494925726546,0.313817027519364,0.0881321100698761,0.108093699068707,0.0654259426015464,0.0264314312911948
14717,16252,0.0225146738883057,0.000645980157220439,0.0947773452766205,0.0504748754942024,0.130042809570256,0.218388933716439,0.0264191252859095,0.188729595250584,0.066105795247552,0.074554010812803,0.0393564719345107,0.0879903833655969
