"x","y","Immature myocardial cells","Cardiomyocytes","Fibroblast cells","TMSB4X high cells","Endocardial cells","Valve cells","Mural cells","Erythrocytes","Epi-mesenchymal cells","Vascular endothelial cells","Epi-epithelial cells","Macrophages"
12773,14328,0.0891339578082342,0.0911189277394966,0.065867384334015,0.00737448421995268,0.137011733751008,0.1125008833701,0.0502580326787164,0.11713908328612,0.022031312337658,0.0291790527540211,0.182458833884979,0.0959263138356988
9984,5172,0.21427316220777,0.183746466969907,0.0425800539512852,0.00989825839978352,0.170042528980871,0.0793338875387187,0.0425306217432887,0.0405740460902514,0.026058268386056,0.047328343355649,0.080593403251882,0.0630409591245377
13175,7335,0.115661952741,0.239006098672513,0.0292775647957559,0.0130452592907994,0.167893960505143,0.0290128676448258,0.058852619797203,0.0714392748064255,0.0261303982084998,0.0606416307876936,0.0948191900882719,0.094219182661869
10009,17708,0.179065751454176,0.19094916818927,0.0676341807180471,0.00630469269416888,0.158799276166914,0.073936988709858,0.0279284331761464,0.0708301405300459,0.0597245562063863,0.0542857202652091,0.0490892477777037,0.0614518441120754
11650,7097,0.167829110215084,0.159452192943127,0.0340488314065812,0.00932278023622431,0.183137456686912,0.0777822734539489,0.0701963354479341,0.0357725820492335,0.0381265524663592,0.0795831509506912,0.059018550213665,0.0857301839302404
15683,14563,0.0644633378088573,0.137950907785065,0.0535987886919476,0.0030511875427496,0.169791721723972,0.0866564512511512,0.0433380828456308,0.122250953659846,0.0178656820457805,0.0277832466885232,0.10190955307059,0.171340086885888
15404,13599,0.0514608627333946,0.12948209291707,0.0502844496387596,0.00661812788224669,0.233091996049629,0.114307249346343,0.0229323578664792,0.0773798252560636,0.0326762274591506,0.0332220300487289,0.17490213393738,0.073642646864755
8059,12891,0.161581097558143,0.16564900254158,0.0544246262385879,0.00475665215480499,0.08454149551171,0.0972337801662042,0.0636722716715657,0.0310461546035778,0.0689693852175225,0.0728936087562957,0.124570656204362,0.0706612693756472
8476,13131,0.134147298204312,0.186206616548146,0.0460173854686161,0.00289775557592627,0.170948993060054,0.0822985026518326,0.0767217612965445,0.108984894837997,0.0315867793088811,0.0483693637110915,0.0594535188222807,0.0523671305143192
8187,7345,0.160500219907005,0.0979274504433791,0.055310031773196,0.0191821949132679,0.123550136628733,0.0857299989215024,0.122597018936674,0.0794484865050044,0.0350291059912109,0.064286840792222,0.0875552278463357,0.0688832873414695
14137,3717,0.0907313987256,0.108872639818299,0.0272013923595453,0.00258996378107418,0.0573003526623913,0.0220877688514469,0.0309739998387531,0.0496952404817439,0.0268353265682469,0.0189975186546514,0.495502271999949,0.0692121262582985
12904,10229,0.129456932480872,0.171767507458548,0.0473463335330922,0.0114252477589691,0.170632273106323,0.0684867481258889,0.0529640393776232,0.0807294794633527,0.0247816964907604,0.0496624333818217,0.0885411941686217,0.104206114654127
18313,12870,0.115321560964154,0.091257927594401,0.0273655999408767,0.0148390668423876,0.113470669060396,0.0760986170609403,0.00853590207928943,0.040879496645011,0.0217141783921236,0.0100434109151542,0.432599212818739,0.0478743576865269
