"x","y","Endothelial cells","Fibroblasts","Neutrophils","Epithelial cells","Proliferation","Astrocytes","Neurons","Oligodendrocytes","Mesenchymal cells","Macrophages/Microglia cells"
4499,4918,0.000688657454269427,0.0295172466606423,0.121208695318586,0.0373634829386204,0.00260114729284334,0.0329941264339932,0.077020470115695,0.121657888922013,0.265424314813391,0.311523970049946
10147,7318,0.00295866332756194,0.102734129286768,0.187533191876568,0.00100079759171785,0.000176913123534722,0.0576105623444451,0.168792018010857,0.186061962180844,0.0285159176462563,0.264615844611447
10149,3482,0.165490656699922,0.130143054777235,0.0143411818114817,0.000118894023511176,2.20073245451238e-05,0.0047977988062758,0.025733576246321,0.0798660326312748,0.0776215265170442,0.501865271162389
5944,9115,0.041921232412972,0.193134665131124,0.117761381421501,0.00326593224426764,0.000151956065485274,0.0639587173665165,0.188757940997455,0.100583029081396,0.0612433805529356,0.229221764726347
4016,5757,0.00857884900719294,0.205151758824085,0.0883125093498986,0.0114108917797905,0.000323393449505519,0.0269018829094334,0.0378841879543128,0.133972656885584,0.160072539360957,0.32739133047924
8703,2163,0.00324218784698315,0.203178751162518,0.125569434864307,0.00259319346031144,0.000123099986713718,0.0255521046962511,0.133044869106545,0.124837889729948,0.0534916520182771,0.328366817128145
4431,3120,0.000847507171472011,0.0587097527043635,0.191548914132632,0.00365270791268323,7.1470185149279e-05,0.0315417699165428,0.129955387242951,0.128201149060516,0.145761237713837,0.309710103959853
5051,3240,0.00432673217036215,0.11664194348756,0.0680141840846064,0.00941502348176173,0.00058249856026731,0.0124590507182744,0.0299763814839196,0.159387008681363,0.238625600445581,0.360571576886304
5324,9474,0.0418238112144609,0.220716606503007,0.0953453364596831,0.00482831963351471,0.00139027812897669,0.080411224264448,0.182049117578124,0.0907300982848596,0.0624812793126941,0.220223928620232
10147,8277,0.00523778665359269,0.0864379990790406,0.179367395044338,0.00224192576482736,6.51061687030969e-05,0.0367268639051573,0.228692570456725,0.187310810145712,0.0630103843787171,0.210909158403187
6425,10434,0.00659734488938813,0.122048114624612,0.164844937456079,0.00336424467617224,0.000185288581901057,0.0391538315518401,0.107009134899409,0.122831076119519,0.174104191324446,0.259861835876633
8977,6239,0.278682251838062,0.0745400944039574,0.0489061342394706,0.00035342487019356,5.07917829102722e-05,0.0140740317086123,0.0175603993463767,0.151647807632574,0.0449186478565687,0.369266416321274
7187,2402,0.00338615457454994,0.128120481802413,0.123055987107818,0.00609550201965015,0.000231705943363409,0.0340234704598447,0.121304567717049,0.134274307306708,0.0719511538766933,0.377556669191911
7186,4320,0.0224857319423055,0.142279823604383,0.0717486948684997,0.0102176774175857,0.000432469067533125,0.0152149621037889,0.078560849898887,0.107956592645925,0.117745767864245,0.433357430586847
8701,6958,0.0183972432569272,0.135506103704803,0.244492083488406,0.00164639183823673,1.80746446123354e-05,0.053462281698447,0.161206904347211,0.163524127456011,0.0205534654875068,0.20119332407784
6774,2881,0.00345873054792475,0.137150415787764,0.0553710995799497,0.0166744016539926,0.000231640798419511,0.0110862110831914,0.114175897067573,0.100320392340171,0.150859272775201,0.410671938365812
8011,8876,0.00682586925650398,0.174406493340098,0.157679482792602,0.000970977685153491,5.03727101949664e-05,0.105262047396441,0.208703827846677,0.138081903076105,0.0242824147832113,0.183736611113014
7047,7916,0.157067151397307,0.148940666186394,0.0505668730458519,0.00210296290589565,0.000112324262389621,0.0150583167574505,0.0901179042707062,0.171377091425902,0.049696951834506,0.314959757913598
8702,3362,0.194349565591675,0.197235760649035,0.0504403201086617,0.00110359958036269,4.70099894651326e-05,0.00734631100730557,0.0391775297469277,0.136310516751787,0.0684764600769483,0.305512926497832
7391,7797,0.171278526568606,0.124480413247126,0.136638416746242,0.000995425738433057,0.000115447740638599,0.031314551568148,0.0458686127538118,0.18050881057164,0.0476590326149042,0.261140762450451
6016,3240,5.88204333174194e-05,0.0296727856802452,0.0268817425737301,0.166085294384794,1.71701793490325e-05,0.00213314096246557,0.0143499325663111,0.176253742977923,0.314437071950589,0.270110298291275
7600,4320,0.168807452517627,0.143649531240197,0.0454425284889569,0.00327422879684502,0.00160658397698255,0.0221290462522127,0.0467261882357773,0.128407102440227,0.13421767607532,0.305739661975855
9529,3842,0.155977537398218,0.215246396730958,0.05598656975705,0.00195537209162716,0.000727667260232796,0.0171043385484712,0.09579641051461,0.079941272975353,0.0847723210645985,0.292492113658882
