"x","y","Proliferation","Astrocytes","Neurons","Fibroblasts","Epithelial cells","Endothelial cells","Neutrophils"
3949,2041,1.29199404065525e-11,0.000134614889746232,1.12659771315406e-06,9.98320791862982e-05,4.90895292361115e-06,0.98987503190164,0.00988448556587036
4634,9713,1.35109951110192e-08,0.00422522081190706,0.246510526672708,0.213180161055153,0.000392230315660664,0.426697642169619,0.108994205463957
9114,7917,2.81498584604156e-06,0.0936526557553378,0.411831983147686,0.214453629730856,0.00837420075607385,0.0870482877705784,0.184636427853622
4156,2400,3.76850689920502e-07,0.000472907172894067,0.46838782740672,0.0297036104817811,0.0120328630533513,0.387109880591064,0.1022925344435
6219,10553,0.00422397801042137,0.0382398717561515,0.129083511207475,0.329050495144376,0.0732230286064238,0.256241641635652,0.169937473639501
7872,10554,6.3330829465619e-06,0.029021682366285,0.659802759974553,0.00825172133889601,0.00417242023650748,0.0470248949108838,0.251720188089928
8079,9475,3.49527104431966e-06,0.0262259106802385,0.475246122214637,0.090580027154251,0.00465496460919604,0.240047835138837,0.163241644931797
9942,4561,1.03845701697345e-06,0.00202969001358973,0.00157582273978185,0.0597775823856532,0.00277785240488721,0.438777285346104,0.495060728652967
8702,5280,2.32404563872473e-05,0.00139600104627026,0.00123103763782082,0.0116554727959354,0.000153777872149197,0.674563629495941,0.310976840695496
8841,1923,7.7304178923551e-10,0.0219919721558738,0.279036015455799,0.00437646904651279,0.0231917088656558,0.262157884692513,0.409245949010604
4429,7196,1.17481868057068e-05,0.00978279841490803,0.390087846786565,0.15542161695373,0.00692721782650812,0.226782267810116,0.210986504021368
7736,6718,2.55887589579843e-08,0.045616422861492,0.0351006014675232,0.00218165432801848,8.0471334826536e-05,0.817685985783479,0.0993348386359014
5602,4199,1.9762013292631e-08,0.00397319737045987,0.571340227254896,0.000776244496741686,0.0338128229011415,0.328645844441651,0.0614516437730963
3811,3239,2.14662305082873e-06,0.00249983265827442,0.129391611476288,0.000762505049408013,0.00795635571454606,0.849665191774618,0.00972235670381479
6428,4439,9.94693054511365e-07,0.00479426713103456,0.265605076186679,0.0618373858211498,0.00317406010019663,0.144222228301128,0.520365987766757
9047,3721,1.55298668254514e-06,0.0236570715944732,0.197968262778524,0.0440439835100207,0.00893453761921319,0.466475673654459,0.258918917856627
3465,5037,6.88475323026834e-10,7.7937958394515e-05,0.422810404429729,0.0400815110795665,0.00656270305284852,0.513929452374142,0.0165379904168447
4775,3719,2.73122128571537e-09,0.00212666147541397,0.925129134957683,0.00452985593171136,0.0118817012893824,0.0217905472238896,0.0345420963906986
4222,8035,0.000414230099720286,0.00656802989130694,0.274399753329446,0.173713534877718,0.0112085043871086,0.10831420052857,0.425381746886131
4566,9354,5.15230060996624e-05,0.0301987963797411,0.366331020835073,0.193254233087306,0.00693052355201912,0.171182821479369,0.232051081660392
9802,9596,9.63386123863353e-09,0.00957323503452981,0.210874140337133,0.00173135278995183,0.000437485016085448,0.735966183662916,0.0414175935255224
5807,6237,1.36824946348684e-06,0.000896159680818882,0.147511092754397,0.0596010858141687,0.00158778666296847,0.491510180452992,0.298892326385192
6909,8396,3.1910592932797e-08,0.0177133237401544,0.000792596855704106,0.00919664739375101,0.000202107066826662,0.875554693849508,0.0965405991834625
6702,7556,3.66160554422349e-09,0.00155255549480383,0.100563671256064,0.00939690814731993,0.00107816963937515,0.550490330947575,0.336918360853257
8633,4201,6.24486431911029e-06,0.0192438586719974,0.0221469749943813,0.00490404857988182,0.00212445459650645,0.701254332917556,0.250320085375358
6357,9355,9.02672577501856e-06,0.0247056719853172,0.00819124259517077,0.0381138319815923,0.00119624764404813,0.809994407530475,0.117789571537622
7597,9355,6.3278481176507e-08,0.00489392661182102,0.51633730019717,0.00744414601264715,0.00409147934885662,0.405621635701304,0.061611448849721
6703,7317,2.02595326634845e-09,0.00720316015711811,0.230481539972367,0.061634562574392,0.00242351885299628,0.558906469142807,0.139350747274366
8081,6838,1.21719138058187e-05,0.100066630527285,0.19012784996054,0.123766043921932,0.013514011661231,0.411850972170823,0.160662319844384
9389,9116,5.73920659139575e-06,0.103981554770511,0.335716546062426,0.00342844201251779,0.0370360567242704,0.228262599053355,0.291569062170329
8634,3002,7.22469385059662e-06,0.042343880071386,0.249762488510622,0.01347399825601,0.00435542893420315,0.403595555468634,0.286461424065295
6980,2761,1.21018512272206e-07,0.00176943428764013,0.503067242082212,0.0245894243362471,0.0799103077758022,0.281329889698102,0.109333580801485
9044,8996,1.08152752796685e-07,0.0348545247386275,0.496604212335716,0.00826798476371651,0.00276704098976508,0.246293182146448,0.211212946872974
8012,7437,6.96170885019595e-08,0.0987085368472439,0.319889233770879,0.0395986209119275,0.00402325085126787,0.278410537284394,0.259369750717199
8150,6718,2.09740988861424e-07,0.0576358769585965,0.191526297243175,0.0149535905072473,0.0172762687648911,0.397529051594299,0.321078705190802
9461,2283,6.07828833966064e-06,0.10218903523035,0.421330913343585,0.0709255766852777,0.0134119808563354,0.208835824783196,0.183300590812916
7324,5279,4.53005154235699e-08,0.00575157763708315,0.00496596240451314,0.00550752130645986,0.000551686939715666,0.880101497721325,0.103121708690388
4154,5038,1.23116134477795e-10,6.98827294327109e-05,0.239463289963796,0.00270739647629056,0.00381501634723424,0.240491834706536,0.513452579653595
7529,7317,3.25095918679162e-10,0.0279632574109668,0.0304409869820431,0.00422732935701471,6.39656150279949e-05,0.83665904337631,0.100645416933542
