"x","y","Proliferation","Macrophages/Microglia cells","OPCs","Neurons","Endothelial cells","Astrocytes","Oligodendrocytes"
7805,7797,0.000885426975043687,0.23994959190167,0.000805351906333439,0.0032922497748951,0.0975361031786432,0.565460176424933,0.0920710998384811
8355,9236,0.000579098264509864,0.206246331551603,0.00396079768559934,0.154140547915444,0.0891769379521191,0.34886939231593,0.197026894314795
9320,7798,3.0798191872761e-05,0.216879233403901,4.19240331882246e-05,8.54962883500314e-05,0.0333801952756074,0.690743596842794,0.0588387559642866
10011,3962,0.00207784561377232,0.353794125967038,0.00117546669437694,0.000728663738466046,0.2441202655153,0.302561659064442,0.0955419734066045
4017,3359,0.000492602331818034,0.449365734036952,0.00253887581335868,0.00267424969664732,0.13144144002111,0.311154664745201,0.102332433354913
7118,3001,0.000137646605063118,0.461247495296284,0.000172734287374431,0.0024157308022813,0.0215444889069726,0.400857761006571,0.113624143095454
5877,5398,0.00018945529921804,0.33579287721478,0.0020488553724052,0.000613948859492651,0.0517543230380333,0.470830859408128,0.138769680807942
6359,5518,8.63621008338015e-05,0.367643935722489,0.00182854911867584,0.000449805128708174,0.0442137733972289,0.397044221893191,0.188733352638874
8289,3122,0.000260795749462223,0.291589870672922,0.000528708358667597,0.00165037474273151,0.0576963925952596,0.425782095635581,0.222491762245376
4497,8035,0.00629620356316512,0.429964009001903,0.00133447523583669,0.00720772188534838,0.152396133625417,0.286203598536809,0.116597858151521
3674,2040,4.63722285632387e-05,0.374069615243306,0.000358723134994162,0.0013997224605197,0.246938087215393,0.151165372515237,0.226022107201987
8565,2163,0.000465407201076652,0.469359436192012,0.000629418150916304,0.00109918277542715,0.0674621055869327,0.301083894458691,0.159900555634945
4636,7076,0.00114646716873221,0.44167381931846,0.000525543131860562,0.00183201472354439,0.104220011270847,0.321103882288263,0.129498262098294
5257,4799,3.2342075993601e-05,0.392212055585567,0.000880513562835951,0.000825416304114909,0.0355534951661524,0.376242072791663,0.194254104513673
4910,8754,0.00124625728812669,0.271627793015659,0.00016358257340748,0.000327027544327995,0.12483508881609,0.576393063010536,0.0254071877518523
4086,4918,5.40164425029594e-06,0.419176736674299,1.94151593701479e-05,0.000167973777766575,0.0222808216434717,0.414386208623185,0.143963442477657
8769,7557,9.98389720576511e-06,0.145955436562216,2.27407390890882e-05,0.000114687031178659,0.0145593400442049,0.76600965566289,0.0733281560632148
6843,2522,2.31896898979418e-06,0.457277672852922,2.96791611601763e-06,8.97287536840574e-05,0.0108660977824651,0.5191076142894,0.0126535994364234
3809,6836,0.000472072935708513,0.453903595275092,0.000274875210386628,0.000617236863699068,0.0656683882564844,0.40891380148443,0.0701500299741987
4707,2161,2.29688536762049e-05,0.582954663181947,0.000397302558890653,3.99885679140305e-05,0.0344219949916096,0.132684949738269,0.249478132107693
4497,8514,9.94233533705004e-05,0.235234820268775,4.57198626936297e-05,0.000227253458772865,0.0564656116099465,0.682549257069665,0.0253779143767764
4499,4918,0.000248775522232528,0.472014887021261,0.000354876904584163,7.15985050162482e-05,0.0464013376618545,0.413751173974442,0.0671573504106088
10147,7318,0.000126791528192306,0.264573228758173,0.000151949325914258,0.000146564167240147,0.0384164225511693,0.672943025869147,0.0236420178001643
10149,3482,9.84571513519921e-05,0.541059728280362,0.000641529797134804,0.000799571901443484,0.0886362041335852,0.227067404825038,0.141697103911085
5944,9115,0.000840395940012126,0.296686678017199,0.000729371765384484,0.00172527359162651,0.112576906482582,0.511833063334692,0.0756083108685037
4016,5757,6.68787498920133e-05,0.493651741710198,0.000167322993982752,0.00056759591772804,0.0247165832410003,0.334770211733132,0.146059665654066
8703,2163,0.00157978241840649,0.353178111255118,0.00313436025557988,0.0066232056361733,0.104278379850235,0.370140872112622,0.161065288471865
4431,3120,5.7906815110759e-05,0.459287209045396,0.00165845481712972,2.64117746484534e-05,0.0867760527686937,0.351870111808161,0.10032385297086
5051,3240,4.28576297031602e-05,0.589993926367326,0.00214919017667893,0.00122539846639565,0.019462318255517,0.226111190724555,0.161015118379825
5324,9474,0.00269103939026736,0.331339912517669,0.000593243612347146,0.00247011820779272,0.119445048871808,0.516615544743684,0.0268450926564313
10147,8277,3.17038098823266e-05,0.360559335191924,0.000216374115257823,0.00170782395650545,0.0365289190880254,0.389525195974083,0.211430647864322
6425,10434,0.00014697974629333,0.48770299852918,0.000407863073218773,0.000750506976991494,0.0585345812279405,0.303790560992903,0.148666509453473
8977,6239,5.75384540121738e-05,0.309707473700151,0.000169482201108706,0.000892042547773967,0.403960396593313,0.131887951712349,0.153325114791292
7187,2402,4.50160443654471e-06,0.483976450038155,7.06508322557224e-06,0.000107076104830105,0.00708939731599509,0.492678093309618,0.0161374165437401
7186,4320,9.50206389873774e-05,0.53652665011755,0.000243591265789952,0.0101949415038345,0.07411173592721,0.224977235466797,0.153850825079831
8701,6958,3.41945123543366e-05,0.213783788235446,5.72780946814655e-05,0.000186658548910582,0.0504232959778332,0.620842613062974,0.114672171567801
6774,2881,5.80743133080199e-05,0.663510712559164,0.000155488909965137,0.00118246016401375,0.00849184775063903,0.272896654902279,0.0537047614006308
8011,8876,0.000243991648386097,0.249793331754874,0.000160011666242907,0.00355589776885404,0.0480426594339346,0.591433556972602,0.106770550755107
7047,7916,0.000615539819764047,0.321269975887912,0.0017341550958597,0.0101738185303371,0.247109221867773,0.254115489367492,0.164981799430862
8702,3362,0.00130880344411933,0.32476313685558,0.000789563410566783,0.00229096186800583,0.267439689862548,0.22289756347834,0.18051028108084
7391,7797,0.001037218708047,0.317068938133233,0.000774036833429179,0.000989081750858605,0.246616944857519,0.296036541415836,0.137477238301077
6016,3240,2.82080148404243e-07,0.532936232201628,0.000169885421794761,4.41519326963021e-05,0.00530022688916355,0.209743690945763,0.251805530528805
7600,4320,0.00154115011242229,0.387434809530139,0.000509101217698966,0.0212910232966598,0.294353840344053,0.0890302626783549,0.205839812820672
