"x","y","Astrocytes","OPCs","Proliferation","Macrophages/Microglia cells","Endothelial cells","Mesenchymal cells","Epithelial cells","Neutrophils"
4222,7316,0.00393987015383457,0.00871772247851546,0.00172556367771602,0.0863303431039507,0.418393075729573,0.00933555944949152,0.0453192164310418,0.426238648975877
4910,9713,0.0130686332029446,0.014486427014647,0.0029857603538551,0.0578271546222691,0.51708367234488,0.0151127724032351,0.0337360668068071,0.345699513251362
7874,7677,0.0269624969027309,0.00727841470225341,0.000137973978129005,0.222717267957498,0.150838499538075,0.0104140530879167,0.0196571955580884,0.561994098275308
8218,8277,0.0149314506565869,0.000375981191864112,3.60793666374972e-06,0.0824996784886259,0.635258893307546,0.000666642116542401,0.00135438460723794,0.264909361694932
9529,3602,0.00151495302686184,0.000320141100497278,1.83782486786129e-05,0.0201103946003577,0.632387275056259,0.000202586408364752,0.00119185848199444,0.344254413076987
4705,6956,0.0039646637410076,0.00269994269175203,0.000680226395053159,0.0803140268110642,0.525778744894414,0.0079460886848854,0.0157982296832343,0.362818077098589
9664,9356,0.00454474896316227,0.000258114140785083,3.98194583590359e-07,0.13562552293114,0.487672693518647,0.000276854927532375,0.000156628403203867,0.371465038920946
6567,2042,0.000883838203822854,0.00186615025913289,1.81631548890634e-05,0.186031409763216,0.323769883143303,0.00235286889061348,0.00550490616760987,0.479572780417412
7184,9595,0.0100095149085335,0.00637989885086985,0.000338854549319478,0.129701945770028,0.397149681833968,0.016013333250183,0.0123100339901255,0.428096736846973
4430,5757,0.00295425322104563,0.00598043996161479,0.000321183985342605,0.0715210363355825,0.594032036194482,0.0108188814366358,0.0162193477035049,0.298152821161792
4980,7676,0.00343829465014986,0.0303077897540807,0.0249480263983146,0.0621273467969922,0.348104853547498,0.0297303570231871,0.0630737653501223,0.438269566479656
7256,2042,0.00591996554158223,0.00285572318884565,0.00105295219842093,0.260256831221513,0.322362599852036,0.00829564208428792,0.039775014162006,0.359481271751308
3673,4198,0.000658075836871593,2.35375636882487e-06,3.37514632400002e-10,0.00165348628088422,0.959636918935387,1.55812524403241e-06,7.64086075655645e-07,0.0380468426416537
4910,9474,0.0143125777629462,0.0109884237925497,0.0786382132795332,0.0989730710838507,0.275944446149517,0.0380626882990374,0.0767538079659253,0.40632677166664
5531,7676,0.00520490420877968,0.014865371315147,0.00433986197017037,0.105777523221934,0.268229870832737,0.068757214510111,0.0518891775851136,0.480936076356008
8287,7198,0.0193333261119026,0.00616661162169481,0.0001061906030328,0.231436019748688,0.133575625261999,0.00765011324934035,0.0166848057716461,0.585047307631696
10012,2283,0.0400480885787154,0.0122396855356998,0.0151430210388726,0.0781005422774071,0.195439258090336,0.0709236756811065,0.119437156398033,0.46866857239983
