"x","y","Endothelial cells","Mural cells","Cytokines","Neurons","Epithelial cells","Proliferation","OPCs"
3949,2041,0.0159220619043218,0.000690483934105519,0.0753187475795977,0.000678063547034123,0.0493697821228926,4.30106420392493e-06,0.858016559847844
4634,9713,0.00287111468672795,0.00011305180183765,0.0891498806428005,6.97994725199875e-05,0.0473899674622252,1.99618229459612e-06,0.860404189751594
9114,7917,0.0157404339143172,0.00085719357739261,0.0662899310760471,0.00121668747780317,0.0254346509825327,1.51455074654842e-06,0.890459588421161
4156,2400,0.00129810913011709,1.93779947844823e-05,0.0414075268004774,5.65531764832057e-05,0.0438048632370005,5.56092781434937e-07,0.913413013568356
6219,10553,0.00199371338849891,4.84907394239896e-05,0.0744042882498431,1.07074387132747e-05,0.0563786226389722,1.44935574216331e-05,0.867149683987127
7872,10554,0.158540926349952,0.0137312389063389,0.161354119971376,0.0373615510030642,0.0989170442700558,0.0012209732524774,0.528874146246737
8079,9475,0.0742483267444392,0.00613264611762508,0.118698486113153,0.0171305602605088,0.0656037473481765,0.000216370595967115,0.717969862820131
9942,4561,0.122537684743275,0.003470792856363,0.198261689595976,0.00464548780737013,0.0654814792475695,8.97274649294545e-05,0.605513138284517
8702,5280,0.174877729126241,0.00584545970138708,0.186335385968038,0.00945625168316834,0.0602482467742529,0.000405615438930046,0.562831311307983
8841,1923,0.0934595532500222,0.00654383045023865,0.204398172032932,0.00616534824360761,0.0902536249455525,2.77082564108063e-05,0.599151762821236
4429,7196,0.0409458702873517,0.00148230756959843,0.146499315616915,0.00215456664941265,0.0972758143680361,0.000201897459227998,0.711440228049458
7736,6718,0.0347118713142485,0.00153671429723216,0.0697518974630951,0.00268841924085679,0.0386351594960352,8.83705167181083e-06,0.852667101136861
5602,4199,0.0241876671693863,0.00127692164318788,0.0732861317350536,0.0038984364585706,0.0661038682162117,2.80051588145924e-06,0.831244174261708
3811,3239,0.0693999904866093,0.00765498298099646,0.12146274626541,0.0131341645849011,0.147810134765657,0.0048125199364115,0.635725460980015
6428,4439,0.0713095027937609,0.00392113653703686,0.12755920971973,0.00904016524405846,0.0807811405940623,0.000278098854894087,0.707110746256458
9047,3721,0.147443791359068,0.0138443412731091,0.179156557091805,0.0305720813938384,0.0788637693663616,0.000392554731582801,0.549726904784235
3465,5037,0.0214693791803231,0.00124549033869166,0.10657356547845,0.00371859979489503,0.0894988812746144,3.43892672486676e-05,0.777459694665777
4775,3719,0.0147901462785446,0.00157919099689719,0.0835608701864122,0.00212229717160052,0.0744575461557525,7.96654935690735e-06,0.823481982661436
4222,8035,0.00202574335008358,7.17161264140466e-05,0.0848549373968976,2.34308518768946e-05,0.0605200476760463,7.03268092441271e-06,0.852497091917757
4566,9354,0.000503712313266393,1.18210487276659e-05,0.0595944358281031,3.125397827924e-06,0.0376945885505314,5.33642574444743e-07,0.902191783218969
9802,9596,0.135837730681645,0.00098795304234494,0.109366792837036,0.00105719124119345,0.0707763377540426,0.000323872759150143,0.681650121684588
5807,6237,0.0635895975877038,0.00759111775950421,0.156012143588322,0.0158531109726726,0.110862452081597,0.00249991914945654,0.643591658860744
6909,8396,0.0119591733217563,0.000197416677894224,0.0746449468829129,0.000161975474843442,0.0433154724432422,2.29922052619976e-06,0.869718715978825
6702,7556,0.130661792260721,0.00866602015059141,0.153340014483122,0.0242421600190635,0.0827440501929535,7.17425886626761e-05,0.600274220304886
8633,4201,0.172540104062198,0.0180347936832308,0.205005852593175,0.0184036191288629,0.0893737381213395,0.00131643151216992,0.495325460899024
6357,9355,0.00059231444294721,2.44959493162363e-05,0.0529282186474569,8.94927267189057e-06,0.0382727797620951,4.41590667407144e-07,0.908172800334845
7597,9355,0.060830293679001,0.0079325920650156,0.147672507492527,0.0200916670162431,0.0818299446409869,0.000255281330823065,0.681387713775404
6703,7317,0.00720058445071953,0.00014581226568808,0.0853336765565623,0.000143112491512497,0.0494715081448457,2.22772116932765e-06,0.857703078369503
8081,6838,0.0399211653333071,0.0022418018082492,0.0936943009219645,0.00300685359676501,0.04292419406475,6.78860689411187e-06,0.81820489566807
9389,9116,0.0905771135565954,0.00399843130031441,0.0948357932054666,0.00762489782280924,0.0684157863873642,0.00017676610847003,0.73437121161898
8634,3002,0.152072940142222,0.0157024735661988,0.199759293891093,0.0174496360368995,0.0972140679705123,0.00123299761109711,0.516568590781977
6980,2761,0.0282753948428883,0.00132689614265027,0.090792154691479,0.00124195342863238,0.0676399256059209,2.8625453708756e-05,0.81069504983472
9044,8996,0.0833691276171395,0.0109059849628467,0.122281339654081,0.0382898494333648,0.0620239278612448,0.000236153831366481,0.682893616639957
8012,7437,0.0200719132596433,0.000735451056400823,0.0672821100759876,0.00129955971807699,0.0374303818439282,8.80157976827634e-07,0.873179703887986
8150,6718,0.0400779914560256,0.0030393204437132,0.085459776782989,0.00480344478281312,0.0526745537386654,1.74021106062119e-05,0.813927510685188
9461,2283,0.0849625767934899,0.00838316317560052,0.146305775536395,0.0174945194290511,0.0639397894060058,0.000110478077543113,0.678803697581915
7324,5279,0.0310497217183779,0.00188629077968991,0.098326297069515,0.00158806403015417,0.062364817897814,0.000104701459629128,0.80468010704482
4154,5038,0.0528024590164566,0.00509071614950507,0.0818338742342422,0.0208942888624373,0.059467409080731,1.0299794029239e-05,0.779900952862599
