"x","y","Neurons","Cytokines","Endothelial cells","Proliferation","Macrophages/Microglia cells","OPCs","Epithelial cells","Mural cells"
3809,6836,0.0947308391023251,0.178782316159538,0.0844090605765352,0.00196964647209455,0.165202033120838,0.158504887492499,0.149899249628921,0.166501967447249
4707,2161,0.174350621567928,0.0196193346118619,0.263954339054776,0.00245652173704764,0.295550042661608,0.000714005969053881,0.000939211167259615,0.242415923230465
4497,8514,0.0827141452386193,0.103649651635828,0.0387839120466869,0.0020704249958974,0.105826615395427,0.516407758153067,0.0916728472848641,0.0588746452496105
4499,4918,0.0451449081279089,0.125979475847002,0.0525197157756115,0.00116751064468151,0.187977528487044,0.179524585951993,0.0968455492659963,0.310840725899763
10147,7318,0.0817029523989593,0.0266299730577021,0.062847140955414,0.00120399261216721,0.191857753756183,0.52016656692758,0.0577923956687665,0.0577992246232285
10149,3482,0.124790310999638,0.0817749117561963,0.29894785062254,0.00132848454068029,0.221389030090364,0.0993469771257951,0.0380056872506532,0.134416747614134
5944,9115,0.106791853446321,0.225056524809296,0.0440085828105942,0.00192289672041945,0.0521222506073003,0.326160825641661,0.162414085792588,0.0815229801718197
4016,5757,0.0793427922554773,0.166390832289627,0.0716107003056826,0.00019753830734462,0.222744615959067,0.0574270753633315,0.141378314995717,0.260908130523753
8703,2163,0.149172976398738,0.245921121963604,0.0818764214426618,0.00354256553813163,0.103090553117991,0.171141277579998,0.118507069908894,0.126748014049983
4431,3120,0.116146228301971,0.115464503499323,0.0515346268997898,0.000652255700418209,0.337588041317908,0.19484250713276,0.0525296983896756,0.131242138758155
5051,3240,0.0678494745466755,0.121304307247183,0.0822382079626801,0.000116303090961779,0.281488368292236,0.0571259816741354,0.0747919423134415,0.315085414872687
5324,9474,0.130497020430293,0.292401522589661,0.0638037385904811,0.013133027508551,0.0578765344820982,0.266524065779593,0.101362022735622,0.0744020678837001
10147,8277,0.0927906632149946,0.0620718946232315,0.0525768235572296,0.000467412445514997,0.240995103527761,0.3404755271209,0.0964694170177153,0.114153158492653
6425,10434,0.0777915627639791,0.16258657876884,0.0543115430481153,0.000617850815729192,0.184798131724166,0.0539344254994405,0.176442039627716,0.289517867752014
8977,6239,0.035242452196336,0.0702498230855955,0.687811877138656,0.000415679055796383,0.11617856029911,0.00903941144475985,0.00390375234468527,0.0771584444350613
7187,2402,0.0958300281681323,0.13087850902613,0.0323658620391066,0.00111398743762442,0.322490079273663,0.0978007686154324,0.206795157084734,0.112725608355176
7186,4320,0.13274655073485,0.192407190740121,0.140411083099956,0.00329006180704368,0.244379502325893,0.0227177942368024,0.0635559774545231,0.200491839600811
8701,6958,0.104417375573566,0.0491101323253845,0.11685766523832,0.000956364303240269,0.132626623923808,0.414072597925834,0.127304824528464,0.0546544161813833
6774,2881,0.0688256614432226,0.0793561368698373,0.0977173611010427,0.000860665880377876,0.4384916177436,0.0246013954499927,0.0873209188319673,0.20282624267996
8011,8876,0.0853910450052228,0.104608350279472,0.0693855542782504,0.000438745619034224,0.0917653347993342,0.231466433094124,0.246831312550986,0.170113224373576
7047,7916,0.112337007490608,0.101971501953004,0.213956377504065,0.00194647857613528,0.126741079520719,0.308013943824615,0.0464811589248504,0.0885524522060029
8702,3362,0.0442999087219533,0.177930252572416,0.446046637202117,0.000794424825976421,0.119980076907471,0.02475130457872,0.0343846828841089,0.151812712307236
7391,7797,0.117210152375815,0.0974017562174247,0.256441360551284,0.0029979331773086,0.124482748585324,0.315386140910601,0.00816978199339849,0.077910126188844
6016,3240,0.0973688184960534,0.147416117056521,0.0500254337229898,0.000195159727715575,0.312876384604121,0.00877261441343741,0.0784777704166935,0.304867701562469
7600,4320,0.0753016630614344,0.195931900150468,0.326220233206327,0.006475417334858,0.117249947258636,0.0237224551512303,0.046294444724267,0.208803939112779
9529,3842,0.0824008441547202,0.218216038749856,0.221577626916721,0.00519979237271914,0.148195210977621,0.201902200503565,0.0615877256756151,0.0609205606491837
3880,2400,0.106041111997938,0.134032971245021,0.414820643798601,0.00108674992127775,0.0774790224757429,0.213087152970445,0.00521076799887888,0.0482415795920962
6012,9474,0.128247546050411,0.234971204689472,0.0473290169478798,0.00396129004128084,0.0391305726855557,0.363833720060774,0.111157065025287,0.071369584499339
6842,4200,0.0445277153701931,0.0986600361400255,0.134994101364686,0.000591905784700309,0.425264038072272,0.0363184128869574,0.0458328790541054,0.213810911327059
8838,7917,0.0339061697209156,0.0252533597901182,0.0477625440777941,0.00110250674205977,0.157185395145667,0.637982410563173,0.0652543614660829,0.0315532524941897
