"x","y","Neurons","OPCs","Endothelial cells","Astrocytes","Macrophages/Microglia cells","Proliferation","Oligodendrocytes"
5944,9115,0.00139584588136922,0.00415890913509245,0.131956591317896,0.436282237610349,0.116644359956952,0.0095681834528123,0.299993872645528
4016,5757,0.00132685780153219,0.00631772519960936,0.189848778629288,0.258905882067064,0.352817178031198,0.00271740830361847,0.18806616996769
8703,2163,0.000502053570252888,0.00788946196656325,0.134426389052311,0.518503720234595,0.215901791629781,0.00377948852490657,0.118997095021591
4431,3120,0.00104300619188204,0.0131870451218078,0.0975954196556667,0.206272289779314,0.41792504394383,0.000297380411329387,0.26367981489617
5051,3240,0.000224730186891582,0.00114061334818231,0.0427569779810407,0.155838552157662,0.567166968512691,0.000239411325777902,0.232632746487755
5324,9474,0.00241084564113048,0.0109776043283846,0.15117518647467,0.425871035899727,0.174817678164197,0.0251919662538443,0.209555683238046
10147,8277,0.00556620341635553,0.0172158864997055,0.123605501588848,0.372999387579246,0.234618021018538,0.0056692498807004,0.240325750016606
6425,10434,0.000577858141683468,0.00469036253068701,0.0773351042198955,0.333482557852758,0.318939560455745,0.00121886185326268,0.263755694945968
8977,6239,0.000304633583441136,0.00358164816996877,0.647421328406833,0.0978981632395035,0.182463090370391,0.00034117178237965,0.0679899644474832
7187,2402,0.00151220044537638,0.00142748101305224,0.113041529817629,0.353173317672836,0.251979161681183,0.00124897546688156,0.277617333903042
7186,4320,0.000894956671213222,0.000857243380124154,0.15510323346593,0.245575326401762,0.43897179297978,0.00346472955315865,0.155132717548032
8701,6958,0.00183908923081111,0.00953706363069028,0.127319795730463,0.49046426448081,0.0932870450512251,0.000770632648327142,0.276782109227674
6774,2881,0.000956392650492517,0.000677347621022769,0.110336631452896,0.300971758657528,0.43380591821123,0.00383733379754531,0.149414617609286
8011,8876,0.0125608747503959,0.0381275129111216,0.143717459315018,0.540008276070552,0.0794094377634327,0.00374112361889235,0.182435315570587
7047,7916,0.00268559440224459,0.010002447736664,0.435551582295197,0.234024926546343,0.149744890009947,0.00100870224506393,0.166981856764541
8702,3362,0.00111335094113279,0.00588764589168764,0.443314158921242,0.207560200042827,0.235805208347295,0.00275211532831551,0.1035673205275
7391,7797,0.00201829943649251,0.0114140386538261,0.458435208838922,0.212582325034471,0.230896244083287,0.0018634972034972,0.0827903867495033
6016,3240,4.63631174629976e-05,0.00117640198243125,0.00821042197913131,0.0871965403079259,0.688239742758836,1.40751870868963e-05,0.215116454667126
7600,4320,0.0185363227204113,0.00486418931237303,0.256566994842209,0.162610141035206,0.455346425124408,0.01624371271091,0.0858322142544816
9529,3842,0.000840611605801617,0.00755846388136929,0.494497795793065,0.216940397966958,0.182887405114458,0.00360182686990925,0.0936734987684383
3880,2400,0.000959545680195157,0.00131520512408697,0.584725483282394,0.183992246640243,0.122644491059152,0.000937853543192704,0.105425174670735
6012,9474,0.00221308957244772,0.01237222611469,0.226626774098303,0.38970913083656,0.140813979948499,0.0164746883341966,0.211790111095304
6842,4200,0.000398771422397692,0.00246123278699074,0.0425405493287701,0.255818613185699,0.538791992809507,0.00182169231839894,0.158167148148237
8838,7917,0.00620589764588457,0.0228663065610183,0.0765700446107125,0.503751158358172,0.0650214135678882,0.00195673096319312,0.323628448293132
8700,7438,0.00319193281084118,0.00821475999548558,0.122194947229721,0.469454243252875,0.0485612636390303,0.000933754743185297,0.347449098328862
5049,7076,0.00311264597179429,0.00543789837809826,0.156304747034692,0.303588546169055,0.258500458192761,0.0147671772288682,0.258288527024731
5256,7196,0.00246995664157464,0.00575210729276275,0.198561755595378,0.322831366776725,0.179453859764897,0.00262393481238468,0.288307019116279
5119,4319,0.00211766223871886,0.00319035925386931,0.165821492955534,0.172820157605665,0.34601520322659,0.00393501102263562,0.306100113696987
9870,10195,0.00963013129599,0.0135142119171911,0.320347737410473,0.268126895687625,0.261877574764473,0.00656800519996957,0.119935443724278
8083,2522,0.000985684960227751,0.00169164043608305,0.0455167220972376,0.279345956445319,0.537331141396783,0.00294497363883888,0.132183881025511
7461,5759,0.00195982207242284,0.0166572123190837,0.371477838577485,0.275518590530069,0.202108296008995,0.00860117403569863,0.123677066456245
10147,7079,0.0028814331882309,0.0173165846793008,0.0859916924753333,0.311179266517678,0.351867756685633,0.00179931385940343,0.228963952594421
