"x","y","Macrophages/Microglia cells","Epithelial cells","Astrocytes","Proliferation","Endothelial cells","Fibroblasts","Neutrophils","Oligodendrocytes","Neurons","Mesenchymal cells"
5049,7076,0.274136502894135,0.000158480304450368,0.00607532905674499,1.77472583781525e-05,0.101323544533257,0.39943070203134,0.0273940100456801,0.00150654709742554,0.0399186275220514,0.150038509256537
5256,7196,0.171354259287085,8.43183264278327e-05,0.00320578863382927,6.32537229825457e-07,0.143301722180057,0.463865095098214,0.0231582326281395,0.00416914073945763,0.0653279905769589,0.1255328199926
5119,4319,0.327742652438282,4.13640760407398e-05,9.3207670495623e-05,6.25261154820106e-06,0.00372941668997683,0.47233464414218,0.00155130355930642,0.0649467542845949,0.00602772507075999,0.123526679456815
9870,10195,0.200717460532123,3.61901337889928e-06,0.00167597217493209,5.08101468631371e-08,0.4371596778832,0.22555805910958,0.00271579015506922,0.0155056366222194,0.0112115588402552,0.105452174859095
8083,2522,0.224544603584823,0.000114766668421158,0.00103862278572122,1.81069946747842e-06,0.0289815300532565,0.471039136892523,0.019393019947377,0.00237480614491634,0.00572185931545931,0.246789843908035
7461,5759,0.201439680295026,8.90097130497629e-06,0.000383072357326018,4.19695597321397e-07,0.567162234350543,0.143057780640789,0.00273408964879866,0.0220536076908885,0.0142703274376903,0.0488898869120356
10147,7079,0.125495460896851,0.00100987432683597,0.0118049311381526,5.47269012092745e-06,0.00242092468063721,0.534421562674818,0.00480655094029009,0.0363868606296787,0.0312038203772001,0.252444541645416
5672,1922,0.243518159645836,8.4578169140952e-05,0.00493522110128803,7.953518921474e-07,0.0494909685190457,0.39600755855974,0.012739612753985,0.0103999788605862,0.06998266740819,0.212840459630296
6564,8036,0.199410628390785,8.48709862710404e-05,0.00165078685498579,2.64605181056031e-06,0.336446033072957,0.319293755324795,0.00328652674338642,0.0168167054127615,0.0262388533943989,0.0967691937678477
5394,5997,0.120690586473427,5.60943782733784e-06,0.000106311343117251,2.21238126676538e-07,0.800048572057235,0.0492373254394937,0.000420306595255691,0.00524315837494413,0.00509500252971268,0.0191529065108611
8700,8636,0.197074341587118,0.00166565829595265,0.0113042932948189,2.93079573303315e-05,0.0450758033857225,0.483012804423951,0.0340048543521565,0.0524999554674382,0.105834825187265,0.069498156048248
8703,2882,0.145563076827954,7.01331007792042e-05,0.00101390296116487,4.23618029468004e-06,0.351187229162129,0.313170483843565,0.00637112347848671,0.0135039254917628,0.0762080766918434,0.0929078122620199
8770,5639,0.24983571644241,1.03244836723815e-05,0.000193236217906702,7.44653100382007e-07,0.517854275658483,0.154543695701336,0.00190034560980778,0.00231008571134404,0.00687364359077717,0.0664779319311624
5187,7796,0.139596314880668,4.46540426351109e-05,0.00658141729727937,4.58392262795842e-06,0.0503491118808335,0.465389720584307,0.0292037136002457,0.00070911282208792,0.112456461249196,0.19566490972012
10012,2523,0.10591206401768,0.000297469574961333,0.00319159103440827,2.0097682088985e-05,0.0295910938765585,0.670911655917367,0.0036574710708888,0.031521060325952,0.0516243311650225,0.103273165335072
6911,3361,0.306478092621642,1.94254589856333e-05,0.000336942278457474,6.49987092497552e-07,0.0746829706130302,0.447585892242809,0.0110890663153402,0.000688500924266793,0.00973602263909211,0.149382436919284
6911,3840,0.313358957118923,6.58650649072209e-05,0.00105170330136868,1.82152227065638e-06,0.0307892199494619,0.521796253599724,0.0103482885015931,0.00080052265749535,0.00865252345435095,0.113134844829905
8497,1803,0.264564949862317,0.000702513382617786,0.00383836127282646,4.59964945309114e-05,0.0207752478300084,0.416026445262283,0.0231238998596787,0.00485088789432235,0.0275616213690843,0.238510076772331
3604,3599,0.115944602142683,7.38997663226157e-07,4.62922200913439e-05,2.72413680624386e-09,0.818456414958881,0.0217397500921336,0.000220134009744354,0.0117044663061869,0.000914985802641233,0.0309726127458388
4223,4918,0.193319386574738,0.000717647400885555,0.00139403438577486,6.06337028162566e-07,0.0855201002581477,0.306433447625204,0.0410138892803472,0.00462480084488549,0.0168065584912267,0.350169528801763
3742,3119,0.127210720034627,1.89189140713528e-05,0.000443273388038366,1.30960393884911e-06,0.341847837689775,0.145191696600781,0.00283858267278827,0.00138681748602478,0.00224599800188711,0.378814845608068
10215,9596,0.170663286488963,2.64478372593651e-05,0.000509525478116621,3.57264484923517e-07,0.185287030663456,0.502076566028058,0.00436514616757339,0.040688417658075,0.00233699865482942,0.094046223759184
6082,8635,0.153829455287075,0.000165838084321612,0.00701228301356427,1.82169756196603e-06,0.131656945558078,0.400510974248034,0.00890152221157372,0.011741759051081,0.0782256512879276,0.207953749560782
7048,5758,0.131394904063057,0.000130515182627151,0.00205807268472214,8.08295908932842e-07,0.440689193777277,0.298211551880719,0.0071991778404164,0.0312675682840682,0.0263877112047828,0.062660496786422
4223,4678,0.16530386163976,0.00050957827058183,0.00958347483932557,2.26739720953828e-06,0.0369892533633555,0.5495469625258,0.0215940001850211,0.0438851760002288,0.117759700574755,0.0548257252039634
7668,5639,0.0782281649975408,9.44088545567414e-06,0.000870541062390746,5.21886530758473e-06,0.59720277673459,0.205380631616725,0.00713598207658073,0.0305404487296693,0.0140108069403866,0.0666159880913545
4361,6117,0.281091770076522,3.30508334982896e-05,0.00729597650161447,3.88740542344001e-06,0.0869936939358165,0.232843968968169,0.0158982413441332,0.000454168463706862,0.0960176409242631,0.279367601546854
7875,5759,0.114272880285384,2.80894240438819e-06,5.95557750403442e-05,1.36786136499115e-08,0.524615632269699,0.322933159011327,0.000690638774257702,0.00659894735199726,0.000430698560084227,0.0303956653511926
9871,8517,0.24022933013075,0.00120866792626142,0.0171404117460983,1.69503713840065e-05,0.00811888693793367,0.239645447134673,0.0145287386948202,0.0496945266272431,0.0193473753867368,0.410069665044099
5048,8515,0.157191180426837,0.000168042850165898,0.0206734118452693,1.20442857968762e-05,0.0428999368420555,0.477355172355931,0.0308572489620695,0.00541814505287792,0.149080790184043,0.116344027194954
8564,4560,0.094013727571855,6.35477181333813e-05,0.000174288651833186,1.82646949910162e-05,0.241140488197312,0.536520537695744,0.00130979546875752,0.000852115495409588,0.00126935890275646,0.124637875603208
7391,8516,0.230935768973563,1.83664695862935e-05,0.000735961761581248,1.94693360029888e-07,0.47006609417781,0.187824521940309,0.00099658007871595,0.0368284830312526,0.0226037161416812,0.049990312732141
7116,7796,0.146656425812476,0.000146914789700029,0.00264808285582301,1.56316030793066e-06,0.255209149117333,0.469789520520813,0.00998467574167908,0.0567836358523416,0.0107036339095243,0.0480763982400023
4427,10313,0.14379781249553,5.57749347589943e-05,0.0107663755903653,3.48033264864017e-06,0.112917602089133,0.471137280676523,0.00907601017018505,0.00564855151624472,0.140375174273116,0.106221937921495
9734,7318,0.193001840505818,0.000307937279882573,0.00566827848675127,9.95936308949002e-06,0.00669173586739704,0.650298351240356,0.0030094421062475,0.0467424885348398,0.0657736434333266,0.0284963231822918
