"x","y","Endothelial cells","Neutrophils","Astrocytes","OPCs","Epithelial cells","Proliferation","Mesenchymal cells","Macrophages/Microglia cells"
3673,4198,0.707637986272624,0.00402825678231054,0.28770364401107,8.03857421729474e-11,6.91992947826947e-09,1.05338112283533e-21,1.46296990223291e-13,0.000630105933534135
4910,9474,2.98055605987929e-05,0.00993137772903637,0.700706781418409,0.00411797326801027,0.130316494734959,0.0132005390912216,0.0569275270129144,0.0847695011848499
5531,7676,9.47129913627795e-11,0.00919889750043473,0.482325850905339,6.68949305648529e-08,1.3086169759703e-05,2.94367059083816e-10,0.360247015291099,0.148215082849357
8287,7198,6.78442069745697e-12,0.0052837737558811,0.93439603636363,1.07906384523056e-06,2.99331376113792e-05,7.40906816394214e-15,0.00129862090634229,0.0589905567658979
10012,2283,5.98597322976664e-06,0.00488006341042848,0.892044626255771,6.94715271206224e-05,0.00274560894206378,1.67877405003069e-05,0.0230060148911835,0.0772314412597029
10011,3722,0.144605499684966,0.080020863093737,0.565298709519902,2.37945403552045e-06,0.000160433928371993,8.3825539871047e-11,0.057780970623387,0.152131143611775
6289,8276,0.485554861245814,0.0102733476332755,0.41058983409528,4.39114445257842e-08,3.70878950611804e-06,1.34799951637277e-15,2.95321867276262e-06,0.0935752511060051
5258,2401,1.24379620684916e-07,0.0049748972344401,0.814353097302706,1.96219882713451e-08,5.01963550187407e-06,1.2332075065924e-16,0.0497652062679748,0.130901635557768
9872,7318,2.47934102395758e-13,0.0162655720074095,0.86814046166814,5.88105575788879e-08,4.1377580423072e-06,2.56601726204643e-17,4.87711048248243e-05,0.115540998650778
3878,5757,6.03600494327055e-09,0.00620124222212147,0.725286555934416,1.80129696594441e-06,0.000117039766278196,7.91227697285053e-13,0.0720506541397152,0.196342700603707
3949,2041,0.495498678229448,0.00315899377801124,0.472011289294203,1.90469733774991e-09,4.88042096894102e-08,1.57399015491006e-18,0.000305473526067576,0.0290255144633631
4634,9713,1.36127800390049e-07,0.00374037969535018,0.865487948397105,1.42051429499862e-05,0.00203312618403153,3.2796121378787e-11,0.00514194533433356,0.123582259085633
9114,7917,6.06831078617814e-15,0.00714850319093951,0.932076595752431,1.79361811107614e-08,1.87179671795495e-06,3.99696818749841e-18,5.90370734858875e-10,0.0607730107333535
