"x","y","Neurons","Cytokines","Epithelial cells","OPCs","Endothelial cells","Proliferation","Mural cells","Macrophages/Microglia cells"
4499,4918,0.00126891014516667,0.00649657218797459,0.000194731617908067,0.13558782155208,0.0604061353336581,0.00169443017348733,0.556330580430768,0.238020818558958
10147,7318,0.00219057532630373,0.00717347623672761,9.0805913581202e-05,0.372101835140595,0.103410015162072,0.00013127373057835,0.147239946402889,0.367662072087253
10149,3482,0.00131988247453529,0.000799577906801993,2.933048202901e-05,0.0221003881819623,0.19199266721105,0.000570995544357988,0.0200847849567482,0.763102373242515
5944,9115,0.000633011822327653,0.00191752768465278,5.37632851793614e-06,0.480206347245553,0.12888942239123,3.23951468296187e-05,0.138103678793563,0.250212240587326
4016,5757,0.00154912445963509,0.00954151195761237,9.2843722490675e-05,0.157839699105405,0.10178753276016,0.00014777711186918,0.38098639940056,0.348055111482267
8703,2163,0.0066395558118493,0.0317873846191854,0.00160651879849311,0.141763812524652,0.190584897904656,0.000528585954774715,0.181084430721462,0.446004813664928
4431,3120,0.000759612007754829,0.00287516658930154,2.71788066480141e-05,0.186331041615951,0.10489676053173,1.56845805966035e-05,0.420991871164712,0.284102684703305
5051,3240,0.000425032190620506,0.00331474115080288,0.000186579495037439,0.0804405827231918,0.0446236150548467,5.79668877862332e-06,0.569011974797934,0.301991677898788
5324,9474,0.00198679427988105,0.00332770768459271,4.22802523126732e-06,0.374423384598234,0.172267326912117,0.00027671084877483,0.120963998512901,0.326749849138269
10147,8277,0.00273887145945593,0.0408084041492603,0.00447538412537915,0.323745171461517,0.0443421955709712,0.000241389172373611,0.249729166072928,0.333919417988115
6425,10434,0.000436610063140434,0.00484562500450773,2.07735700404931e-05,0.233505072376184,0.0606228381157741,1.56138165024399e-05,0.423116554658015,0.277436912395837
8977,6239,0.000608236246643597,0.00238792539958917,4.13417872578179e-05,0.0551742653173181,0.369135833909933,3.09457981905679e-05,0.0436658298211288,0.528955621719938
7187,2402,0.000598283844600684,0.00608980567954554,7.91410396624404e-06,0.335206678891657,0.094544928685984,1.41888561845871e-05,0.22025682942799,0.343281370510072
7186,4320,0.00325706417232642,0.0165256268299033,0.000255472802759949,0.0487515048222739,0.190436084077938,0.000342701427370809,0.271309049472403,0.469122496395025
8701,6958,0.000391603829982854,0.00566301603434638,9.59917651902493e-05,0.394210460957331,0.117021050686671,9.33055717508901e-06,0.0851097280623745,0.397498818106929
6774,2881,0.00322943145560538,0.0153334264878418,0.000149539728915886,0.112732513416804,0.111180005490913,0.000132134913853483,0.407635936684652,0.349607011821414
8011,8876,0.00120879222291877,0.0127507005981123,0.000603130121654008,0.377530984138662,0.129183751544287,0.000199621774033084,0.138911051422623,0.33961196817771
7047,7916,0.00115629550271642,0.00456696190883874,0.000179348302384769,0.198520495015369,0.185381980933556,6.0888417354976e-05,0.087649531021821,0.52248449889796
8702,3362,0.00165301472800198,0.00621482791559958,0.000146279106304975,0.0694140752444237,0.272546646877744,0.000114904019770303,0.16064514249236,0.489265109615795
7391,7797,0.00245520384486825,0.00877842283741431,0.000137252068628829,0.187297995863417,0.216983575059312,0.000209096402605918,0.114282849929825,0.469855603993928
6016,3240,0.000152691701866992,0.00274262267988297,1.11161416770761e-05,0.0786742850693239,0.0336686304968027,2.78271413906917e-07,0.679317277391852,0.20543309824718
7600,4320,0.00455018553539928,0.00821613768253538,0.000381846359928981,0.0247202532620093,0.258426315595457,0.00193776123899572,0.23062810025322,0.471139400072454
9529,3842,0.00538844310161038,0.00664730251921187,0.000252922246168432,0.164541236104786,0.235903807371174,0.00193490940390812,0.0944231439879949,0.490908235265146
3880,2400,0.000381390058656209,0.00114462343667264,3.683789892395e-06,0.309440087516733,0.348518956466866,1.08621221603251e-05,0.0875228348648204,0.252977561744199
6012,9474,0.00150453486289999,0.00226372693614715,1.33902886745206e-06,0.438552237214922,0.174433318365127,5.36094770623579e-05,0.142916539879287,0.240274694235686
6842,4200,0.00245923907658537,0.00952358279807825,0.000111575345348502,0.0835955640900987,0.124855580198486,0.000102881163506774,0.328971936159257,0.450379641168639
8838,7917,0.000291709005702985,0.00769629100193024,0.00040904643088486,0.50883869355898,0.0539311595206596,9.22240004512308e-06,0.0688728465694873,0.35995103151231
8700,7438,0.000869069028175623,0.0135697502928742,0.000754190979399394,0.558298096344274,0.075305918482672,3.01167418502182e-05,0.0850990570816284,0.266073801049126
5049,7076,0.00164183807886989,0.00413703086341572,2.01819055733811e-05,0.205055535035283,0.170701553665291,0.000588881485934377,0.14281148917976,0.475043489785872
5256,7196,0.0013888674660022,0.00539066063829723,3.01076096805311e-05,0.268978273459422,0.172750061283681,5.51535321307971e-05,0.0934125769558762,0.45799429905491
5119,4319,0.000644733742347711,0.00361338823138023,1.81482602071975e-05,0.224674401265919,0.0795435637397169,1.47474404598823e-05,0.291880106477172,0.399610910842797
9870,10195,0.00206897863376628,0.0061350033807867,0.000194037420881401,0.0811496135995521,0.204663629394859,8.85626678014467e-05,0.135890126841167,0.569810048061186
8083,2522,0.00296193262900528,0.0328810214605638,0.000956181440471464,0.0486047773096667,0.102295673670142,0.000160268348219331,0.512141896639301,0.29999824850263
7461,5759,0.000668182032037531,0.00554512480837395,4.13616777021772e-05,0.201785533077264,0.246142592609277,7.79442038463691e-05,0.10423124053963,0.44150802105187
