"x","y","Macrophages/Microglia cells","Endothelial cells","Neurons","Proliferation","Astrocytes","OPCs","Oligodendrocytes"
6426,9474,0.0852020681502666,0.296562107869547,3.57200352596214e-10,1.72993310837876e-06,0.610633441481967,6.21958939257746e-07,0.00760003024897183
9943,2403,0.221963840596736,0.100641887959925,1.75951746036714e-06,8.01158725442586e-05,0.657042431070909,0.000188516179665771,0.0200814488027597
7184,9355,0.0908704091810801,0.147403100078285,1.35777866193799e-08,1.39481413551523e-06,0.744744394535914,6.173630364899e-06,0.0169745141824339
3671,6836,0.238899860826301,0.239993630431935,1.01346174209929e-08,3.11262716841494e-05,0.515167583572832,1.1555825868941e-05,0.00589623293676136
2499,9113,0.229490663186061,0.0811712503942072,3.84606610305937e-07,1.39848283808641e-05,0.664265438898397,0.00025282065446841,0.0248054574318753
9595,9956,0.295930312767148,0.0236768042421721,1.34061180040451e-06,1.0808262848252e-05,0.60186315856307,3.43946332980811e-06,0.0785141360896312
3397,4917,0.249409235204202,0.0167968515482182,7.29384527055288e-08,3.79279456721854e-07,0.691330601392694,1.55349265817917e-06,0.0424613061443189
6082,8875,0.0645654906061733,0.451213812079854,6.45634885997362e-11,2.70895032020289e-06,0.476852276348862,1.89061909765243e-07,0.00736552288831712
6151,8036,0.171311215178048,0.193971161916746,3.43963333100687e-09,6.87247523319964e-06,0.630414689700082,7.63066578562081e-07,0.00429529422367832
6635,4320,0.368301385957509,0.0438990757660559,8.47428843363976e-07,1.17384293197476e-05,0.579191934097704,5.08171565157837e-05,0.00854420116405232
4155,4318,0.0467972378721034,0.00226358644023066,7.52653861305802e-12,4.20359946655106e-09,0.938460502540271,1.22249752374096e-09,0.0124786677137714
9667,2643,0.0666810440982303,0.00137733848669939,3.50903125518905e-09,5.13945475558262e-09,0.923595619438427,1.94398857118234e-07,0.00834579492929976
4222,7555,0.246116459158084,0.430806338850009,4.81191021766614e-08,0.000310786708785672,0.29603013914853,2.77996385288472e-05,0.0267084283769603
5947,2641,0.264388674009683,0.0373715899235652,5.68253460032302e-07,3.42716793927585e-06,0.654119550247284,4.13729481907225e-05,0.0440748174498777
3396,5877,0.386216879333709,0.0656283316503365,1.07997606915747e-06,2.56142754377043e-05,0.51983248223086,1.3809342540531e-05,0.0282818031910466
8839,6718,0.0592280741377339,0.0280680011197292,7.51722713098733e-09,4.59067846666542e-07,0.88324275563367,4.26528054104589e-06,0.0294564372432522
8977,6479,0.253901870246504,0.0307287654531265,1.25481310281121e-07,2.67550304917636e-06,0.677719858625773,2.34495498836605e-06,0.037644359735249
8427,3122,0.159671904743694,0.0110596036655076,8.05008664229644e-08,4.76183294182747e-07,0.813912478606018,1.16451473230568e-06,0.0153542917858878
10286,5161,0.341345675859729,0.233443119588659,4.94802249174943e-07,2.98903390201457e-05,0.379734011517739,2.27950349036131e-06,0.0454445283891121
7116,7077,0.205234353124439,0.0744527355031232,9.72849205177390e-09,2.92396740861123e-06,0.678575591712464,1.92637369591861e-06,0.0417324595903772
9666,5760,0.404612781660377,0.119591971906084,7.32676371805499e-06,9.80382498104969e-05,0.430133109049044,1.10490461894736e-05,0.0455457233247771
7805,7797,0.101284494618917,0.0722910496562783,1.27888909336363e-07,4.51133650981025e-06,0.790707606632554,8.32425035058315e-06,0.0357038856164813
8355,9236,0.131241036584977,0.0212013519562181,0.00558592674320868,2.41331296362953e-06,0.789832649954247,2.712310875858e-05,0.0521094983396272
