"x","y","Astrocytes","Epithelial cells","Neutrophils","OPCs","Endothelial cells","Proliferation","Macrophages/Microglia cells","Mesenchymal cells"
8701,6718,0.441416055964562,5.6563355536096e-11,0.432351635370065,2.30617955005872e-12,1.08784040610953e-10,3.22966362018346e-16,0.12586956165352,0.000362746844198008
5602,3720,0.140964455110395,1.48849786134648e-07,0.37350559628708,1.5908305051294e-09,1.59960724474879e-06,8.91233082439855e-12,0.409572436337754,0.0759557622079967
4499,5398,0.110672605404004,3.94159528590375e-06,0.350112498075998,5.37930312313955e-08,1.06067398269716e-05,5.31655637564795e-09,0.41789692739201,0.121303361683287
9321,6838,0.391310490758064,2.07183643833908e-09,0.392601308778375,1.52143611487845e-10,5.87632844570491e-09,1.48918358300915e-12,0.185910185013813,0.0301780073479505
4085,6356,0.140851418777211,0.000109887740387909,0.40005742890203,4.61417314523912e-06,0.000592885003937632,2.65661133106408e-08,0.3129575614389,0.145426177398275
5668,8875,0.206288178178158,0.000738148393927938,0.403851266422552,1.02237497024159e-05,0.00685987876105351,2.37127544870763e-06,0.26709271725564,0.115157215963518
9528,6719,0.261166442307158,1.09868867566076e-08,0.518014418447788,1.61435718024681e-09,4.40908152690227e-08,2.29237064880033e-11,0.178023777384091,0.0427953051459804
4222,7316,0.0692518766531005,0.0050502411551251,0.381782220964158,5.07376065707414e-05,0.162646188708137,1.25640354725015e-06,0.28671003989844,0.0945074386109204
4910,9713,0.219163427788514,0.0106150246804693,0.357485022467993,0.000224847802063775,0.11015223255683,2.0272131767811e-05,0.202113101937105,0.100226070635257
7874,7677,0.326805658652032,9.63930171216516e-09,0.423862629628897,1.58459886702603e-09,1.48701133147448e-08,1.12527778066488e-11,0.218115684049834,0.0312160015639696
8218,8277,0.425512245425683,8.28526801663934e-12,0.42384831961855,4.09429723239426e-13,8.25009364659098e-11,2.46343027158691e-15,0.150631033417134,8.40144743527766e-06
9529,3602,0.146530480435152,8.99193769378466e-05,0.44819508019618,2.43884003141912e-06,0.0127738050965221,9.36424611310754e-09,0.344002265637246,0.048406001053685
4705,6956,0.11459443489086,1.87456397041422e-05,0.462947766553343,3.24055672965946e-07,0.000180037351297365,8.52089546917598e-09,0.323782509033671,0.0984761739545566
9664,9356,0.0893888513590244,1.53292018639718e-06,0.468880425774221,9.03268192075419e-09,0.000108056709619899,9.47153794077263e-13,0.382764197955274,0.0588569262480458
6567,2042,0.031992891543718,2.90967593110446e-08,0.3854937836568,6.0179072445245e-10,1.71315929428748e-07,5.30677657462722e-13,0.35432089583275,0.228192227951722
7184,9595,0.2177577842927,7.21838807154539e-08,0.414336954472141,3.64465196564213e-09,5.52842971819157e-08,2.23807729867613e-11,0.31332842569847,0.0545767044014786
4430,5757,0.169293733992827,6.31094884560291e-06,0.440074880755427,4.69059307660371e-08,0.000190005633661823,3.68828284594307e-09,0.301414639819179,0.0890203782558456
4980,7676,0.106967558117809,0.000339591170420302,0.40549177823752,1.06334315786871e-05,0.00104092746402605,7.63173211603451e-06,0.2510964800275,0.23504539981903
7256,2042,0.196605430057946,1.03789505177465e-09,0.406034552186374,5.43339103526507e-11,2.60172776544278e-08,3.68087946972445e-14,0.258010828088875,0.139349162557262
3673,4198,0.254381385756188,1.11389264408408e-11,0.386414192391631,2.75406153448108e-13,2.61469799153986e-09,1.99397882401977e-15,0.325397272573946,0.0338071466521211
4910,9474,0.103632431263066,0.0168404913841637,0.358101533606569,0.000562338790516965,0.183270969961304,0.0131625985859617,0.189665533689137,0.134764102719281
5531,7676,0.0450011135506669,2.06424377456612e-08,0.351473865110614,1.3055645697706e-09,3.9933951559689e-08,5.81033364736801e-12,0.232206679853899,0.371318279597056
8287,7198,0.332520527717596,1.82034938229142e-07,0.436072143090426,1.37523763187434e-08,8.67028620383838e-07,4.74073904100094e-11,0.177946702406148,0.0534595639224866
10012,2283,0.3253590278453,0.0012029488691151,0.438145823975617,9.26658673610376e-05,0.017741111274553,0.000325332141026782,0.141496851385128,0.0756362386419
10011,3722,0.0774247714680631,5.19327654196191e-06,0.451569681183383,1.08183386638591e-07,0.114139734674272,2.36998963009451e-09,0.301794493093181,0.0550660157511828
6289,8276,0.15194271687417,5.616467456549e-06,0.455680587880573,4.01825415432804e-07,0.0041400146844725,4.02330898508864e-08,0.325285308709896,0.0629453133249271
5258,2401,0.227637338442168,1.63590867551057e-10,0.352094795400314,7.30688849750186e-13,7.11027184920244e-11,2.79200354756739e-15,0.326150618120192,0.0941172478018983
9872,7318,0.243461848129445,2.04449139985392e-08,0.44980275217034,9.57021346862655e-10,9.97238211356822e-08,1.45147800722338e-12,0.260457541320274,0.0462777372527327
