"x","y","centerSPOT","centerx","centery","TF0","TF0_ct","TF1","TF1_ct","TF2","TF2_ct"
9387.29652136137,7435.80594299085,"9389x7438",9389,7438,0,"Macrophages/Microglia cells",1,"Cytokines",2,"OPCs"
9387.4890684628,7434.26365189866,"9389x7438",9389,7438,0,"Endothelial cells",1,"Cytokines",2,"Cytokines"
9401.20900421776,7431.17358661866,"9389x7438",9389,7438,0,"OPCs",1,"Endothelial cells",2,"OPCs"
9383.90497369024,7454.23857640152,"9389x7438",9389,7438,0,"Proliferation",1,"OPCs",2,"Cytokines"
9407.79398481968,7427.44824232154,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
9414.9050048802,7438.72045004957,"9389x7438",9389,7438,0,"OPCs",1,"Epithelial cells",2,"OPCs"
9349.51914834058,7444.20690056978,"9389x7438",9389,7438,0,"OPCs",1,"Endothelial cells",2,"Cytokines"
9407.1295692147,7397.56076059294,"9389x7438",9389,7438,0,"Endothelial cells",1,"Cytokines",2,"OPCs"
9372.08468075707,7395.58374280925,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"OPCs"
9419.23479261355,7474.28971307509,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
9435.46396819973,7409.00135355339,"9389x7438",9389,7438,0,"Neurons",1,"OPCs",2,"OPCs"
9442.09458022021,7421.91420960128,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
9398.66850778412,7382.39428528979,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
9428.64559626461,7394.96141418601,"9389x7438",9389,7438,0,"Cytokines",1,"OPCs",2,"Cytokines"
9406.47958961548,7378.78371701092,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"OPCs"
9430.76386414092,7484.46963208117,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"OPCs"
9338.76723068413,7475.86703591867,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
9453.625892279,7423.45249173543,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"OPCs"
9440.70615411091,7395.35834962906,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
9374.47802052116,7371.92427327873,"9389x7438",9389,7438,0,"OPCs",1,"OPCs",2,"Cytokines"
5325.78678336072,1791.3311385791,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
5311.61765413166,1787.85931075329,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"OPCs"
5310.71594873331,1786.77812757948,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"OPCs"
5290.81399022651,1795.0193060893,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
5337.82186377617,1766.10647924482,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
5316.29485687804,1764.30629449314,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
5305.79061071065,1766.10279090358,"5327x1802",5327,1802,0,"Endothelial cells",1,"Mural cells",2,"OPCs"
5355.08284570962,1770.78017883054,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Epithelial cells"
5332.643269083,1847.27471581628,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
5368.19667464308,1773.30103825318,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
5291.95122537582,1765.13368634395,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
5366.36646519954,1836.25193061346,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Neurons",2,"OPCs"
5306.62067569231,1751.32335053792,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
5289.09083821252,1841.53223663817,"5327x1802",5327,1802,0,"Mural cells",1,"Endothelial cells",2,"OPCs"
5279.54531794321,1771.69868604366,"5327x1802",5327,1802,0,"Cytokines",1,"Mural cells",2,"Epithelial cells"
5272.48048040628,1816.36203112086,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Neurons",2,"OPCs"
5365.35427970095,1849.68894241293,"5327x1802",5327,1802,0,"Cytokines",1,"Mural cells",2,"Cytokines"
5388.15334956734,1804.83238179506,"5327x1802",5327,1802,0,"Endothelial cells",1,"Mural cells",2,"OPCs"
5390.19628004237,1813.40081568113,"5327x1802",5327,1802,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"Cytokines"
5262.05037953809,1790.28430765964,"5327x1802",5327,1802,0,"Cytokines",1,"Neurons",2,"OPCs"
3669.94778069733,8525.8413918883,"3670x8514",3670,8514,0,"Endothelial cells",1,"Cytokines",2,"OPCs"
3674.81843943739,8496.37699585268,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
3672.30478449565,8533.03598431601,"3670x8514",3670,8514,0,"OPCs",1,"OPCs",2,"OPCs"
3692.43331799865,8508.0429446792,"3670x8514",3670,8514,0,"Endothelial cells",1,"Cytokines",2,"Cytokines"
3693.56273538993,8520.44138708139,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
3691.04494394284,8527.29254258379,"3670x8514",3670,8514,0,"Endothelial cells",1,"Cytokines",2,"Cytokines"
3642.26180785454,8500.54310234579,"3670x8514",3670,8514,0,"Endothelial cells",1,"OPCs",2,"OPCs"
3700.29289370049,8520.58303113328,"3670x8514",3670,8514,0,"Cytokines",1,"Endothelial cells",2,"Cytokines"
3702.77292097001,8519.61546690372,"3670x8514",3670,8514,0,"OPCs",1,"Cytokines",2,"OPCs"
3640.55489577793,8535.72106119698,"3670x8514",3670,8514,0,"Cytokines",1,"OPCs",2,"Cytokines"
3667.52388615334,8475.7135962027,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
3649.91599813441,8479.702539712,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
3645.19389196181,8548.86416927053,"3670x8514",3670,8514,0,"Endothelial cells",1,"OPCs",2,"Cytokines"
3649.59364866192,8558.09029655611,"3670x8514",3670,8514,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"OPCs"
3654.94261915126,8563.69556439606,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
3718.72883523945,8540.84545371534,"3670x8514",3670,8514,0,"Endothelial cells",1,"OPCs",2,"Cytokines"
3628.17276040351,8559.14264597504,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
3679.59253931686,8577.62128357677,"3670x8514",3670,8514,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
3646.04808331744,8575.14254251076,"3670x8514",3670,8514,0,"OPCs",1,"OPCs",2,"OPCs"
3609.97247608563,8480.64853956722,"3670x8514",3670,8514,0,"OPCs",1,"Endothelial cells",2,"Cytokines"
8859.50272040599,3134.7989926154,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Epithelial cells"
8852.3313357581,3148.45440620399,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Endothelial cells"
8809.18377308468,3115.11400993418,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Endothelial cells"
8871.33863937144,3132.55615199723,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Endothelial cells"
8878.1705593372,3113.02606855842,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Cytokines"
8831.67903693239,3082.74959322521,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
8812.75614132225,3153.48156522709,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"OPCs"
8891.59291320129,3117.99624227714,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"OPCs"
8819.5649313608,3074.34549709913,"8840x3122",8840,3122,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Cytokines"
8888.56809962472,3142.02300131531,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"Endothelial cells"
8823.31212834326,3066.86278431601,"8840x3122",8840,3122,0,"Neurons",1,"Endothelial cells",2,"OPCs"
8807.59374099512,3074.22945662174,"8840x3122",8840,3122,0,"Endothelial cells",1,"Cytokines",2,"Cytokines"
8868.73009713044,3071.87399264527,"8840x3122",8840,3122,0,"Neurons",1,"Cytokines",2,"OPCs"
8890.37130584097,3089.68633055274,"8840x3122",8840,3122,0,"Neurons",1,"Endothelial cells",2,"Mural cells"
8792.92591147676,3081.62508098058,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
8789.76492990315,3080.33284502259,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
8879.34983245095,3176.40342263546,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
8875.25032239877,3064.80782844666,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
8863.02439335366,3058.02682390843,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
8799.01018940176,3176.41133162053,"8840x3122",8840,3122,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
5332.94848997163,10201.6311835608,"5323x10193",5323,10193,0,"Cytokines",1,"Cytokines",2,"OPCs"
5329.52451083209,10209.3518248554,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"Cytokines"
5338.07373351937,10181.2462333796,"5323x10193",5323,10193,0,"Epithelial cells",1,"Cytokines",2,"Cytokines"
5340.31956772883,10211.3865101339,"5323x10193",5323,10193,0,"OPCs",1,"Endothelial cells",2,"OPCs"
5333.03531858838,10161.8119402483,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"Cytokines"
5311.25809107633,10228.351855686,"5323x10193",5323,10193,0,"OPCs",1,"Epithelial cells",2,"Cytokines"
5358.89076139006,10209.6892480387,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"OPCs"
5308.80888558417,10229.9626310718,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"Cytokines"
5294.83877882849,10221.7525300945,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"OPCs"
5330.59432072591,10238.4686612479,"5323x10193",5323,10193,0,"Epithelial cells",1,"OPCs",2,"Cytokines"
5366.13489723723,10164.8391816166,"5323x10193",5323,10193,0,"OPCs",1,"Endothelial cells",2,"OPCs"
5279.95030623803,10223.2776233025,"5323x10193",5323,10193,0,"Cytokines",1,"OPCs",2,"Cytokines"
5273.34279460302,10174.5501254881,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"Cytokines"
5308.02910625048,10244.7175539504,"5323x10193",5323,10193,0,"OPCs",1,"Cytokines",2,"Cytokines"
5343.06061963214,10140.6363579645,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"Cytokines"
5269.72169997404,10175.2685459846,"5323x10193",5323,10193,0,"OPCs",1,"Endothelial cells",2,"Cytokines"
5313.12289024511,10253.4930730913,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"OPCs"
5262.89302383874,10180.9169399003,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"OPCs"
5373.73480543755,10156.1945049914,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"OPCs"
5287.59516494163,10245.6525952399,"5323x10193",5323,10193,0,"OPCs",1,"OPCs",2,"Cytokines"
9035.80465235049,8750.9201794094,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"OPCs"
9064.4967795581,8741.35972591344,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Endothelial cells"
9018.82353777739,8749.01905458925,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Endothelial cells"
9053.55889249576,8728.21712141283,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Endothelial cells"
9016.23876207254,8742.4066468923,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"OPCs"
9014.65980760917,8787.33424519313,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Mural cells"
9084.09944160057,8775.59407011495,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Epithelial cells"
9000.46786432954,8733.31928854486,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Cytokines"
9093.08643052216,8765.38325675559,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Cytokines"
9059.61981888167,8805.07550139055,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"OPCs"
8995.52419840228,8773.44109120192,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Cytokines"
9014.28428117746,8801.02814660106,"9044x8756",9044,8756,0,"Mural cells",1,"Endothelial cells",2,"Cytokines"
9055.59198217037,8702.34626715788,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Endothelial cells"
9073.1393770052,8802.9125382218,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"OPCs"
9091.9287366194,8722.63261935533,"9044x8756",9044,8756,0,"Mural cells",1,"Neurons",2,"Neurons"
8999.67179601978,8797.14794917375,"9044x8756",9044,8756,0,"Mural cells",1,"Neurons",2,"OPCs"
9052.48841706433,8694.30182644057,"9044x8756",9044,8756,0,"Mural cells",1,"Mural cells",2,"Cytokines"
8983.33276322481,8731.45402261243,"9044x8756",9044,8756,0,"Mural cells",1,"Endothelial cells",2,"OPCs"
9093.19139336528,8711.72369962673,"9044x8756",9044,8756,0,"Mural cells",1,"Neurons",2,"Cytokines"
8976.94385696706,8752.06332278712,"9044x8756",9044,8756,0,"Mural cells",1,"Endothelial cells",2,"Endothelial cells"
4306.48951091511,6483.84034393321,"4292x6476",4292,6476,0,"Cytokines",1,"Macrophages/Microglia cells",2,"OPCs"
4307.29834497886,6461.14999145236,"4292x6476",4292,6476,0,"Macrophages/Microglia cells",1,"Macrophages/Microglia cells",2,"Cytokines"
4312.22905174971,6462.30752584333,"4292x6476",4292,6476,0,"Macrophages/Microglia cells",1,"Macrophages/Microglia cells",2,"Cytokines"
4310.63107957415,6494.24239560947,"4292x6476",4292,6476,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Cytokines"
4284.19452831374,6448.61079901277,"4292x6476",4292,6476,0,"Macrophages/Microglia cells",1,"Macrophages/Microglia cells",2,"Cytokines"
4263.64994937639,6489.03206554526,"4292x6476",4292,6476,0,"Cytokines",1,"Macrophages/Microglia cells",2,"Cytokines"
4321.01388968498,6463.77047077868,"4292x6476",4292,6476,0,"Macrophages/Microglia cells",1,"Macrophages/Microglia cells",2,"Cytokines"
4322.9542812376,6469.66979348062,"4292x6476",4292,6476,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"OPCs"
4297.43696410477,6527.329296707,"4292x6476",4292,6476,0,"Neurons",1,"Cytokines",2,"Cytokines"
4240.91866410115,6496.11831005504,"4292x6476",4292,6476,0,"Cytokines",1,"Endothelial cells",2,"OPCs"
4344.93691892594,6452.43355362085,"4292x6476",4292,6476,0,"Endothelial cells",1,"Cytokines",2,"OPCs"
4248.33338984876,6516.85981758514,"4292x6476",4292,6476,0,"Neurons",1,"Endothelial cells",2,"OPCs"
4266.29531602654,6530.20949582071,"4292x6476",4292,6476,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
4270.79479345129,6533.60376991437,"4292x6476",4292,6476,0,"Cytokines",1,"Endothelial cells",2,"OPCs"
4247.0299704434,6517.82611379493,"4292x6476",4292,6476,0,"Macrophages/Microglia cells",1,"Cytokines",2,"Cytokines"
4308.18491224673,6416.38785971984,"4292x6476",4292,6476,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"Cytokines"
4276.37015463794,6536.88650732376,"4292x6476",4292,6476,0,"Neurons",1,"Endothelial cells",2,"OPCs"
4230.78403219763,6455.51582892589,"4292x6476",4292,6476,0,"Neurons",1,"Endothelial cells",2,"OPCs"
4303.4445214297,6540.82681659581,"4292x6476",4292,6476,0,"Cytokines",1,"Endothelial cells",2,"Cytokines"
4340.78506898157,6521.65343265433,"4292x6476",4292,6476,0,"Neurons",1,"Endothelial cells",2,"OPCs"
5256.89639553947,7681.09519482543,"5255x7676",5255,7676,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Cytokines"
5255.14981225649,7666.08498035013,"5255x7676",5255,7676,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Cytokines"
5249.3953771479,7698.62080333678,"5255x7676",5255,7676,0,"Cytokines",1,"Macrophages/Microglia cells",2,"OPCs"
5273.7212792145,7691.82098976964,"5255x7676",5255,7676,0,"Neurons",1,"Macrophages/Microglia cells",2,"OPCs"
5235.99246049156,7660.38159810657,"5255x7676",5255,7676,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"OPCs"
5233.72746480305,7652.51481474192,"5255x7676",5255,7676,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Endothelial cells"
5272.72532701823,7702.91299448581,"5255x7676",5255,7676,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Cytokines"
5244.63446733661,7708.42760024824,"5255x7676",5255,7676,0,"Endothelial cells",1,"Macrophages/Microglia cells",2,"Neurons"
5230.95271685729,7640.33027996411,"5255x7676",5255,7676,0,"Endothelial cells",1,"Cytokines",2,"OPCs"
5298.17871765333,7668.10372785662,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
5249.55940669308,7723.25837608074,"5255x7676",5255,7676,0,"Endothelial cells",1,"Cytokines",2,"Cytokines"
5223.87595902946,7712.4315449392,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
5288.97069417962,7638.31251932609,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
5293.34038857719,7712.27116175216,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
5299.61791480105,7647.23944283477,"5255x7676",5255,7676,0,"Neurons",1,"Endothelial cells",2,"Cytokines"
5282.8784139112,7726.9221808754,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
5312.82016163668,7666.00230569749,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
5311.38532902798,7649.78066631013,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
5284.70956360879,7733.66038663101,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
5257.96389869151,7743.70653317758,"5255x7676",5255,7676,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
8085.15674207205,9243.80675796672,"8080x9235",8080,9235,0,"Macrophages/Microglia cells",1,"Cytokines",2,"OPCs"
8095.56860679928,9243.16189764168,"8080x9235",8080,9235,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
8072.15493439398,9252.72884069713,"8080x9235",8080,9235,0,"Cytokines",1,"Cytokines",2,"Cytokines"
8074.60519940419,9207.41113610658,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"Cytokines"
8049.73373056995,9222.67819964547,"8080x9235",8080,9235,0,"Endothelial cells",1,"Cytokines",2,"Cytokines"
8068.68114523261,9202.85519597275,"8080x9235",8080,9235,0,"Cytokines",1,"OPCs",2,"OPCs"
8058.17564827259,9265.88172495854,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"OPCs"
8103.01101265986,9196.42301346118,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"OPCs"
8130.02246896598,9229.28651303131,"8080x9235",8080,9235,0,"OPCs",1,"Cytokines",2,"OPCs"
8112.00821308015,9278.78371082188,"8080x9235",8080,9235,0,"OPCs",1,"Cytokines",2,"Cytokines"
8065.27349927662,9182.78393784698,"8080x9235",8080,9235,0,"Endothelial cells",1,"OPCs",2,"Cytokines"
8119.331104344,9272.98525443346,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"OPCs"
8062.17609216536,9286.77286955826,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"Cytokines"
8136.65858342441,9218.98946517993,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"OPCs"
8090.60626938847,9174.87945266652,"8080x9235",8080,9235,0,"Proliferation",1,"Neurons",2,"Cytokines"
8024.29762324731,9205.66829761308,"8080x9235",8080,9235,0,"Endothelial cells",1,"OPCs",2,"Mural cells"
8017.9489392592,9221.5142365072,"8080x9235",8080,9235,0,"Neurons",1,"OPCs",2,"Cytokines"
8024.34431470614,9201.23703264449,"8080x9235",8080,9235,0,"OPCs",1,"OPCs",2,"Cytokines"
8088.74331462725,9300.59252945958,"8080x9235",8080,9235,0,"Cytokines",1,"OPCs",2,"Cytokines"
8023.18194204567,9200.8399837711,"8080x9235",8080,9235,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3687.73138956117,5865.68812721321,"3672x5877",3672,5877,0,"Mural cells",1,"Cytokines",2,"OPCs"
3653.48501074629,5886.09389292105,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3680.19303274746,5846.93897336445,"3672x5877",3672,5877,0,"OPCs",1,"Cytokines",2,"Cytokines"
3697.25841248131,5902.88053275861,"3672x5877",3672,5877,0,"Cytokines",1,"Macrophages/Microglia cells",2,"OPCs"
3658.66196656295,5911.33813174948,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3637.97683344325,5859.13379158823,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3657.70521369061,5914.29838296847,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3634.09664542286,5856.33462894832,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3717.37934881313,5878.83536912655,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"OPCs"
3702.49784303805,5911.71074275407,"3672x5877",3672,5877,0,"OPCs",1,"Endothelial cells",2,"OPCs"
3673.2618571744,5924.24095951889,"3672x5877",3672,5877,0,"OPCs",1,"Macrophages/Microglia cells",2,"Cytokines"
3720.56472684051,5873.82049013763,"3672x5877",3672,5877,0,"Epithelial cells",1,"Endothelial cells",2,"OPCs"
3671.80598985126,5926.26935003689,"3672x5877",3672,5877,0,"Epithelial cells",1,"OPCs",2,"Cytokines"
3690.19345052848,5831.01468078407,"3672x5877",3672,5877,0,"Epithelial cells",1,"Endothelial cells",2,"OPCs"
3673.25044974874,5822.01977822408,"3672x5877",3672,5877,0,"Macrophages/Microglia cells",1,"OPCs",2,"OPCs"
3666.66754403481,5820.31919109743,"3672x5877",3672,5877,0,"OPCs",1,"Epithelial cells",2,"Cytokines"
3675.22574873138,5935.96393601349,"3672x5877",3672,5877,0,"OPCs",1,"OPCs",2,"Cytokines"
3627.98093110254,5922.82682925543,"3672x5877",3672,5877,0,"OPCs",1,"Cytokines",2,"Cytokines"
3630.43427600051,5929.6735725134,"3672x5877",3672,5877,0,"OPCs",1,"OPCs",2,"Cytokines"
3685.46652974381,5942.85733318637,"3672x5877",3672,5877,0,"Epithelial cells",1,"OPCs",2,"OPCs"
6778.92020681538,2147.46573283822,"6774x2162",6774,2162,0,"Mural cells",1,"Mural cells",2,"OPCs"
6787.69266204511,2144.4507421985,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"Cytokines"
6798.68804241123,2144.94185754794,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"OPCs"
6780.51217675105,2191.70774628112,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
6811.41757851396,2150.46113633676,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
6812.83796759438,2172.15224842667,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
6759.08294996279,2200.11063940797,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"Cytokines"
6762.76874246409,2201.72941898809,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
6778.21912791045,2205.27197299448,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
6817.48357566502,2134.93720850105,"6774x2162",6774,2162,0,"Mural cells",1,"Mural cells",2,"OPCs"
6828.93171501558,2174.8504685977,"6774x2162",6774,2162,0,"Mural cells",1,"Mural cells",2,"Cytokines"
6779.06524980363,2104.31650135769,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Neurons",2,"OPCs"
6752.60807660093,2220.66865744733,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
6749.82368214654,2219.70801006536,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
6822.88930970806,2121.84003667089,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Neurons",2,"Cytokines"
6792.94254249788,2224.49201388565,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
6796.76376598827,2223.5204615804,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"Cytokines"
6786.27281731004,2097.07317377207,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Mural cells",2,"OPCs"
6777.47157919298,2095.919966907,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Endothelial cells",2,"Cytokines"
6737.04298908903,2104.77166413237,"6774x2162",6774,2162,0,"Macrophages/Microglia cells",1,"Neurons",2,"Cytokines"
7803.90999021733,5647.32366442893,"7806x5639",7806,5639,0,"Neurons",1,"Endothelial cells",2,"OPCs"
7787.72289049336,5636.96406012193,"7806x5639",7806,5639,0,"Endothelial cells",1,"Cytokines",2,"OPCs"
7811.91731182807,5657.53151880387,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
7831.87160894921,5633.07711210021,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
7779.01278743198,5646.15656798741,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
7788.77497862674,5611.82732410465,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
7839.24817071455,5648.88658743288,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
7771.7513559258,5623.29569266523,"7806x5639",7806,5639,0,"Neurons",1,"Macrophages/Microglia cells",2,"Cytokines"
7767.81162360734,5650.16988316814,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
7848.06189225388,5622.58563167638,"7806x5639",7806,5639,0,"Neurons",1,"Endothelial cells",2,"OPCs"
7751.21251693296,5640.43784966732,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"Cytokines"
7804.67640672359,5580.95433527558,"7806x5639",7806,5639,0,"Endothelial cells",1,"Endothelial cells",2,"OPCs"
7750.59199734069,5662.73070464638,"7806x5639",7806,5639,0,"Neurons",1,"Macrophages/Microglia cells",2,"OPCs"
