"gene","avg_log2FC","pct.1","pct.2","diff.pct","p_val","p_val_adj","cluster"
"ENPP6",6.06222496040277,0.371,0.007,0.364,0,0,"7"
"PLD1",5.43202547301941,0.157,0.004,0.153,1.18670935381306e-196,2.81701066408144e-192,"7"
"RP11-339B21.12",4.70436283561897,0.27,0.011,0.259,5.55042600974867e-301,1.31756012619414e-296,"7"
"BMPER",4.67745557384393,0.179,0.008,0.171,4.16781285322021e-191,9.89355415097414e-187,"7"
"LIMS2",4.6298813901725,0.128,0.005,0.123,8.41131426169575e-144,1.99667777944134e-139,"7"
"MBP",4.62497495798437,0.49,0.05,0.44,0,0,"7"
"GPR17",4.39810780126466,0.269,0.011,0.258,1.50756842085894e-291,3.57866591743496e-287,"7"
"RP4-555D20.2",4.38620828909837,0.24,0.015,0.225,2.08548735903044e-215,4.95052989286647e-211,"7"
"GLRA3",4.38446238506303,0.498,0.03,0.468,0,0,"7"
"APCDD1",4.22680453445433,0.389,0.042,0.347,5.30711367993744e-263,1.25980264534355e-258,"7"
"CLDN11",4.19455969105758,0.469,0.03,0.439,0,0,"7"
"KCNS3",4.15112157744628,0.111,0.006,0.105,2.4840347903153e-109,5.89660178525047e-105,"7"
"MYRF",4.00935084001665,0.252,0.01,0.242,1.10075363049913e-281,2.61296896807883e-277,"7"
"RNF125",3.98497813681704,0.11,0.005,0.105,2.55135608771846e-114,6.05640908102607e-110,"7"
"SEMA3E",3.8730657914551,0.171,0.019,0.152,6.37692509275645e-107,1.51375447851853e-102,"7"
"UGT8",3.84046856239184,0.655,0.068,0.587,0,0,"7"
"PPP1R16B",3.84017745111165,0.13,0.006,0.124,6.56787329549655e-131,1.55908176288497e-126,"7"
"SEMA4D",3.77848729741598,0.289,0.024,0.265,3.01692852570527e-218,7.16158493431917e-214,"7"
"RP11-431H16.2",3.76748924962282,0.211,0.018,0.193,1.60141628025587e-158,3.80144196607138e-154,"7"
"MOG",3.76507191136218,0.223,0.008,0.215,1.71426743991891e-250,4.06932804887951e-246,"7"
"CDK18",3.75586219945831,0.171,0.009,0.162,2.78144660361887e-166,6.60259794767047e-162,"7"
"TF",3.72498979033949,0.443,0.028,0.415,0,0,"7"
"SHROOM4",3.70703692028478,0.115,0.007,0.108,4.04429228049209e-100,9.60034101543212e-96,"7"
"TCF7L2",3.622661985599,0.458,0.044,0.414,0,0,"7"
