"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
7.41163303151895e-299,4.58625639853869,0.391,0.038,1.75937344902197e-294,"5","CHI3L1",0.353
3.11596026825994e-221,4.57852324046119,0.188,0.007,7.39666648479544e-217,"5","VEPH1",0.181
0,4.53969750084491,0.358,0.013,0,"5","AGT",0.345
1.71860132831282e-302,4.42275453954685,0.244,0.008,4.07961583314896e-298,"5","ANOS1",0.236
0,4.34890116758274,0.399,0.015,0,"5","VCAM1",0.384
9.38387745985012e-288,4.30477338167789,0.254,0.01,2.22754483141922e-283,"5","ABCC9",0.244
0,4.2293991958601,0.351,0.016,0,"5","TRIM47",0.335
0,4.21325085697422,0.712,0.044,0,"5","F3",0.668
8.90250224856352e-230,4.197238156078,0.248,0.016,2.11327598376401e-225,"5","AQP1",0.232
0,4.11882483557469,0.307,0.009,0,"5","BBOX1",0.298
5.92960560826451e-258,4.09759316459789,0.286,0.02,1.40756977928983e-253,"5","NNMT",0.266
1.84095174442253e-153,4.05293799225636,0.132,0.005,4.37005125091021e-149,"5","RP11-403A3.2",0.127
2.32358026396523e-131,4.04058966417115,0.113,0.004,5.51571483060067e-127,"5","LIX1",0.109
3.22081226316631e-143,4.00236728447058,0.126,0.005,7.64556415030418e-139,"5","SLCO1C1",0.121
0,3.96601081949611,0.487,0.027,0,"5","RPE65",0.46
1.21659970795229e-155,3.93973798789525,0.139,0.006,2.88796438673714e-151,"5","RP11-261N11.14",0.133
0,3.87740257489852,0.306,0.015,0,"5","C1R",0.291
2.99001415973099e-155,3.87188165007174,0.127,0.004,7.09769561236941e-151,"5","PIFO",0.123
2.71565564223237e-286,3.83469954341065,0.268,0.013,6.44642336353119e-282,"5","RP11-403A3.3",0.255
0,3.7985223156296,0.929,0.142,0,"5","GFAP",0.787
0,3.79307238323902,0.652,0.058,0,"5","EDNRB",0.594
2.74445800373763e-156,3.773126232473,0.148,0.007,6.51479440927239e-152,"5","NPNT",0.141
0,3.76848013398226,0.888,0.155,0,"5","SPARCL1",0.733
0,3.75183918262482,0.996,0.378,0,"5","CLU",0.618
0,6.23484477196927,0.223,0.004,0,"6","KIF20A",0.219
0,5.96829832367289,0.325,0.007,0,"6","NEK2",0.318
0,5.69952709365499,0.6,0.023,0,"6","CCNB1",0.577
0,5.52585190919981,0.357,0.009,0,"6","PLK1",0.348
0,5.47935240790075,0.263,0.005,0,"6","PIF1",0.258
0,5.44059018722631,0.553,0.022,0,"6","CDC20",0.531
3.71552584189301e-219,5.25674926210259,0.171,0.004,8.81991524348563e-215,"6","FAM83D",0.167
0,5.17890233001583,0.509,0.024,0,"6","BUB1",0.485
0,5.03301359514949,0.583,0.029,0,"6","DLGAP5",0.554
0,5.01884264029608,0.531,0.027,0,"6","AURKA",0.504
2.10978568676937e-197,4.97491527747798,0.154,0.004,5.00820926325313e-193,"6","NMU",0.15
0,4.93213701808778,0.483,0.023,0,"6","CCNB2",0.46
0,4.86692698586053,0.34,0.013,0,"6","CDCA3",0.327
0,4.82543496313909,0.711,0.052,0,"6","CENPE",0.659
0,4.80089122899889,0.65,0.042,0,"6","ASPM",0.608
2.87995864379953e-205,4.79164029601,0.173,0.006,6.83644582865131e-201,"6","CENPA",0.167
0,4.78236073812589,0.324,0.016,0,"6","KIF18A",0.308
0,4.71894438674859,0.314,0.014,0,"6","TROAP",0.3
0,4.67003734602716,0.64,0.054,0,"6","UBE2C",0.586
0,4.63182673500012,0.308,0.016,0,"6","CEP55",0.292
0,4.62940293337428,0.481,0.027,0,"6","TTK",0.454
0,4.61885673599385,0.469,0.028,0,"6","CDCA8",0.441
0,4.53981220149366,0.486,0.027,0,"6","HMMR",0.459
0,4.49222711020769,0.446,0.027,0,"6","KIF14",0.419
0,4.45488131171016,0.636,0.052,0,"6","SGO2",0.584
8.54815000334289e-175,4.45099019796154,0.157,0.006,2.02915984779354e-170,"6","RP11-345I19.6",0.151
0,4.44994161150874,0.906,0.133,0,"6","PTTG1",0.773
0,4.42063991680181,0.542,0.035,0,"6","KIF2C",0.507
0,4.40390597191348,0.514,0.038,0,"6","ECT2",0.476
0,4.36397757129692,0.502,0.031,0,"6","FAM64A",0.471
0,7.32381068871077,0.215,0.002,0,"7","RP11-89N17.4",0.213
0,6.26962805121224,0.872,0.045,0,"7","BCAS1",0.827
2.36045009655886e-225,6.13896766677232,0.157,0.002,5.60323643921142e-221,"7","ACAN",0.155
0,6.06222496040277,0.371,0.007,0,"7","ENPP6",0.364
1.18670935381306e-196,5.43202547301941,0.157,0.004,2.81701066408144e-192,"7","PLD1",0.153
5.55042600974867e-301,4.70436283561897,0.27,0.011,1.31756012619414e-296,"7","RP11-339B21.12",0.259
4.16781285322021e-191,4.67745557384393,0.179,0.008,9.89355415097414e-187,"7","BMPER",0.171
8.41131426169575e-144,4.6298813901725,0.128,0.005,1.99667777944134e-139,"7","LIMS2",0.123
0,4.62497495798437,0.49,0.05,0,"7","MBP",0.44
1.50756842085894e-291,4.39810780126466,0.269,0.011,3.57866591743496e-287,"7","GPR17",0.258
2.08548735903044e-215,4.38620828909837,0.24,0.015,4.95052989286647e-211,"7","RP4-555D20.2",0.225
0,4.38446238506303,0.498,0.03,0,"7","GLRA3",0.468
5.30711367993744e-263,4.22680453445433,0.389,0.042,1.25980264534355e-258,"7","APCDD1",0.347
0,4.19455969105758,0.469,0.03,0,"7","CLDN11",0.439
2.4840347903153e-109,4.15112157744628,0.111,0.006,5.89660178525047e-105,"7","KCNS3",0.105
