"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
2.50037472177627e-203,11.0086116743675,0.116,0,5.93538951455252e-199,"9","PTGER4",0.116
0,10.8933101065033,0.302,0,0,"9","TREM2",0.302
0,10.8296938684949,0.492,0.001,0,"9","RGS1",0.491
1.66119173573763e-87,6.24629217646048,0.13,0.003,3.943336942294e-83,"10","SLN",0.127
4.00585036699221e-285,5.50317477298717,0.481,0.015,9.50908760116612e-281,"10","LOX",0.466
7.43706721122014e-205,5.19495203652118,0.389,0.014,1.76541101459944e-200,"10","ANGPTL4",0.375
1.45389477557349e-67,4.83002836863544,0.16,0.008,3.45125541825635e-63,"10","C10orf10",0.152
4.41441071723663e-56,4.5002516203341,0.137,0.007,1.04789281605763e-51,"10","STAC2",0.13
3.52878911281874e-177,4.49036996126095,0.466,0.025,8.37663959600914e-173,"10","NDRG1",0.441
2.53075894287596e-291,4.40990949140454,0.817,0.05,6.00751557859894e-287,"10","ADM",0.767
3.5249722649822e-87,4.36639549436277,0.496,0.063,8.36757916261474e-83,"10","MT1X",0.433
3.2383195801718e-89,4.28617573908146,0.267,0.017,7.68712301941181e-85,"10","ZNF395",0.25
5.74470745218164e-48,4.28603217758293,0.168,0.013,1.36367865499888e-43,"10","NR2E1",0.155
8.25087329724732e-97,4.27509431240899,0.817,0.188,1.95859230330057e-92,"10","AKAP12",0.629
5.72654808820239e-61,4.27206355854151,0.13,0.005,1.35936798517748e-56,"10","AFAP1L1",0.125
3.29556693218431e-68,4.24377509686541,0.282,0.026,7.82301678361913e-64,"10","FOSB",0.256
6.8115776166509e-151,4.24126925766453,0.397,0.022,1.61693229464059e-146,"10","EPAS1",0.375
1.60334159091888e-50,4.21523199223975,0.13,0.007,3.80601226852323e-46,"10","EPS8L2",0.123
3.19523198333348e-91,4.14520113648598,0.359,0.031,7.58484168203703e-87,"10","MT1E",0.328
4.3566385340133e-111,4.0484387086296,0.458,0.042,1.03417885520408e-106,"10","EGLN3",0.416
2.4779342137866e-112,3.99497115620399,0.397,0.03,5.88212023668664e-108,"10","MAFB",0.367
8.75582379480965e-132,3.96192781447346,0.397,0.025,2.07845745241191e-127,"10","SLC2A1",0.372
2.09788157811864e-144,3.94240588483796,0.603,0.057,4.97995129013802e-140,"10","CAV1",0.546
5.46335994995416e-36,3.90363506134644,0.244,0.035,1.29689238492012e-31,"10","C8orf4",0.209
2.75074047949806e-178,3.88770454637109,0.443,0.022,6.5297077502325e-174,"10","CA9",0.421
6.96838526794172e-145,3.84240028648024,0.573,0.05,1.65415529490401e-140,"10","CEBPD",0.523
2.30091639625839e-25,3.79340591297553,0.107,0.01,5.46191534143817e-21,"10","NEBL",0.097
2.57499953196216e-53,3.75478211692003,0.13,0.006,6.11253388897177e-49,"10","EDN1",0.124
1.16251649453067e-57,3.68445477760186,0.168,0.01,2.75958165471691e-53,"10","C4orf47",0.158
2.12530728167701e-54,3.67688049119252,0.115,0.005,5.04505442524488e-50,"10","AC114803.3",0.11
2.46599110885014e-101,3.62414133628182,0.489,0.052,5.85376969418846e-97,"10","CA12",0.437
7.64302314120163e-50,3.59668035490055,0.176,0.013,1.81430083325844e-45,"10","APLN",0.163
1.04800132008062e-92,3.58151200530215,0.275,0.017,2.48774553360737e-88,"10","NDUFA4L2",0.258
0,10.4978429074357,0.247,0,0,"11","ANKRD18A",0.247
0,10.2530638710506,0.351,0.001,0,"11","SPOCK3",0.35
0,9.59236617431653,0.557,0.002,0,"11","ENPP2",0.555
0,9.32754613139999,0.546,0.001,0,"11","KLK6",0.545
0,9.27726766081436,0.67,0.003,0,"11","CNDP1",0.667
0,8.88509791187871,0.794,0.006,0,"11","ERMN",0.788
2.49011757305042e-145,8.52654129094524,0.134,0.001,5.91104109490709e-141,"11","LRP2",0.133
0,8.5081886887203,0.309,0.001,0,"11","RNASE1",0.308
1.25732722172611e-168,8.46443730368937,0.144,0.001,2.98464335893344e-164,"11","ASPA",0.143
1.23723013081613e-271,8.45778821794113,0.247,0.002,2.93693688453132e-267,"11","PIEZO2",0.245
7.79212726281215e-202,8.36096564316452,0.165,0.001,1.84969516964635e-197,"11","MYO1D",0.164
4.87127449057225e-135,8.26342325508207,0.113,0.001,1.15634313857204e-130,"11","LDB3",0.112
2.9050070431704e-146,8.09055026255656,0.155,0.002,6.8959057190779e-142,"11","GJC2",0.153
1.06808150097081e-146,8.08793078500041,0.175,0.002,2.53541186700451e-142,"11","CYB5R2",0.173
0,8.06651375322703,0.619,0.005,0,"11","PPP1R14A",0.614
0,8.0526516356209,0.433,0.003,0,"11","CARNS1",0.43
0,7.76045424519018,0.309,0.002,0,"11","MAL",0.307
1.76395752682514e-141,7.75450015673035,0.165,0.002,4.18728237717751e-137,"11","PLPP2",0.163
2.99708491873493e-276,7.74783338716514,0.381,0.007,7.11448018009298e-272,"11","TMEM144",0.374
0,7.74531970825077,0.392,0.004,0,"11","CNTNAP4",0.388
1.70175999521146e-224,7.63142318404648,0.216,0.002,4.03963787663296e-220,"11","PCSK6",0.214
0,7.57395278323134,0.701,0.022,0,"11","SEPP1",0.679
0,7.49105654498031,0.381,0.004,0,"11","S100A1",0.377
4.56682333085401e-296,7.47337796630012,0.32,0.004,1.08407252227812e-291,"11","GJB1",0.316
1.1625538338373e-160,7.42003422491504,0.124,0.001,2.75967029076299e-156,"11","SNCA",0.123
5.47695773043566e-126,7.33587402930368,0.186,0.004,1.30012022605082e-121,"11","PEX5L",0.182
5.19431466646247e-148,7.10009940455032,0.186,0.003,1.23302641552486e-143,"11","RP11-286E11.1",0.183
1.56148443888803e-120,7.04787020058442,0.155,0.002,3.70665176103241e-116,"11","KCNK1",0.153
7.69655999246497e-104,7.02852805519171,0.113,0.001,1.82700941101133e-99,"11","BOK",0.112
1.90890512522203e-153,6.90847374093871,0.196,0.003,4.53135898625205e-149,"11","HAPLN2",0.193
