"gene","avg_log2FC","pct.1","pct.2","diff.pct","p_val","p_val_adj","cluster"
"SLC1A3",0.928721681313383,0.326,0.317,0.00900000000000001,2.77949077954478e-08,0.000667355736168703,"0"
"NTRK2",0.922376898047509,0.472,0.444,0.028,8.03150989398948e-23,1.92836552554688e-18,"0"
"SOX2",0.835118044389026,0.739,0.709,0.03,2.79719200141174e-77,6.71605799538958e-73,"0"
"SRP14",0.726308105398548,0.721,0.777,-0.056,7.27586680991207e-54,1.74693562105989e-49,"0"
"FOS",0.706297094246805,0.789,0.785,0.004,6.40593577104923e-51,1.53806517862892e-46,"0"
"PON2",0.63247222038644,0.548,0.613,-0.0649999999999999,7.68927064608687e-13,1.84619388212546e-08,"0"
"CAPRIN2",0.614760369712707,0.061,0.105,-0.044,1.4454265853639e-07,0.00347046923145873,"0"
"TJP1",0.611835819904381,0.144,0.223,-0.079,2.34585317474704e-08,0.000563239347256764,"0"
"SNRPN",0.59658757715312,0.093,0.151,-0.058,5.8048821342273e-08,0.00139375220042797,"0"
"UBXN2A",0.575643150111955,0.153,0.225,-0.072,1.1261571589778e-06,0.027039033387057,"0"
"NOP14",0.574754304345011,0.059,0.1,-0.041,4.91477617378284e-07,0.0118003775932526,"0"
"DOCK7",0.57403324495106,0.111,0.176,-0.065,2.99361961285392e-08,0.000718768069046226,"0"
"TNIK",0.568814607729708,0.074,0.119,-0.045,5.61229742231288e-07,0.0134751261109732,"0"
"METTL2B",0.565090873820192,0.077,0.124,-0.047,4.05545698180438e-07,0.00973715221331231,"0"
"EIF2B4",0.556309922687314,0.099,0.153,-0.054,3.60860923298975e-07,0.00866427076840838,"0"
"SNCAIP",0.555449742574793,0.074,0.119,-0.045,6.40103449951197e-07,0.0153688838333282,"0"
"PLA2G2A",3.43258405284356,0.262,0.042,0.22,9.50278833058128e-180,2.28161947817257e-175,"1"
"BPIFB4",3.10504054698716,0.19,0.024,0.166,1.46448680953496e-148,3.51623282969344e-144,"1"
"RCAN2",3.06554728143912,0.152,0.019,0.133,5.78809436800124e-119,1.3897214577571e-114,"1"
"IFI27",2.93355142302029,0.407,0.083,0.324,1.73756963822379e-244,4.17190470137533e-240,"1"
"MMP7",2.82280675971098,0.112,0.019,0.093,2.03941677296792e-71,4.89663967189597e-67,"1"
"MYBPH",2.81439503473571,0.111,0.013,0.098,8.891750672527e-88,2.13490933647373e-83,"1"
"PDGFRA",2.7183031936935,0.335,0.068,0.267,2.06987282207735e-191,4.96976464580771e-187,"1"
"IER3",2.67670243245741,0.494,0.075,0.419,0,0,"1"
"S100A1",2.57223106751454,0.131,0.019,0.112,1.05405106464145e-93,2.53077660620413e-89,"1"
"CCL2",2.37812337473728,0.829,0.302,0.527,0,0,"1"
"XAF1",2.36125028714799,0.295,0.051,0.244,1.73979888859824e-189,4.17725713152438e-185,"1"
"TRIM38",2.26357825639207,0.182,0.039,0.143,1.50356795331195e-93,3.610066655902e-89,"1"
"FABP7",2.2486134994915,0.783,0.319,0.464,0,0,"1"
"PLA2G5",2.22880664543897,0.138,0.025,0.113,3.1984732543685e-81,7.67953428373877e-77,"1"
"CHI3L1",2.22752795826297,0.93,0.521,0.409,0,0,"1"
"SLC25A18",2.22674193822098,0.117,0.017,0.1,2.54745583030624e-80,6.11644144856529e-76,"1"
"TNFAIP3",2.18378205299443,0.394,0.088,0.306,2.16966555550414e-205,5.20936699876545e-201,"1"
"CXCL5",2.17086909755734,0.144,0.043,0.101,1.93002032196426e-49,4.63397879303618e-45,"1"
"HOPX",2.16422446334952,0.188,0.033,0.155,9.49251108116179e-114,2.27915191058695e-109,"1"
"SAA2",2.16344268209865,0.157,0.045,0.112,4.34223550474055e-57,1.04257074468821e-52,"1"
"TDO2",2.14809544956661,0.43,0.099,0.331,1.13681217847027e-222,2.72948604050712e-218,"1"
"COL21A1",2.11745400390893,0.124,0.028,0.096,7.21335277757391e-60,1.7319260018955e-55,"1"
"GALNT5",2.08360680107155,0.209,0.045,0.164,1.299139532697e-107,3.11923401800549e-103,"1"
"SULT1A1",2.06984467004996,0.133,0.025,0.108,7.91153192220673e-75,1.89955881452184e-70,"1"
"PRKCDBP",2.02418329458307,0.125,0.025,0.1,7.1135295400441e-67,1.70795844256459e-62,"1"
"CXCL2",1.9632749798984,0.578,0.167,0.411,7.92930579307791e-251,1.90382632091801e-246,"1"
"APOL1",1.95545218358273,0.17,0.038,0.132,6.331621707329e-82,1.52022237192969e-77,"1"
"LIPG",1.94652789257312,0.204,0.042,0.162,1.10174776546031e-107,2.64529638487021e-103,"1"
"PLAU",1.91621178131386,0.194,0.047,0.147,1.18546903556478e-86,2.84631115439104e-82,"1"
"METTL7B",1.88236018803981,0.134,0.026,0.108,1.7213393128442e-73,4.13293569013892e-69,"1"
"SPINK1",6.80862288006814,0.116,0.001,0.115,1.59945324156789e-173,3.84028723300449e-169,"2"
"KISS1R",6.49990235783218,0.129,0.001,0.128,2.89378136253869e-196,6.9479690514554e-192,"2"
"PI3",5.17519044465497,0.13,0.019,0.111,2.57582295534617e-90,6.18455091578616e-86,"2"
"STC2",4.91483396435156,0.207,0.01,0.197,2.61542519705044e-250,6.27963589811812e-246,"2"
"ANGPTL4",4.88356713998396,0.277,0.021,0.256,6.80131789324361e-291,1.63299642616779e-286,"2"
"TRIB3",4.58654583030255,0.124,0.006,0.118,2.2062546552459e-148,5.29721742724541e-144,"2"
"IGFBP3",4.32377977858556,0.452,0.075,0.377,0,0,"2"
"NMB",3.91744903832415,0.279,0.071,0.208,3.58493660579474e-128,8.60743279051316e-124,"2"
"NDRG1",3.7269314896421,0.415,0.055,0.36,0,0,"2"
"LOX",3.57270548405007,0.481,0.106,0.375,2.80100785292321e-291,6.72521985486863e-287,"2"
"CA9",3.56211910843667,0.354,0.045,0.309,1.67489108131271e-292,4.02141348623183e-288,"2"
"ERO1A",3.43422061698316,0.393,0.06,0.333,4.67200315025537e-293,1.12174795637631e-288,"2"
"PHLDA2",3.34417809758689,0.191,0.026,0.165,2.11987268509442e-140,5.0898143169117e-136,"2"
"SLC2A1",3.22239783323536,0.351,0.062,0.289,1.89775523933915e-228,4.55651032965331e-224,"2"
"GAL",3.08203056445329,0.168,0.035,0.133,3.20340225345715e-89,7.69136881055063e-85,"2"
"VEGFA",2.93635026311037,0.679,0.182,0.497,0,0,"2"
"CRABP2",2.89119447520961,0.173,0.027,0.146,1.66837995595583e-113,4.00578027424994e-109,"2"
"HILPDA",2.84841959659816,0.693,0.211,0.482,0,0,"2"
"BEX5",2.80738633929658,0.245,0.034,0.211,6.54136311189362e-179,1.57058128316566e-174,"2"
"SLC38A1",2.79011106608272,0.186,0.026,0.16,2.077111559326e-134,4.98714485394172e-130,"2"
"EGLN3",2.78672722465783,0.429,0.113,0.316,1.65260182052412e-206,3.9678969710784e-202,"2"
"GPRC5C",2.78655916986838,0.1,0.015,0.085,1.73287366652299e-65,4.16062967332171e-61,"2"
"SPAG4",2.76003318681468,0.171,0.024,0.147,2.38038630997183e-121,5.71530753024236e-117,"2"
"RP11-670E13.6",2.57087016395178,0.105,0.026,0.079,4.84921491549418e-45,1.16429650121015e-40,"2"
"SESN2",2.52871054331089,0.129,0.02,0.109,4.21739007920448e-85,1.012595358017e-80,"2"
"TMEM45A",2.4882630271196,0.22,0.042,0.178,1.57160839273448e-125,3.77343175095549e-121,"2"
"TUBA4A",2.4528101843537,0.219,0.046,0.173,3.30224754316713e-113,7.92869635114428e-109,"2"
"HERPUD1",2.39065036962465,0.475,0.152,0.323,9.31152731692615e-189,2.23569770879397e-184,"2"
"C11orf24",2.38457068939976,0.224,0.049,0.175,1.73186432589911e-113,4.15820624648378e-109,"2"
"ENO2",2.38076365302999,0.517,0.168,0.349,3.98048302061702e-206,9.55713973250148e-202,"2"
"TAGLN",2.68758557194199,0.213,0.053,0.16,1.77445984860237e-72,4.2604780964943e-68,"3"
"C4BPA",2.443487272485,0.107,0.019,0.088,2.8463866179373e-51,6.83417426966747e-47,"3"
"SAA1",2.19790412626164,0.255,0.117,0.138,4.74785259390944e-34,1.13995940779766e-29,"3"
"PLCXD3",2.12477680266798,0.108,0.019,0.089,4.07833127848847e-50,9.79207339965082e-46,"3"
"PI15",2.04581160828782,0.167,0.036,0.131,1.80348126151041e-63,4.33015850888649e-59,"3"
"NABP1",1.97230639870145,0.146,0.034,0.112,9.56799459143314e-52,2.2972755014031e-47,"3"
"SCG2",1.9358870211976,0.377,0.201,0.176,3.51852452270368e-41,8.44797737901154e-37,"3"
"CX3CL1",1.75146380407883,0.106,0.047,0.059,7.60496631220115e-14,1.8259524115595e-09,"3"
"SBSPON",1.71978548460447,0.123,0.036,0.087,2.61815343918077e-32,6.28618640747304e-28,"3"
