"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
4.23327058461653e-17,0.782932902985184,0.208,0.164,1.06106927203413e-12,"1","OLIG1",0.044
3.07322273267491e-11,0.773425929508836,0.214,0.188,7.70303277944965e-07,"1","PDE4B",0.026
6.42132981925545e-10,0.758864987297444,0.207,0.182,1.60950631919638e-05,"1","TRIO",0.025
5.34648151105559e-31,0.722589209911123,0.364,0.309,1.34009559074608e-26,"1","HOPX",0.055
2.68630416896129e-28,0.716767934858191,0.331,0.279,6.73322139950147e-24,"1","ETV1",0.052
9.61829529718122e-08,0.682470393030756,0.252,0.242,0.00241082571623847,"1","ACSL3",0.01
2.61926872309716e-27,0.670905892762176,0.384,0.34,6.56519705444304e-23,"1","LIMA1",0.044
1.81479081074073e-144,0.629857538572454,0.829,0.766,4.54877316712165e-140,"1","CD63",0.0629999999999999
9.61341213251004e-138,0.614942545993284,0.814,0.727,2.40960175101364e-133,"1","PTPRZ1",0.087
9.38501518879327e-47,0.596744883033394,0.56,0.529,2.35235405707103e-42,"1","GNAS",0.031
2.61722214522047e-16,0.574496967153438,0.329,0.301,6.56006730699511e-12,"1","IGFBP2",0.028
7.1285645446269e-13,0.557560584581302,0.359,0.354,1.78677470311073e-08,"1","NOVA1",0.005
1.74910872818762e-23,0.553473874038787,0.497,0.481,4.38414102720226e-19,"1","EGFR",0.016
2.96590746412668e-169,0.54605974627545,0.952,0.872,7.43404705883351e-165,"1","PTN",0.08
1.49151206137602e-49,0.509367032306152,0.628,0.601,3.73847498183899e-45,"1","YBX1",0.027
0,4.65931138568831,0.104,0.006,0,"2","PLA2G2A",0.098
0,3.960324005478,0.549,0.044,0,"2","LTF",0.505
0,3.49063204656386,0.143,0.01,0,"2","CP",0.133
0,3.15681970626323,0.299,0.035,0,"2","CHI3L2",0.264
0,2.99770281464013,0.343,0.037,0,"2","GALNT15",0.306
5.86074230481501e-274,2.90720746207145,0.112,0.011,1.46899505870188e-269,"2","CFAP126",0.101
0,2.77404576290381,0.177,0.025,0,"2","CA3",0.152
0,2.74888498178477,0.179,0.023,0,"2","SERPING1",0.156
0,2.73884178482597,0.249,0.035,0,"2","CAPS",0.214
0,2.70350605672431,0.192,0.025,0,"2","MAOB",0.167
0,2.67651186230684,0.277,0.036,0,"2","B3GAT2",0.241
0,2.58213089700617,0.345,0.056,0,"2","CCL2",0.289
1.33509282241165e-254,2.55598196178205,0.124,0.015,3.3464101593748e-250,"2","TCTEX1D1",0.109
0,2.54306229420779,0.315,0.049,0,"2","SYNM",0.266
0,2.52249222548635,0.521,0.099,0,"2","ID3",0.422
4.4199514548589e-255,2.51139306311634,0.137,0.02,1.10786083216038e-250,"2","PIFO",0.117
0,2.45429543019324,0.24,0.038,0,"2","SPAG1",0.202
0,2.42039681305479,0.322,0.056,0,"2","CRISPLD1",0.266
0,2.40121386533818,0.279,0.045,0,"2","FAM107A",0.234
5.9246603793797e-207,2.38047811390655,0.111,0.016,1.48501612409152e-202,"2","PI16",0.095
7.89378909402527e-208,2.34639308952842,0.126,0.021,1.97857823641743e-203,"2","AQP1",0.105
2.08964264930153e-215,2.34125807185245,0.122,0.018,5.2376893004743e-211,"2","RP11-792D21.2",0.104
0,2.34004846181196,0.371,0.069,0,"2","GJA1",0.302
1.5646064219483e-243,2.3378582190222,0.148,0.025,3.92168599661341e-239,"2","AK1",0.123
0,2.29885491551936,0.248,0.041,0,"2","PGAM2",0.207
0,2.27517535432526,0.326,0.064,0,"2","SOD2",0.262
2.56177089318342e-213,2.24606329737009,0.134,0.023,6.42107874376424e-209,"2","ANGPT1",0.111
0,2.24390049035483,0.427,0.085,0,"2","ATP1B1",0.342
0,2.22816530552837,0.2,0.036,0,"2","MGST1",0.164
0,2.1428559681442,0.221,0.044,0,"2","EFEMP1",0.177
6.50042752723097e-164,2.31517096456745,0.113,0.021,1.62933215970044e-159,"3","SPRY4",0.092
1.62928463490438e-288,2.22438898646874,0.211,0.043,4.08380193738782e-284,"3","OLIG2",0.168
0,2.11337989116258,0.261,0.06,0,"3","GAS1",0.201
0,2.03971476825615,0.474,0.125,0,"3","OLIG1",0.349
3.34375796576794e-101,1.88071737981259,0.102,0.027,8.38112934119734e-97,"3","FAT3",0.075
0,1.75342594789823,0.427,0.126,0,"3","CD82",0.301
2.1576499096948e-190,1.68681530533908,0.228,0.069,5.40814949865001e-186,"3","UBALD2",0.159
1.1383425762869e-209,1.66611093787672,0.243,0.073,2.85325566746312e-205,"3","CHRNA1",0.17
2.63989910196826e-128,1.66027676207445,0.148,0.043,6.61690709908345e-124,"3","CYTL1",0.105
3.01604970180572e-99,1.62978713351292,0.133,0.043,7.55972857757605e-95,"3","ARC",0.09
1.15730532539743e-116,1.55560718131227,0.131,0.037,2.90078579810865e-112,"3","CSPG5",0.094
1.25313539719549e-150,1.54335009680462,0.219,0.076,3.14098387307049e-146,"3","PDGFA",0.143
2.32760755906887e-168,1.52702532791413,0.23,0.076,5.83414834680613e-164,"3","DUSP6",0.154
1.34013836750912e-129,1.47685161697898,0.175,0.057,3.35905681816161e-125,"3","RNF157",0.118
5.02469027812869e-143,1.45388283754018,0.218,0.077,1.25943861821296e-138,"3","IGF2BP3",0.141
1.18932182506267e-275,1.41029531864576,0.443,0.172,2.98103515451959e-271,"3","CREB5",0.271
2.5926318305015e-76,1.38945434624501,0.119,0.042,6.49843168315202e-72,"3","ACAP3",0.077
7.06225585108558e-100,1.3607491605859,0.17,0.063,1.7701544290746e-95,"3","KCNQ1OT1",0.107
1.51657008408147e-135,1.30663758583861,0.247,0.097,3.8012829157502e-131,"3","NCOR2",0.15
2.75114655050361e-153,1.29596536957062,0.28,0.111,6.89574882883729e-149,"3","TRIB2",0.169
4.08458992354198e-66,1.29520921174675,0.105,0.037,1.0238024643358e-61,"3","FAM84A",0.068
1.2696242578477e-74,1.28452275511312,0.122,0.044,3.18231320229527e-70,"3","LRRN1",0.078
3.29173666558939e-128,1.27716462427396,0.233,0.091,8.2507379522998e-124,"3","COTL1",0.142
1.22544600185216e-188,1.26430418517468,0.373,0.158,3.07158040364244e-184,"3","TRIO",0.215
2.27215631166651e-62,1.26241906915432,0.116,0.045,5.69515979519211e-58,"3","ETV5",0.071
7.60449566323327e-75,1.2315777402396,0.141,0.055,1.90606683798942e-70,"3","TM4SF1",0.086
2.04546849779661e-57,1.22149451404128,0.111,0.044,5.12696678972719e-53,"3","TRAF4",0.067
2.0385856196074e-94,1.2043705013526,0.186,0.075,5.10971485554594e-90,"3","IL1RAP",0.111
1.13349229017951e-289,1.1840258633982,0.56,0.246,2.84109842533495e-285,"3","ETV1",0.314
0,1.1835400176568,0.766,0.441,0,"3","EGFR",0.325
0,5.73561418237638,0.1,0.002,0,"4","MCM10",0.098
0,5.24875084448736,0.236,0.006,0,"4","FAM111B",0.23
0,5.16271418510716,0.407,0.015,0,"4","PCLAF",0.392
0,5.12668331254142,0.135,0.004,0,"4","RRM2",0.131
0,4.82835870192626,0.105,0.004,0,"4","TK1",0.101
0,4.78445995086419,0.348,0.014,0,"4","CLSPN",0.334
0,4.58735701347985,0.145,0.005,0,"4","CCNE2",0.14
0,4.38433925191371,0.201,0.011,0,"4","ESCO2",0.19
0,4.18510952463956,0.151,0.008,0,"4","CDCA5",0.143
0,4.09600401713,0.524,0.037,0,"4","CENPU",0.487
0,3.95718412434962,0.236,0.015,0,"4","XRCC2",0.221
0,3.8993423558561,0.178,0.012,0,"4","FANCI",0.166
0,3.86083177980798,0.245,0.017,0,"4","RAD51AP1",0.228
0,3.84690190745937,0.113,0.008,0,"4","BRCA2",0.105
0,3.81763950026983,0.12,0.008,0,"4","MELK",0.112
1.4997010683797e-289,3.73421825058435,0.109,0.008,3.75900072789371e-285,"4","SKA3",0.101
0,3.67861087092675,0.282,0.022,0,"4","ORC6",0.26
0,3.61397284296724,0.176,0.019,0,"4","HIST1H1D",0.157
1.33521727146086e-264,3.60274284759416,0.103,0.008,3.34672209091665e-260,"4","FANCD2",0.095
0,3.5769306635866,0.135,0.01,0,"4","ZWINT",0.125
0,3.51791778294821,0.26,0.021,0,"4","CHAF1A",0.239
0,3.50977117756442,0.345,0.031,0,"4","TYMS",0.314
0,3.50152892171738,0.232,0.018,0,"4","HELLS",0.214
9.15584678738099e-258,3.46906895575106,0.109,0.01,2.29491299725704e-253,"4","CENPM",0.099
2.38304436228298e-272,3.46142199081297,0.107,0.009,5.97310069406229e-268,"4","E2F7",0.098
0,3.45346207772947,0.273,0.024,0,"4","CENPK",0.249
0,3.40509536090125,0.132,0.011,0,"4","MND1",0.121
0,3.40044018211265,0.212,0.018,0,"4","AC006115.7",0.194
0,3.39539319023632,0.163,0.015,0,"4","NCAPH",0.148
0,3.38830628973053,0.161,0.012,0,"4","MCM2",0.149
0,6.46409496823296,0.202,0.003,0,"5","CA9",0.199
0,6.14891271739018,0.219,0.004,0,"5","STC2",0.215
0,5.70008835545307,0.171,0.004,0,"5","ANGPTL4",0.167
0,5.38122639485455,0.219,0.007,0,"5","NDRG1",0.212
0,5.10753720841254,0.386,0.016,0,"5","ADM",0.37
0,4.93566603747889,0.519,0.042,0,"5","HILPDA",0.477
0,4.90145468525373,0.142,0.005,0,"5","GPNMB",0.137
0,4.84047827560189,0.269,0.013,0,"5","ERO1A",0.256
0,4.61659040646928,0.243,0.014,0,"5","SLC2A1",0.229
0,4.53123500960098,0.183,0.013,0,"5","GDF15",0.17
0,4.26846083649783,0.556,0.09,0,"5","AKAP12",0.466
0,4.1094372132234,0.753,0.098,0,"5","VEGFA",0.655
0,3.94445954413279,0.216,0.019,0,"5","CAV1",0.197
0,3.78734610620319,0.388,0.048,0,"5","NRN1",0.34
2.06283873970532e-255,3.69020759141326,0.114,0.011,5.17050530107139e-251,"5","MIR210HG",0.103
0,3.63180076364062,0.243,0.03,0,"5","LOX",0.213
1.36410678314523e-252,3.53673206329372,0.114,0.011,3.41913365195351e-248,"5","TMEM45A",0.103
0,3.44659666613673,0.16,0.018,0,"5","EGLN3",0.142
1.20391492800998e-302,3.44123395278369,0.15,0.017,3.01761276705701e-298,"5","NOL3",0.133
0,3.4101938839671,0.226,0.028,0,"5","DDIT4",0.198
0,3.36869553966792,0.309,0.044,0,"5","CA12",0.265
0,3.35275588100738,0.58,0.103,0,"5","ENO2",0.477
0,3.22561154996367,0.199,0.027,0,"5","INSIG2",0.172
0,3.20197064969693,0.321,0.049,0,"5","P4HA1",0.272
2.33522688962202e-261,3.12502796987334,0.113,0.01,5.8532461988376e-257,"5","NDUFA4L2",0.103
0,3.0809559413819,0.392,0.071,0,"5","BNIP3",0.321
3.38476905496737e-262,3.07009645821019,0.164,0.025,8.48392363627572e-258,"5","RP11-798M19.6",0.139
0,3.02059868192307,0.466,0.09,0,"5","DDIT3",0.376
0,2.93747051252944,0.454,0.094,0,"5","PLOD2",0.36
1.04480905805651e-224,2.93536105282902,0.155,0.026,2.61881390401865e-220,"5","DNAJB9",0.129
0,6.24670382037706,0.102,0.001,0,"6","KIF20A",0.101
0,6.01325494426176,0.202,0.003,0,"6","NEK2",0.199
0,5.9880497987362,0.44,0.01,0,"6","DLGAP5",0.43
0,5.96842499967897,0.334,0.007,0,"6","CCNB2",0.327
0,5.95095253863995,0.191,0.003,0,"6","PLK1",0.188
0,5.86380557023484,0.211,0.004,0,"6","TROAP",0.207
0,5.84991448103679,0.481,0.013,0,"6","CCNB1",0.468
0,5.83402899819999,0.373,0.009,0,"6","CDC20",0.364
0,5.74272245552915,0.255,0.005,0,"6","PIF1",0.25
0,5.59463058702783,0.148,0.004,0,"6","CENPA",0.144
0,5.49837151028609,0.319,0.009,0,"6","CDCA8",0.31
0,5.47263877621886,0.581,0.023,0,"6","CENPE",0.558
0,5.46545215526543,0.361,0.011,0,"6","AURKA",0.35
0,5.33975649769489,0.294,0.008,0,"6","BUB1",0.286
0,5.33166255426284,0.477,0.019,0,"6","ASPM",0.458
0,5.24968088417079,0.305,0.01,0,"6","FAM64A",0.295
0,5.21547130718776,0.324,0.011,0,"6","TTK",0.313
0,5.17802400918858,0.139,0.004,0,"6","DEPDC1",0.135
0,5.1286930011143,0.402,0.015,0,"6","CDKN3",0.387
0,5.06158986221228,0.732,0.055,0,"6","TOP2A",0.677
0,5.00271948891835,0.889,0.087,0,"6","CENPF",0.802
0,4.97838749035203,0.368,0.018,0,"6","UBE2C",0.35
0,4.96826581641231,0.786,0.055,0,"6","PTTG1",0.731
0,4.95099333632709,0.208,0.007,0,"6","CDCA3",0.201
2.41656916435301e-304,4.87025514041938,0.102,0.004,6.05713061045081e-300,"6","CCNF",0.098
0,4.86964630321856,0.2,0.007,0,"6","CDCA2",0.193
0,4.8419539786991,0.326,0.014,0,"6","KIF2C",0.312
0,4.83439082837342,0.2,0.007,0,"6","KIF18A",0.193
0,4.79583533378422,0.275,0.011,0,"6","HMMR",0.264
0,4.78332150358103,0.292,0.012,0,"6","KIF14",0.28
3.65330865050317e-279,5.4169754805215,0.101,0.004,9.15701813248621e-275,"7","PAK3",0.097
8.45457938523032e-289,5.38780776378023,0.115,0.005,2.11914032290798e-284,"7","SSTR2",0.11
1.41836831103226e-301,5.357121907423,0.108,0.004,3.55514017160235e-297,"7","HSD11B2",0.104
0,4.35751273944161,0.207,0.014,0,"7","AKNAD1",0.193
0,4.15321569124385,0.274,0.025,0,"7","GADD45G",0.249
0,4.0102136997824,0.269,0.027,0,"7","DLL3",0.242
5.98419555778161e-158,3.89345320022822,0.115,0.012,1.49993861655796e-153,"7","ELAVL4",0.103
1.07217919961958e-196,3.87741037651491,0.139,0.014,2.68741716384648e-192,"7","GRIK2",0.125
2.10057621207688e-113,3.66016110083116,0.114,0.016,5.2650942755707e-109,"7","SEPT4",0.098
0,3.55125719104619,0.59,0.099,0,"7","HES6",0.491
1.67823038565124e-171,3.54057352768946,0.236,0.046,4.20648446163483e-167,"7","NNAT",0.19
1.88750015412155e-136,3.28975171965732,0.127,0.017,4.73101913630568e-132,"7","DCX",0.11
0,2.93667612477825,0.846,0.294,0,"7","SOX4",0.552
4.20303883708022e-68,2.81668248073191,0.101,0.02,1.05349168451416e-63,"7","ZBTB18",0.081
2.21534814911489e-78,2.71800232086791,0.181,0.051,5.55277013575647e-74,"7","RBP1",0.13
1.74377517980276e-74,2.61547461716516,0.121,0.026,4.37077248817561e-70,"7","NEDD4L",0.095
1.8877219786573e-91,2.58475176260328,0.165,0.039,4.73157513950453e-87,"7","PROX1",0.126
6.14065944548317e-74,2.57930056729794,0.138,0.033,1.53915629001036e-69,"7","RND3",0.105
6.05182018554003e-76,2.53100389591431,0.142,0.034,1.51688872950561e-71,"7","BEST3",0.108
4.11719384298184e-42,2.42261499261483,0.104,0.03,1.0319746367434e-37,"7","RP11-161M6.2",0.074
7.80255346167751e-91,2.34789403025321,0.222,0.065,1.95571002516947e-86,"7","SOX11",0.157
1.39434148576902e-80,2.24784781847861,0.199,0.058,3.49491693408006e-76,"7","NEUROD1",0.141
3.46678587353325e-126,2.18473333621109,0.336,0.11,8.6894987920111e-122,"7","ENC1",0.226
2.8661330342653e-43,2.17349911225224,0.12,0.037,7.18396245038597e-39,"7","ASCL1",0.083
4.11802830051064e-130,2.16159575645889,0.354,0.117,1.03218379352299e-125,"7","CHD7",0.237
6.47638236838641e-46,2.14355824004943,0.105,0.029,1.62330524063605e-41,"7","MTSS1",0.076
1.24350844078293e-112,1.97143736200377,0.346,0.125,3.11685390682242e-108,"7","NIN",0.221
7.02770966467915e-42,1.96173985836625,0.137,0.047,1.76149542745183e-37,"7","BCL7A",0.09
8.5345046922884e-66,1.94361330865987,0.236,0.088,2.13917360112209e-61,"7","CHRNA1",0.148
8.04799896732974e-31,1.90043184488396,0.108,0.038,2.0172309411612e-26,"7","PCBP4",0.07
2.05100259267135e-128,3.11854723936818,0.114,0.013,5.14083799853074e-124,"8","VGF",0.101
5.34514540024946e-181,3.03840020017613,0.13,0.012,1.33976069457253e-176,"8","CHRNA9",0.118
2.49616555321567e-216,2.99971447657565,0.199,0.024,6.25663895913509e-212,"8","SERPINE1",0.175
0,2.79534954326716,0.594,0.094,0,"8","IGFBP3",0.5
3.05450260219275e-95,2.61093692602083,0.101,0.014,7.65611077239613e-91,"8","IGF2BP2",0.087
2.80134161976655e-157,2.57482109389851,0.178,0.026,7.02156276994487e-153,"8","HMGA1",0.152
0,2.3222646065785,0.551,0.119,0,"8","TNFRSF12A",0.432
0,2.32196103762793,0.524,0.114,0,"8","METTL7B",0.41
4.06196379768104e-221,2.31328325865587,0.429,0.105,1.01813122588875e-216,"8","EMP1",0.324
0,2.27495029824902,0.683,0.182,0,"8","POSTN",0.501
3.58167253731366e-270,2.24435518099412,0.449,0.096,8.97746221477669e-266,"8","PKIB",0.353
1.69010121630074e-95,2.09822983641486,0.146,0.028,4.2362386986578e-91,"8","SLC27A3",0.118
3.62735923518694e-102,2.09785700951234,0.171,0.035,9.09197592299606e-98,"8","C6orf141",0.136
5.14349379091893e-145,1.98524849478568,0.289,0.069,1.28921671869383e-140,"8","PDLIM4",0.22
1.02314901743366e-57,1.96765207732282,0.113,0.026,2.56452301219748e-53,"8","SEMA3A",0.087
2.52674815930137e-77,1.92878209693009,0.157,0.037,6.33329426128889e-73,"8","PLAT",0.12
9.17790994917241e-59,1.92629257642396,0.127,0.031,2.30044312876007e-54,"8","LBH",0.096
1.89745069196635e-191,1.84631655703559,0.458,0.128,4.75596015941365e-187,"8","ZYX",0.33
0,1.83926629015403,0.936,0.495,0,"8","GAP43",0.441
6.97922673261446e-114,1.8318180727046,0.297,0.085,1.74934318052982e-109,"8","SLC4A7",0.212
2.57646254218465e-231,1.78790803882677,0.68,0.245,6.45790336198584e-227,"8","TIMP1",0.435
1.21765032072559e-56,1.74346593086942,0.126,0.031,3.05204052889868e-52,"8","ADAMTS9",0.095
1.42866414422322e-152,1.67590514699845,0.473,0.157,3.58094667749551e-148,"8","S100A16",0.316
1.58998338726215e-45,1.67487308273595,0.136,0.042,3.98529336017258e-41,"8","LPL",0.094
4.53663099297139e-119,1.66436734638051,0.352,0.109,1.13710655838828e-114,"8","NRP2",0.243
1.84545667687869e-60,1.66259516110917,0.152,0.041,4.62563716059642e-56,"8","FAM84A",0.111
1.02038476328267e-89,1.58408323943482,0.32,0.111,2.55759440916801e-85,"8","ENC1",0.209
8.0393763755465e-39,1.57919400117774,0.106,0.031,2.01506968853073e-34,"8","HOMER1",0.075
1.08988643138054e-43,1.56973666815387,0.105,0.028,2.73180034025533e-39,"8","CAMK2B",0.077
1.19531164520962e-77,1.56327338855725,0.229,0.069,2.99604863871792e-73,"8","CTNNAL1",0.16
0,16.2223358139322,0.188,0,0,"9","CX3CR1",0.188
0,15.6069021566859,0.128,0,0,"9","P2RY13",0.128
0,15.2517950099448,0.112,0,0,"9","RP5-1171I10.5",0.112
0,13.0580613567556,0.178,0,0,"9","CSF1R",0.178
0,13.0006306189991,0.151,0,0,"9","CD53",0.151
0,12.895958293615,0.351,0,0,"9","C1QC",0.351
0,12.6686947376137,0.209,0,0,"9","CD163",0.209
0,12.3429536835501,0.165,0,0,"9","GPR34",0.165
0,12.3307735449363,0.32,0,0,"9","IL1B",0.32
0,12.3191801676021,0.256,0,0,"9","HCLS1",0.256
0,12.3039400064181,0.126,0,0,"9","PARVG",0.126
0,12.2892618156601,0.159,0,0,"9","TLR2",0.159
0,12.0737059886064,0.118,0,0,"9","TMEM119",0.118
0,11.802928059489,0.364,0,0,"9","APBB1IP",0.364
0,11.7860167923772,0.172,0,0,"9","CLEC7A",0.172
0,11.752376205757,0.151,0,0,"9","RP11-493L12.2",0.151
0,11.71116635162,0.171,0,0,"9","SYK",0.171
0,11.6016780068796,0.355,0,0,"9","ITGB2",0.355
0,11.5917925311301,0.153,0,0,"9","RNASE6",0.153
0,11.5762887083985,0.545,0,0,"9","FYB1",0.545
0,11.5344700172759,0.409,0,0,"9","OLR1",0.409
0,11.5290393275054,0.145,0,0,"9","GPRIN3",0.145
0,11.4691345207664,0.337,0,0,"9","FCGR3A",0.337
0,11.4581777410136,0.147,0,0,"9","EVI2B",0.147
0,11.4216878854164,0.161,0,0,"9","NAPSB",0.161
0,11.3468379395454,0.558,0,0,"9","C1QA",0.558
0,11.3436677251106,0.248,0,0,"9","FPR1",0.248
0,11.3000621616488,0.558,0.001,0,"9","CCL3",0.557
0,11.295359048114,0.205,0,0,"9","MSR1",0.205
0,11.2829075916086,0.136,0,0,"9","IRF8",0.136
0,14.789786085916,0.1,0,0,"10","FAM162B",0.1
0,12.0449467724545,0.251,0,0,"10","ADGRF5",0.251
0,11.0360779357219,0.488,0.001,0,"10","DCN",0.487
0,10.8571450801697,0.11,0,0,"10","ENPEP",0.11
0,10.5767925964459,0.395,0,0,"10","COL3A1",0.395
0,10.4502426454008,0.181,0,0,"10","LAMC3",0.181
0,10.2310686481271,0.137,0,0,"10","PRKCDBP",0.137
0,10.2121065278419,0.388,0,0,"10","HIGD1B",0.388
0,10.0464746876082,0.117,0,0,"10","GRM3",0.117
0,9.99671391469463,0.151,0,0,"10","ACTA2",0.151
0,9.92307627471583,0.107,0,0,"10","PRKG1",0.107
0,9.86944943990074,0.214,0,0,"10","EDNRA",0.214
0,9.79213467134922,0.177,0,0,"10","SLC38A11",0.177
0,9.75875395527256,0.197,0,0,"10","COL1A1",0.197
0,9.72946795778742,0.201,0,0,"10","CD248",0.201
0,9.53196186271738,0.161,0,0,"10","LUM",0.161
0,9.21532834063739,0.14,0,0,"10","ITIH5",0.14
0,9.13051750385703,0.401,0.001,0,"10","PLXDC1",0.4
0,9.02486540101168,0.428,0.001,0,"10","ITGA1",0.427
0,8.91083271937826,0.117,0,0,"10","PHLDA2",0.117
0,8.6197025784016,0.508,0.009,0,"10","RGS5",0.499
0,8.55651224929671,0.254,0.001,0,"10","COL18A1",0.253
0,8.48908739112844,0.201,0.001,0,"10","NOSTRIN",0.2
0,8.42794448983134,0.114,0,0,"10","NID2",0.114
0,8.11353519127382,0.114,0,0,"10","FLT1",0.114
0,7.93924272117073,0.348,0.002,0,"10","MYO1B",0.346
0,7.87549870518126,0.114,0,0,"10","PIEZO2",0.114
0,7.67133411492137,0.177,0.001,0,"10","GUCY1A3",0.176
0,7.65406148261589,0.11,0.001,0,"10","CYSLTR2",0.109
0,7.60416765864419,0.498,0.007,0,"10","COL1A2",0.491
