"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
0,4.07383763533144,0.816,0.153,0,"5","CENPF",0.663
5.34545694199835e-128,5.16042260932595,0.118,0.004,1.25751874560511e-123,"6","CAPSL",0.114
4.35482991205588e-115,4.55749732730711,0.122,0.005,1.02447373681115e-110,"6","C11orf88",0.117
3.13727673726241e-81,4.47133733920461,0.105,0.007,7.38044352440982e-77,"6","DYDC2",0.098
1.38212628641252e-196,4.38414923308149,0.268,0.018,3.25145208878546e-192,"6","FAM183A",0.25
1.70253866996737e-123,4.29079326607937,0.144,0.007,4.00522222109823e-119,"6","TEKT1",0.137
5.6397293436917e-207,4.22865150200297,0.256,0.015,1.32674632810347e-202,"6","MAP3K19",0.241
9.95788665655377e-270,4.20902818772281,0.444,0.043,2.34259283595427e-265,"6","TPPP3",0.401
3.03278445390038e-175,4.13433220439884,0.239,0.016,7.13462542780065e-171,"6","FAM81B",0.223
3.77375876390352e-101,4.01495909486103,0.134,0.009,8.87776749208303e-97,"6","CFAP52",0.125
1.05837443696581e-166,4.0062735995781,0.233,0.016,2.48982586296207e-162,"6","CCDC170",0.217
1.76830958512696e-82,3.98461184186793,0.124,0.01,4.15994829901117e-78,"6","NEK5",0.114
2.84449414160817e-291,3.92905657478702,0.438,0.036,6.69167246813321e-287,"6","CFAP126",0.402
8.23886611361113e-144,3.92808555669687,0.221,0.018,1.93819325322702e-139,"6","VWA3A",0.203
7.74357920540148e-302,3.8708423624581,0.604,0.081,1.8216770080707e-297,"6","CAPS",0.523
5.85044839230355e-90,3.69906908493358,0.134,0.01,1.37631798428941e-85,"6","EFCAB10",0.124
6.22384586966002e-94,3.6001783175613,0.152,0.013,1.46415974083752e-89,"6","C1orf158",0.139
1.50135609340753e-158,3.59751691479767,0.262,0.023,3.53194020974121e-154,"6","RSPH4A",0.239
3.33427146530937e-162,3.58173934853953,0.298,0.031,7.8438736221403e-158,"6","C5orf49",0.267
1.44881493334928e-206,3.56328011597178,0.347,0.033,3.40833713070418e-202,"6","TCTEX1D1",0.314
1.24609621185428e-99,3.43248015973584,0.172,0.016,2.93144133838718e-95,"6","ZMYND10",0.156
7.74078309261045e-74,3.36477163370506,0.144,0.016,1.82101922253661e-69,"6","DNAAF1",0.128
2.35869376160022e-194,3.36025316676947,0.41,0.052,5.54882707416451e-190,"6","FOXJ1",0.358
8.83447888186936e-115,3.28577853094983,0.219,0.024,2.07831115695977e-110,"6","C1orf194",0.195
1.25341613589404e-188,3.2698551033095,0.436,0.062,2.94866145969074e-184,"6","RSPH1",0.374
1.33203705472123e-91,3.25457007168725,0.187,0.022,3.13361717123169e-87,"6","DRC1",0.165
1.09743791765734e-69,3.2350113006552,0.12,0.011,2.58172270128889e-65,"6","SCN9A",0.109
7.82868388767594e-194,3.20291275737287,0.383,0.044,1.84169788457577e-189,"6","C7orf57",0.339
1.92072714856208e-103,3.19117838157248,0.245,0.034,4.51851061699229e-99,"6","C6orf118",0.211
7.14699249167952e-65,3.11264402671624,0.136,0.016,1.68132998366761e-60,"6","SPAG8",0.12
9.9663083809844e-112,3.11250502191222,0.247,0.032,2.34457404662658e-107,"6","MORN5",0.215
0,7.093530396149,0.287,0.005,0,"7","DLX6-AS1",0.282
1.87145606074064e-162,6.3249245421429,0.144,0.004,4.40260038289235e-158,"7","DLX5",0.14
2.40974078953234e-170,6.23280718497835,0.14,0.003,5.66891520737483e-166,"7","OLIG1",0.137
