"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diff.pct"
1.6859292100454e-201,3.76435370409621,0.25,0.008,3.96614846663181e-197,"9","CDC25C",0.242
0,3.69648320695272,0.562,0.027,0,"9","CCNB2",0.535
1.3887871171327e-159,3.69635805466103,0.233,0.01,3.26712169305468e-155,"9","SKA1",0.223
1.08949726055915e-257,3.66369784739482,0.379,0.016,2.5630423054654e-253,"9","AURKB",0.363
3.54037928753968e-118,3.65426588704635,0.179,0.008,8.3287422739371e-114,"9","CENPI",0.171
1.07859879247502e-173,3.63752220947212,0.254,0.01,2.53740365929748e-169,"9","PLK1",0.244
0,3.6287358527005,0.579,0.033,0,"9","BUB1",0.546
4.22731182215834e-108,3.61204941786932,0.171,0.008,9.94475106162749e-104,"9","FAM83D",0.163
0,3.60486515709698,0.629,0.037,0,"9","SHCBP1",0.592
1.03082955188121e-261,3.56418765910069,0.654,0.058,2.42502652080056e-257,"9","CENPE",0.596
0,3.54606301177812,0.621,0.039,0,"9","ANLN",0.582
1.01939886711875e-291,3.54306665673514,0.5,0.026,2.39813583489687e-287,"9","CDC20",0.474
0,3.51490117250038,0.842,0.06,0,"9","BIRC5",0.782
4.18442528590953e-147,3.49008141187531,0.246,0.012,9.84386048510218e-143,"9","MXD3",0.234
0,3.4631362371822,0.558,0.031,0,"9","ESCO2",0.527
2.2977933765151e-305,3.45826054031426,0.592,0.037,5.40555891825177e-301,"9","NCAPG",0.555
0,3.44858833319102,0.688,0.042,0,"9","PBK",0.646
1.31151305909764e-98,3.44631503622359,0.154,0.007,3.08533447152721e-94,"9","SKA3",0.147
0,12.3876387255906,0.344,0.001,0,"10","OLR1",0.343
1.08852645130855e-247,11.6910190782219,0.156,0,2.56075847670337e-243,"10","ARHGAP30",0.156
3.28197944760323e-167,11.1521508668781,0.109,0,7.72085665048661e-163,"10","IL1RN",0.109
0,11.1092454742531,0.227,0,0,"10","CYTH4",0.227
0,11.0259121005977,0.633,0.001,0,"10","GPR183",0.632
3.34364811833137e-174,10.8416490899306,0.125,0.001,7.86593219837455e-170,"10","IL10RA",0.124
0,10.5289067898623,0.281,0.001,0,"10","ALOX5AP",0.28
0,10.4827097972104,0.289,0,0,"10","LAIR1",0.289
4.69662819687437e-165,10.1855507508473,0.102,0,1.1048817833147e-160,"10","CSF1R",0.102
1.57703661680391e-178,10.1442043633889,0.109,0,3.70997864103121e-174,"10","DOCK2",0.109
3.16088253353141e-290,10.0803758019285,0.188,0,7.43597616013263e-286,"10","CD86",0.188
0,10.0562528148874,0.203,0,0,"10","MS4A4A",0.203
0,10.0536956854866,0.398,0.001,0,"10","MS4A7",0.397
1.27302315972735e-247,10.0518741091114,0.156,0,2.99478698325858e-243,"10","CD84",0.156
7.04004475606225e-154,10.0238341441265,0.102,0,1.65617052886364e-149,"10","HAMP",0.102
0,9.97108056815139,0.734,0.005,0,"10","C1QB",0.729
0,9.96577635713558,0.359,0.001,0,"10","FCER1G",0.358
1.45004013070641e-180,9.94204942686006,0.117,0,3.41121940748682e-176,"10","TLR2",0.117
0,9.93843359006969,0.727,0.004,0,"10","C1QA",0.723
2.38961179487027e-223,9.87583743642495,0.148,0,5.62156174743231e-219,"10","GIMAP4",0.148
0,9.84810697871404,0.461,0.001,0,"10","TYROBP",0.46
0,9.81665776679352,0.375,0.003,0,"10","IL1B",0.372
0,9.81141797882136,0.539,0.001,0,"10","ITGB2",0.538
5.05064028548092e-165,9.73209809986816,0.102,0,1.18816312715939e-160,"10","FGR",0.102
4.00705746692206e-273,9.67866940185573,0.164,0,9.42660269093414e-269,"10","LILRB1",0.164
0,9.62130323951479,0.469,0.002,0,"10","AIF1",0.467
0,9.61259281995557,0.414,0.002,0,"10","C1QC",0.412
0,9.60298759022062,0.664,0.003,0,"10","LAPTM5",0.661
0,9.58206559831883,0.383,0.002,0,"10","SAMSN1",0.381
0,9.49854800936872,0.555,0.002,0,"10","FYB1",0.553
