"Interval","MeanAWCD","SDAWCD","MeanNormalizedAWCD","MeanDispersionChange","MeanPercentDispersionChange","N"
"TF0→TF1",896.672964585797,665.871876419131,0.0737057805417031,40.5543302923699,1.33701227277945,8
"TF1→TF2",993.837268374852,639.435646586677,0.0816926064352122,-164.781704386747,-5.07386928389119,7
