"Interval","MeanAWCD","SDAWCD","MeanNormalizedAWCD","MeanDispersionChange","MeanPercentDispersionChange","N"
"TF0→TF1",676.00509451724,676.337424952031,0.0555670630312546,-46.6822430779196,-1.41846885163813,10
"TF1→TF2",458.023591564228,275.318466704167,0.0376491626892644,50.6691594318091,1.63866536498884,7
