"CellID","Interval","BaselineCellType","TargetCellType","Changed"
1,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
2,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
3,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
4,"TF0→TF1","Fibroblasts","Neurons",TRUE
5,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
6,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
7,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
8,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
9,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
10,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
11,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
12,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
13,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
14,"TF0→TF1","Endothelial cells","Neurons",TRUE
15,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
16,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
17,"TF0→TF1","Fibroblasts","Neurons",TRUE
18,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
19,"TF0→TF1","Fibroblasts","Neurons",TRUE
20,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
21,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
22,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
23,"TF0→TF1","Macrophages/Microglia cells","Macrophages/Microglia cells",FALSE
24,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
25,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
26,"TF0→TF1","Macrophages/Microglia cells","Macrophages/Microglia cells",FALSE
27,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
28,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
29,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
30,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
31,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
32,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
33,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
34,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
35,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
36,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
38,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
39,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
40,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
41,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
42,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
43,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
44,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
45,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
46,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
47,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
48,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
49,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
50,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
51,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
52,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
53,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
54,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
55,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
56,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
57,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
58,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
59,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
60,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
61,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
62,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
63,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
64,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
65,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
66,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
67,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
68,"TF0→TF1","Astrocytes","Neutrophils",TRUE
69,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
70,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
71,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
72,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
73,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
74,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
75,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
76,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
77,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
78,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
79,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
80,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
81,"TF0→TF1","Neurons","Neutrophils",TRUE
82,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
83,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
84,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
85,"TF0→TF1","Astrocytes","Astrocytes",FALSE
86,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
87,"TF0→TF1","Astrocytes","Neurons",TRUE
88,"TF0→TF1","Fibroblasts","Neurons",TRUE
89,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
90,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
91,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
92,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
93,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
94,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
95,"TF0→TF1","Astrocytes","Fibroblasts",TRUE
96,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
97,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
98,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
99,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
100,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
101,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
102,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
103,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
104,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
105,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
106,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
107,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
108,"TF0→TF1","Mesenchymal cells","Astrocytes",TRUE
109,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
110,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
111,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
112,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
113,"TF0→TF1","Fibroblasts","Neurons",TRUE
114,"TF0→TF1","Neurons","Fibroblasts",TRUE
115,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
116,"TF0→TF1","Astrocytes","Astrocytes",FALSE
117,"TF0→TF1","Astrocytes","Endothelial cells",TRUE
118,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
119,"TF0→TF1","Neutrophils","Neurons",TRUE
120,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
121,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
122,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
123,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
124,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
125,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
126,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
127,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
128,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
129,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
130,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
131,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
132,"TF0→TF1","Neutrophils","Macrophages/Microglia cells",TRUE
133,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
134,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
135,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
136,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
137,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
138,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
139,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
140,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
141,"TF0→TF1","Neurons","Astrocytes",TRUE
142,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
143,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
144,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
145,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
146,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
147,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
148,"TF0→TF1","Astrocytes","Fibroblasts",TRUE
149,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
150,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
151,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
152,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
153,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
154,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
155,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
156,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
157,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
158,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
159,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
160,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
161,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
162,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
163,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
164,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
165,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
166,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
167,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
168,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
169,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
170,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
171,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
172,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
173,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
174,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
175,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
176,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
177,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
178,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
179,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
180,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
181,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
182,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
183,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
184,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
185,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
186,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
187,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
188,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
189,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
190,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
191,"TF0→TF1","Neutrophils","Astrocytes",TRUE
192,"TF0→TF1","Endothelial cells","Neurons",TRUE
193,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
194,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
195,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
196,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
197,"TF0→TF1","Fibroblasts","Neurons",TRUE
198,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
199,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
200,"TF0→TF1","Astrocytes","Endothelial cells",TRUE
201,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
202,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
203,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
204,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
205,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
206,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
207,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
208,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
209,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
210,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
211,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
212,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
213,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
214,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
215,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
216,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
217,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
218,"TF0→TF1","Macrophages/Microglia cells","Neurons",TRUE
219,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
220,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
221,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
222,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
223,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
224,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
225,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
226,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
227,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
228,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
229,"TF0→TF1","Neutrophils","Astrocytes",TRUE
230,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
231,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
232,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
233,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
234,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
235,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
236,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
237,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
238,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
239,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
240,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
241,"TF0→TF1","Neurons","Neutrophils",TRUE
242,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
243,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
244,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
245,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
246,"TF0→TF1","Fibroblasts","Neurons",TRUE
247,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
248,"TF0→TF1","Astrocytes","Macrophages/Microglia cells",TRUE
249,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
250,"TF0→TF1","Neutrophils","Neurons",TRUE
251,"TF0→TF1","Astrocytes","Endothelial cells",TRUE
252,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
253,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
254,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
255,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
256,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
257,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
258,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
259,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
260,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
261,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
262,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
263,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
264,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
265,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
266,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
267,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
268,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
269,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
270,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
271,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
272,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
273,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
274,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
275,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
276,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
277,"TF0→TF1","Astrocytes","Neutrophils",TRUE
278,"TF0→TF1","Astrocytes","Fibroblasts",TRUE
279,"TF0→TF1","Neurons","Fibroblasts",TRUE
280,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
281,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
282,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
283,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
284,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
285,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
286,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
287,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
288,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
289,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
290,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
291,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
292,"TF0→TF1","Neutrophils","Macrophages/Microglia cells",TRUE
293,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
294,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
295,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
296,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
297,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
298,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
299,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
300,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
301,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
302,"TF0→TF1","Neutrophils","Astrocytes",TRUE
303,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
304,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
305,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
306,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
307,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
308,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
309,"TF0→TF1","Neurons","Endothelial cells",TRUE
310,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
311,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
312,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
313,"TF0→TF1","Astrocytes","Neurons",TRUE
314,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
315,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
316,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
317,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
318,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
319,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
320,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
321,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
322,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
323,"TF0→TF1","Neurons","Neutrophils",TRUE
324,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
325,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
326,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
327,"TF0→TF1","Fibroblasts","Neurons",TRUE
328,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
329,"TF0→TF1","Fibroblasts","Neurons",TRUE
330,"TF0→TF1","Neutrophils","Neurons",TRUE
331,"TF0→TF1","Macrophages/Microglia cells","Neurons",TRUE
332,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
333,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
334,"TF0→TF1","Astrocytes","Astrocytes",FALSE
335,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
336,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
337,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
338,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
339,"TF0→TF1","Endothelial cells","Neurons",TRUE
340,"TF0→TF1","Fibroblasts","Neurons",TRUE
341,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
342,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
343,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
344,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
345,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
346,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
347,"TF0→TF1","Macrophages/Microglia cells","Macrophages/Microglia cells",FALSE
348,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
349,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
350,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
351,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
352,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
353,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
354,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
355,"TF0→TF1","Neurons","Fibroblasts",TRUE
356,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
357,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
358,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
359,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
360,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
361,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
362,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
363,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
364,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
365,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
366,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
367,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
368,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
369,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
370,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
371,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
372,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
373,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
374,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
375,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
376,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
377,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
378,"TF0→TF1","Astrocytes","Macrophages/Microglia cells",TRUE
379,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
380,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
381,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
382,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
383,"TF0→TF1","Neutrophils","Astrocytes",TRUE
384,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
385,"TF0→TF1","Neutrophils","Astrocytes",TRUE
386,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
387,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
388,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
389,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
390,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
391,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
392,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
393,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
394,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
395,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
396,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
397,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
398,"TF0→TF1","Astrocytes","Endothelial cells",TRUE
399,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
400,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
401,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
402,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
403,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
404,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
405,"TF0→TF1","Macrophages/Microglia cells","Macrophages/Microglia cells",FALSE
406,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
407,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
408,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
409,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
410,"TF0→TF1","Macrophages/Microglia cells","Mesenchymal cells",TRUE
411,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
412,"TF0→TF1","Fibroblasts","Mesenchymal cells",TRUE
413,"TF0→TF1","Endothelial cells","Mesenchymal cells",TRUE
414,"TF0→TF1","Macrophages/Microglia cells","Mesenchymal cells",TRUE
415,"TF0→TF1","Fibroblasts","Mesenchymal cells",TRUE
416,"TF0→TF1","Macrophages/Microglia cells","Mesenchymal cells",TRUE
417,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
418,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
419,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
420,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
421,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
422,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
423,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
424,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
425,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
426,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
427,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
428,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
429,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
430,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
