"CellID","Interval","BaselineCellType","TargetCellType","Changed"
37555,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37556,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37557,"TF0→TF1","Endothelial cells","Neurons",TRUE
37558,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37559,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37560,"TF0→TF1","Neurons","Neurons",FALSE
37561,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37562,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37563,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37564,"TF0→TF1","Fibroblasts","Neurons",TRUE
37565,"TF0→TF1","Fibroblasts","Neurons",TRUE
37566,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37567,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37568,"TF0→TF1","Fibroblasts","Neurons",TRUE
37569,"TF0→TF1","Fibroblasts","Neurons",TRUE
37570,"TF0→TF1","Fibroblasts","Neurons",TRUE
37571,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37572,"TF0→TF1","Fibroblasts","Neurons",TRUE
37573,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37574,"TF0→TF1","Neutrophils","Neutrophils",FALSE
37575,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37576,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37577,"TF0→TF1","Endothelial cells","Neurons",TRUE
37578,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37579,"TF0→TF1","Fibroblasts","Neurons",TRUE
37580,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37581,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37582,"TF0→TF1","Macrophages/Microglia cells","Macrophages/Microglia cells",FALSE
37583,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
37584,"TF0→TF1","Macrophages/Microglia cells","Macrophages/Microglia cells",FALSE
37585,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
37586,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37587,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37588,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
37589,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
37590,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37591,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37592,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
37593,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
37594,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37595,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37596,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
37597,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37598,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37599,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
37600,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37601,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37602,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37603,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37604,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37605,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37606,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37607,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37608,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37609,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37610,"TF0→TF1","Neutrophils","Neurons",TRUE
37611,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37612,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37613,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37614,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37615,"TF0→TF1","Fibroblasts","Neurons",TRUE
37616,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37617,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37618,"TF0→TF1","Fibroblasts","Neurons",TRUE
37619,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37620,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37621,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37622,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37623,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37624,"TF0→TF1","Endothelial cells","Neurons",TRUE
37625,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37626,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37627,"TF0→TF1","Endothelial cells","Neurons",TRUE
37628,"TF0→TF1","Endothelial cells","Neurons",TRUE
37629,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37630,"TF0→TF1","Endothelial cells","Neurons",TRUE
37631,"TF0→TF1","Endothelial cells","Neurons",TRUE
37632,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37633,"TF0→TF1","Endothelial cells","Neurons",TRUE
37634,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37635,"TF0→TF1","Endothelial cells","Neurons",TRUE
37636,"TF0→TF1","Endothelial cells","Neurons",TRUE
37637,"TF0→TF1","Endothelial cells","Neurons",TRUE
37638,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37639,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37640,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37641,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37642,"TF0→TF1","Endothelial cells","Neurons",TRUE
37643,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37644,"TF0→TF1","Endothelial cells","Neurons",TRUE
37645,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37646,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37647,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37648,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37649,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37650,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37651,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37652,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37653,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37654,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37655,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37656,"TF0→TF1","Neutrophils","Astrocytes",TRUE
37657,"TF0→TF1","Fibroblasts","Neurons",TRUE
37658,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37659,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37660,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37661,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37662,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37663,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37664,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37665,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37666,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37667,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37668,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37669,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37670,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37671,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37672,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37673,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37674,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37675,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37676,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37677,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37678,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37679,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37680,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37681,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37682,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37683,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37684,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37685,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37686,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37687,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37688,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37689,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37690,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37691,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37692,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37693,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37694,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37695,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
37696,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37697,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37698,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37699,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37700,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37701,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37702,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37703,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37704,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37705,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37706,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37707,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37708,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37709,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37710,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37711,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37712,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37713,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37714,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37715,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
37716,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37717,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37718,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37719,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37720,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37721,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37722,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37723,"TF0→TF1","Fibroblasts","Neurons",TRUE
37724,"TF0→TF1","Fibroblasts","Neurons",TRUE
37725,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37726,"TF0→TF1","Astrocytes","Astrocytes",FALSE
37727,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37728,"TF0→TF1","Neurons","Neurons",FALSE
37729,"TF0→TF1","Fibroblasts","Neurons",TRUE
37730,"TF0→TF1","Fibroblasts","Neurons",TRUE
37731,"TF0→TF1","Fibroblasts","Neurons",TRUE
37732,"TF0→TF1","Fibroblasts","Neurons",TRUE
37733,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37734,"TF0→TF1","Fibroblasts","Neurons",TRUE
37735,"TF0→TF1","Fibroblasts","Neurons",TRUE
37736,"TF0→TF1","Astrocytes","Astrocytes",FALSE
37737,"TF0→TF1","Fibroblasts","Neurons",TRUE
37738,"TF0→TF1","Fibroblasts","Neurons",TRUE
37739,"TF0→TF1","Endothelial cells","Neurons",TRUE
37740,"TF0→TF1","Fibroblasts","Neurons",TRUE
37741,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37742,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37743,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37744,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37745,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37746,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37747,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37748,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37749,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37750,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
37751,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37752,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37753,"TF0→TF1","Fibroblasts","Neurons",TRUE
37754,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37755,"TF0→TF1","Fibroblasts","Neurons",TRUE
37756,"TF0→TF1","Astrocytes","Neutrophils",TRUE
37757,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37758,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37759,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37760,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37761,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37762,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37763,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
37764,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
37765,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37766,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37767,"TF0→TF1","Astrocytes","Astrocytes",FALSE
37768,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37769,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37770,"TF0→TF1","Neutrophils","Macrophages/Microglia cells",TRUE
37771,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37772,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37773,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37774,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37775,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37776,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37777,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37778,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37779,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37780,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37781,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37782,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37783,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37784,"TF0→TF1","Neutrophils","Macrophages/Microglia cells",TRUE
37785,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37786,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37787,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37788,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37789,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37790,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37791,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37792,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37793,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37794,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37795,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37796,"TF0→TF1","Neutrophils","Neutrophils",FALSE
37797,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37798,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37799,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37800,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37801,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37802,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37803,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37804,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
37805,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37806,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37807,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37808,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37809,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37810,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37811,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37812,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37813,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37814,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
37815,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37816,"TF0→TF1","Macrophages/Microglia cells","Mesenchymal cells",TRUE
37817,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37818,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37819,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37820,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37821,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37822,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37823,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37824,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37825,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37826,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37827,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37828,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
37829,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37830,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37831,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37832,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37833,"TF0→TF1","Neutrophils","Fibroblasts",TRUE
37834,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37835,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37836,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37837,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37838,"TF0→TF1","Astrocytes","Fibroblasts",TRUE
37839,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37840,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37841,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37842,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37843,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37844,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37845,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37846,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37847,"TF0→TF1","Mesenchymal cells","Mesenchymal cells",FALSE
37848,"TF0→TF1","Mesenchymal cells","Astrocytes",TRUE
37849,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
37850,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
37851,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
37852,"TF0→TF1","Mesenchymal cells","Fibroblasts",TRUE
37853,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37854,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37855,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37856,"TF0→TF1","Neurons","Endothelial cells",TRUE
37857,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37858,"TF0→TF1","Astrocytes","Endothelial cells",TRUE
37859,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37860,"TF0→TF1","Astrocytes","Astrocytes",FALSE
37861,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37862,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37863,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37864,"TF0→TF1","Endothelial cells","Neurons",TRUE
37865,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37866,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37867,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37868,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37869,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37870,"TF0→TF1","Neutrophils","Macrophages/Microglia cells",TRUE
37871,"TF0→TF1","Fibroblasts","Neurons",TRUE
37872,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37873,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37874,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37875,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37876,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37877,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37878,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37879,"TF0→TF1","Astrocytes","Neurons",TRUE
37880,"TF0→TF1","Fibroblasts","Neurons",TRUE
37881,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37882,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37883,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37884,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37885,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37886,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37887,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37888,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37889,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37890,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37891,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37892,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37893,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37894,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37895,"TF0→TF1","Endothelial cells","Macrophages/Microglia cells",TRUE
37896,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37897,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37898,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37899,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37900,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37901,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37902,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37903,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37904,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37905,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37906,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37907,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37908,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37909,"TF0→TF1","Neutrophils","Neutrophils",FALSE
37910,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37911,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37912,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37913,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37914,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37915,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37916,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37917,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37918,"TF0→TF1","Fibroblasts","Neutrophils",TRUE
37919,"TF0→TF1","Fibroblasts","Neurons",TRUE
37920,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37921,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37922,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37923,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37924,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37925,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37926,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37927,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37928,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37929,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37930,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37931,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37932,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37933,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37934,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37935,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37936,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37937,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37938,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37939,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37940,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37941,"TF0→TF1","Endothelial cells","Neutrophils",TRUE
37942,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37943,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37944,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37945,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37946,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37947,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
37948,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37949,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37950,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37951,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37952,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37953,"TF0→TF1","Neutrophils","Endothelial cells",TRUE
37954,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37955,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37956,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37957,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37958,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37959,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37960,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37961,"TF0→TF1","Endothelial cells","Astrocytes",TRUE
37962,"TF0→TF1","Macrophages/Microglia cells","Astrocytes",TRUE
37963,"TF0→TF1","Endothelial cells","Endothelial cells",FALSE
37964,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37965,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37966,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37967,"TF0→TF1","Macrophages/Microglia cells","Neutrophils",TRUE
37968,"TF0→TF1","Fibroblasts","Endothelial cells",TRUE
37969,"TF0→TF1","Fibroblasts","Macrophages/Microglia cells",TRUE
37970,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
37971,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37972,"TF0→TF1","Macrophages/Microglia cells","Endothelial cells",TRUE
37973,"TF0→TF1","Fibroblasts","Astrocytes",TRUE
37974,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37975,"TF0→TF1","Macrophages/Microglia cells","Fibroblasts",TRUE
37976,"TF0→TF1","Endothelial cells","Fibroblasts",TRUE
37977,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
37978,"TF0→TF1","Fibroblasts","Fibroblasts",FALSE
