"CellID","Interval","BaselineCellType","TargetCellType","Changed"
20999,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21000,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21001,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21002,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21003,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21004,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21005,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21006,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21007,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21008,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21009,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21010,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21011,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21012,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21013,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21014,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21015,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21016,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21017,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21018,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21019,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21020,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21021,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21022,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21023,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21024,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21025,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21026,"TF0→TF1","Cardiomyocytes","Endocardial cells",TRUE
21027,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21028,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21029,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21030,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21031,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21032,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21033,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21034,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21035,"TF0→TF1","Immature myocardial cells","Cardiomyocytes",TRUE
21036,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21037,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21038,"TF0→TF1","Endocardial cells","Immature myocardial cells",TRUE
21039,"TF0→TF1","Endocardial cells","Cardiomyocytes",TRUE
21040,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21041,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21042,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21043,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21044,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21045,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21046,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21047,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21048,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21049,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21050,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21051,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21052,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21053,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21054,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21055,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21056,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21057,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21058,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21059,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21060,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21061,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21062,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21063,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21064,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21065,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21066,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21067,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21068,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21069,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21070,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21071,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21072,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21073,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21074,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21075,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21076,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21077,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21078,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21079,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21080,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21081,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21082,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21083,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21084,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21085,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21086,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21087,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21088,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21089,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21090,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21091,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21092,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21093,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21094,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21095,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21096,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21097,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21098,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21099,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21100,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21101,"TF0→TF1","TMSB4X high cells","Valve cells",TRUE
21102,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21103,"TF0→TF1","TMSB4X high cells","Valve cells",TRUE
21104,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21105,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21106,"TF0→TF1","Cardiomyocytes","Fibroblast cells",TRUE
21107,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21108,"TF0→TF1","Cardiomyocytes","Fibroblast cells",TRUE
21109,"TF0→TF1","Cardiomyocytes","Fibroblast cells",TRUE
21110,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21111,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21112,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21113,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21114,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21115,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21116,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21117,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21118,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21119,"TF0→TF1","Cardiomyocytes","Valve cells",TRUE
21120,"TF0→TF1","Cardiomyocytes","Fibroblast cells",TRUE
21121,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21122,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21123,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21124,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21125,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21126,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21127,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21128,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21129,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21130,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21131,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21132,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21133,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21134,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21135,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21136,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21137,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21138,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21139,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21140,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21141,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21142,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21143,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21144,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21145,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21146,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21147,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21148,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21149,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21150,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21151,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21152,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21153,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21154,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21155,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21156,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21157,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21158,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21159,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21160,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21161,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21162,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21163,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21164,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21165,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21166,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21167,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21168,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21169,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21170,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21171,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21172,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21173,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21174,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21175,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21176,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21177,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21178,"TF0→TF1","Endocardial cells","Cardiomyocytes",TRUE
21179,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21180,"TF0→TF1","Cardiomyocytes","Vascular endothelial cells",TRUE
21181,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21182,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21183,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21184,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21185,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21186,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21187,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21188,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21189,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21190,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21191,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21192,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21193,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21194,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21195,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21196,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21197,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21198,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21199,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21200,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21201,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21202,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21203,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21204,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21205,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21206,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21207,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21208,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21209,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21210,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21211,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21212,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21213,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21214,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21215,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21216,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21217,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21218,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21219,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21220,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21221,"TF0→TF1","Valve cells","Valve cells",FALSE
21222,"TF0→TF1","Valve cells","Valve cells",FALSE
21223,"TF0→TF1","Valve cells","Valve cells",FALSE
21224,"TF0→TF1","Valve cells","Valve cells",FALSE
21225,"TF0→TF1","Valve cells","Valve cells",FALSE
21226,"TF0→TF1","Valve cells","Valve cells",FALSE
21227,"TF0→TF1","Valve cells","Valve cells",FALSE
21228,"TF0→TF1","Valve cells","Valve cells",FALSE
21229,"TF0→TF1","Valve cells","Valve cells",FALSE
21230,"TF0→TF1","Valve cells","Valve cells",FALSE
21231,"TF0→TF1","Valve cells","Valve cells",FALSE
21232,"TF0→TF1","Valve cells","Valve cells",FALSE
21233,"TF0→TF1","Valve cells","Valve cells",FALSE
21234,"TF0→TF1","Valve cells","Valve cells",FALSE
21235,"TF0→TF1","Valve cells","Valve cells",FALSE
21236,"TF0→TF1","Valve cells","Valve cells",FALSE
21237,"TF0→TF1","Valve cells","Valve cells",FALSE
21238,"TF0→TF1","Valve cells","Valve cells",FALSE
21239,"TF0→TF1","Valve cells","Valve cells",FALSE
21240,"TF0→TF1","Valve cells","Valve cells",FALSE
21241,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21242,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21243,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21244,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21245,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21246,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21247,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21248,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21249,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21250,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21251,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21252,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21253,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21254,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21255,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21256,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21257,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21258,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21259,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21260,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21261,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21262,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21263,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21264,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21265,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21266,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21267,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21268,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21269,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21270,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21271,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21272,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21273,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21274,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21275,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21276,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21277,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21278,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21279,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21280,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21281,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21282,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21283,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21284,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21285,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21286,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21287,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21288,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21289,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21290,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21291,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21292,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21293,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21294,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21295,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21296,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21297,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21298,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21299,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21300,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21301,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21302,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21303,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21304,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21305,"TF0→TF1","TMSB4X high cells","Immature myocardial cells",TRUE
21306,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21307,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21308,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21309,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21310,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21311,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21312,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21313,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21314,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21315,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21316,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21317,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21318,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21319,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21320,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21321,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21322,"TF0→TF1","TMSB4X high cells","Cardiomyocytes",TRUE
21323,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21324,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21325,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21326,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21327,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21328,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21329,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21330,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21331,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21332,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21333,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21334,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21335,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21336,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21337,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21338,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21339,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21340,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21341,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21342,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21343,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21344,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21345,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21346,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21347,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21348,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21349,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21350,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21351,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21352,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21353,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21354,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21355,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21356,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21357,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21358,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21359,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21360,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21361,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21362,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21363,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21364,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21365,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21366,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21367,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21368,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21369,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21370,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21371,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21372,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21373,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21374,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21375,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21376,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21377,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21378,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21379,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
21380,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21381,"TF0→TF1","Cardiomyocytes","Immature myocardial cells",TRUE
21382,"TF0→TF1","Cardiomyocytes","Cardiomyocytes",FALSE
