"Interval","MeanAWCD","SDAWCD","MeanNormalizedAWCD","MeanDispersionChange","MeanPercentDispersionChange","N"
"TF0→TF1",1049.57402713695,584.590295629028,0.0862741221847396,-367.002130644957,-11.8080198931165,7
"TF1→TF2",993.202263855876,515.502488969857,0.0816404095857842,288.696419016524,14.1742050021943,7
