"Sample","Reference","n_spatial_spots","n_reference_cells","Cardiomyocytes","Fibroblast cells","TMSB4X high cells","Valve cells","Erythrocytes","Endocardial cells","Epi-epithelial cells","Epi-mesenchymal cells","Immature myocardial cells","Macrophages","Vascular endothelial cells","Mural cells"
"D4","D4",1964,4718,1752.36222159741,1.42255936767973,0.107537360922585,61.5048060410395,0.517942399613028,26.9354824761676,15.0815209295861,0.524399679528919,14.3997661331065,77.6519762800473,5.35010999547263,8.14167773942588
"D7","D7LV+D7RV",1964,7352,226.365330534717,101.545942057183,60.2708140828942,228.138905173092,67.248950790621,183.851668411308,120.27807263202,106.638989809589,445.958961713676,66.7073649788074,277.292334371356,79.7026654447359
"D10","D10LV+D10RV",1964,4854,293.640313630217,88.2134776248556,25.2253529292005,194.655208544422,174.24312757276,276.248623203524,276.356686742102,54.6521944915032,219.427357240562,173.556984428187,91.423507451253,96.3571661414143
"D14","D14LV+D14RV",1964,2919,312.622465879978,124.699621078633,34.3941662806902,90.0462101173241,112.238965681562,512.980922718184,120.894265035811,144.502569223573,190.493280061807,86.3988039669847,158.570346284219,76.1583836712334
