"Interval","MeanAWCD","SDAWCD","MeanNormalizedAWCD","MeanDispersionChange","MeanPercentDispersionChange","N"
"TF0→TF1",489.720782742495,338.220521973397,0.0402546457461255,48.29598098178,2.35204860415571,8
"TF1→TF2",1132.41877937746,818.254439288732,0.0930838927129405,379.413364102452,17.8050567487552,8
