"Time","CellType","CentroidX","CentroidY","TotalAbundance","Dispersion","VarX","VarY","CovXY","MajorAxis","MinorAxis","Angle"
"TF0","Astrocytes",7010.47717206672,6102.32495547209,661.553297272754,3197.39779385183,3865820.08744699,6357532.56468159,129767.690889365,2522.75099805211,1964.45413638386,87.0267732169652
"TF0","Endothelial.cells",7583.51726294299,6389.86684657855,71.8372752398514,2821.88122971494,4546999.4924569,3416014.18216059,-2612579.45028773,2579.64846615768,1143.86514313,141.106630602025
"TF0","Epithelial.cells",5243.2292482955,7954.61896734262,3.38813724901309,1849.15786091788,1141193.3467845,2278191.44780988,-634273.261829241,1600.45356102811,926.246831890296,114.065065449364
"TF0","Macrophages.Microglia.cells",6535.69900068868,6145.64561247439,875.427692606421,3220.3427736467,3906492.71636164,6464114.86341688,363937.079678303,2552.42887952959,1963.59730971548,82.0570835781669
"TF0","Mesenchymal.cells",6364.6808833751,6123.44712925285,289.772218725312,3230.4797174836,3687643.05783196,6748356.14724095,146877.405711776,2599.11299076194,1918.49182076063,87.2588877941038
"TF0","Neutrophils",6859.82567394736,6062.99551463881,1388.49457249429,3228.37580756148,3986457.98662455,6435952.36822366,125851.287465068,2538.18861322865,1994.99596955098,87.0665261160643
"TF0","OPCs",5486.83821700252,8112.04602963638,0.19008857958604,1939.98685466887,1282144.58071821,2481404.4155698,-638526.461741028,1660.63698055604,1002.91266573801,113.399674372348
"TF0","Proliferation",6778.42188068771,6771.98767207398,0.336717832777056,2988.21844292149,2935149.09554703,5994300.36706912,-2350726.67702769,2696.15981209221,1288.4765152206,118.474334769253
"TF1","Astrocytes",6798.75978356897,6107.55349044922,2459.93563167765,3244.49539376986,3926040.59903415,6600709.76115971,125893.001407079,2570.33505629734,1979.93132672899,87.3110906006799
"TF1","Endothelial.cells",7137.32538428157,6110.61747249084,268.807158516319,2991.04126474573,4386638.16079747,4559689.68661426,148792.777274659,2155.29254818087,2073.89533949226,60.0893980959249
"TF1","Epithelial.cells",5335.41001178467,8492.2070681653,32.4772320097213,1900.93106700255,1055647.63847815,2557891.28301731,-321753.436706223,1619.84698391374,994.803835035331,101.594270988609
"TF1","Macrophages.Microglia.cells",6593.04708377914,6009.33188573442,338.654865340191,3187.73051803792,3991836.25809589,6169789.59753441,212172.556394478,2488.02463181596,1992.82695864627,84.4874040948056
"TF1","Mesenchymal.cells",6294.66908432942,5615.06401586502,149.085265065485,3135.63171837027,3651301.93661517,6180884.33663455,477513.016585216,2503.60208673993,1887.89906099908,79.6581619087997
"TF1","Neutrophils",7373.73951182042,6726.20660620759,40.0824450110289,3157.05268749329,4396626.27261352,5570355.3989951,16892.2786260966,2360.21152905594,2096.75540054629,89.1756282706095
"TF1","OPCs",5491.88425872582,8195.36615085956,1.66781887881273,2166.4338719557,1381556.3185632,3311879.40299377,-669951.664454517,1876.59537761451,1082.50889616335,107.382919227233
"TF1","Proliferation",7121.24264850089,5778.8760417086,0.289583500789122,3078.8918072457,3016466.99189967,6463107.76882501,-3145786.16057871,2885.59884703031,1073.72904158452,120.642624683384
"TF2","Astrocytes",7153.44686814898,6683.72576304574,33.3694828565647,3187.26415955096,3952258.9491058,6206393.87365232,-276772.773591725,2497.97514558311,1979.58909746623,96.8985245838432
"TF2","Endothelial.cells",6664.97664127214,6105.49586676825,1375.22796212262,3115.06269121045,3964243.54232486,5739372.02784644,9137.41432047579,2395.70846747552,1991.02900758311,89.7050823160517
"TF2","Epithelial.cells",6455.31157722987,6413.35538437271,65.8648216162612,3325.8378959527,3833654.22644056,7227543.48371455,-1466440.81276867,2788.0782897477,1813.23389566616,110.416220404044
"TF2","Macrophages.Microglia.cells",6873.43377730836,5705.02261180562,434.247545535642,3192.25062136057,3786971.87789451,6403492.15168246,561170.960665117,2553.18799924178,1916.16676469056,78.3916772393373
"TF2","Mesenchymal.cells",6589.69274034769,6034.53595641146,49.0153780144197,3368.07035241327,3915388.87623005,7428509.02257517,-1221543.84140937,2794.90582773846,1879.46782704009,107.407727093096
"TF2","Neutrophils",6874.11446460133,6206.24774240724,1302.39138058709,3310.1125163409,4045428.87328564,6911415.99755105,282864.614263809,2634.21091320338,2004.43950659453,84.4168491599542
"TF2","OPCs",6730.45566059918,6376.83838385423,24.7182653310629,3279.70307902689,4096664.45770192,6659787.82887657,-783850.200347954,2623.07038652148,1968.74427845075,105.725743755128
"TF2","Proliferation",6111.16650350386,7147.62902303457,6.16516393633695,3119.21392558489,3484438.16706517,6245057.34649752,-1779932.7523586,2667.80284940133,1616.26837817512,116.103495071063
